#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.554448   -0.554448           0
           2    -0.55676   -0.555604 0.000817415
           3   -0.553904   -0.555037 0.000714869
           4   -0.549392   -0.553626  0.00133467
           5   -0.553184   -0.553538  0.00107066
           6   -0.555392   -0.553847 0.000935765
           7   -0.556392    -0.55421 0.000869868
           8    -0.55588   -0.554419 0.000785775
           9   -0.556128   -0.554609 0.000721046
          10   -0.554288   -0.554577 0.000649655
          11   -0.551664   -0.554312 0.000642298
          12   -0.552448   -0.554157 0.000607266
          13   -0.557312   -0.554399 0.000607125
          14   -0.557528   -0.554623 0.000603487
          15   -0.554216   -0.554596 0.000563864
          16   -0.552552   -0.554468 0.000542897
          17    -0.55276   -0.554368 0.000520176
          18    -0.55256   -0.554267 0.000500876
          19    -0.55616   -0.554367 0.000484321
          20   -0.552992   -0.554298 0.000464957
          21   -0.555696   -0.554365 0.000447556
          22   -0.553672   -0.554333 0.000428319
          23   -0.555696   -0.554392 0.000413775
          24   -0.556712   -0.554489 0.000407666
          25   -0.555544   -0.554531 0.000393538
          26   -0.553448    -0.55449 0.000380601
          27   -0.555144   -0.554514 0.000367275
          28   -0.556624   -0.554589 0.000361808
          29    -0.55272   -0.554525 0.000355027
          30   -0.552688   -0.554463 0.000348431
