#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.61412    -0.61412           0
           2    -0.61592    -0.61502 0.000636396
           3   -0.612808   -0.614283 0.000736505
           4    -0.61344   -0.614072 0.000581728
           5    -0.61336    -0.61393 0.000482497
           6   -0.614504   -0.614025 0.000411469
           7   -0.614616    -0.61411 0.000361236
           8   -0.615232    -0.61425 0.000342239
           9   -0.616088   -0.614454 0.000360025
          10   -0.615184   -0.614527 0.000331336
          11   -0.614728   -0.614545 0.000301717
          12     -0.6144   -0.614533 0.000276817
          13   -0.616376   -0.614675 0.000289548
          14   -0.613312   -0.614578 0.000284765
          15   -0.611192   -0.614352 0.000343788
          16   -0.614712   -0.614375 0.000323037
          17   -0.612688   -0.614275 0.000318904
          18    -0.61148    -0.61412 0.000336883
          19     -0.6144   -0.614135 0.000319475
          20   -0.611568   -0.614006 0.000328268
          21   -0.617376   -0.614167 0.000349659
          22   -0.613792    -0.61415 0.000334181
          23   -0.615768    -0.61422 0.000326973
          24    -0.61548   -0.614273 0.000317535
          25   -0.613016   -0.614222 0.000308787
          26    -0.61428   -0.614225 0.000296918
          27   -0.610496   -0.614087  0.00031641
          28   -0.608768   -0.613897 0.000357608
          29   -0.611336   -0.613808  0.00035601
          30   -0.612552   -0.613766 0.000346597
