# BLOCK    CURRENT_AVE          ERROR     ACCEPTANCE
    744        2.46733      0.0509982       0.233409
    745        2.46475      0.0509946       0.233365
    746        2.46542      0.0509307       0.233293
    747         2.4664      0.0508719       0.233342
    748        2.46586      0.0508067       0.233378
    749        2.46755      0.0507668        0.23352
    750        2.46651      0.0507098       0.233569
    751        2.46826      0.0506728       0.233577
    752        2.46843      0.0506057       0.233546
    753        2.46622      0.0505865       0.233501
    754        2.46602      0.0505199        0.23355
    755        2.46364      0.0505087       0.233479
    756        2.46213      0.0504646       0.233593
    757        2.46267      0.0504007       0.233668
    758        2.46437      0.0503632       0.233676
    759        2.46189      0.0503579       0.233671
    760        2.46381      0.0503281       0.233706
    761        2.46423      0.0502638       0.233661
    762        2.46584      0.0502238       0.233565
    763        2.46685      0.0501682       0.233573
    764        2.46903        0.05015       0.233529
    765        2.46762      0.0501045        0.23359
    766        2.46835      0.0500445       0.233598
    767        2.46728      0.0499909       0.233633
    768        2.46564      0.0499527       0.233641
    769        2.46392      0.0499175       0.233662
    770        2.46413      0.0498532       0.233684
    771        2.46194      0.0498367       0.233666
    772        2.46205      0.0497723       0.233596
    773        2.46326      0.0497226       0.233618
    774        2.46256      0.0496633       0.233639
    775        2.45992      0.0496696       0.233698
    776        2.46087      0.0496146       0.233707
    777        2.45966      0.0495656       0.233779
    778        2.46126       0.049528       0.233851
    779        2.46396      0.0495378       0.233897
    780        2.46436       0.049476       0.233816
    781        2.46335       0.049423       0.233798
    782        2.46424      0.0493679       0.233755
    783        2.46545      0.0493198       0.233661
    784        2.46568      0.0492575       0.233592
    785        2.46481      0.0492025        0.23355
    786        2.46456      0.0491406       0.233507
    787        2.46452      0.0490782       0.233503
    788        2.46391      0.0490197       0.233612
    789        2.46439        0.04896       0.233582
    790        2.46411      0.0488989       0.233527
    791         2.4658      0.0488664       0.233497
    792        2.46547      0.0488059       0.233417
    793         2.4648      0.0487489       0.233338
    794        2.46549      0.0486925       0.233371
    795        2.46618      0.0486362       0.233455
    796        2.46812      0.0486137       0.233425
    797        2.46662      0.0485758       0.233521
    798        2.46892      0.0485694       0.233542
    799        2.46874      0.0485089       0.233525
    800        2.47009       0.048467       0.233546
    801        2.47029      0.0484069       0.233678
    802        2.47102      0.0483521       0.233587
    803        2.47092       0.048292       0.233582
    804        2.47224        0.04825       0.233578
    805        2.47462       0.048249       0.233536
    806        2.47227      0.0482465       0.233532
    807        2.47412      0.0482221       0.233465
    808        2.47356      0.0481656       0.233461
    809        2.47536      0.0481396        0.23342
    810        2.47623      0.0480881       0.233428
    811        2.47475      0.0480515       0.233461
    812        2.47551      0.0479984       0.233419
    813         2.4765      0.0479495       0.233366
    814        2.47846      0.0479306       0.233276
    815        2.47896      0.0478745       0.233382
    816        2.48119      0.0478675       0.233305
    817        2.48188       0.047814       0.233301
    818        2.48257      0.0477606       0.233223
    819        2.48104      0.0477269       0.233244
    820        2.47908       0.047709       0.233301
    821        2.48081      0.0476822       0.233273
    822        2.48171      0.0476328       0.233341
    823        2.48025      0.0475975        0.23341
    824        2.48146      0.0475552       0.233394
    825        2.48187      0.0474994       0.233438
    826        2.48041      0.0474645       0.233482
    827        2.47993      0.0474096       0.233454
    828        2.48069      0.0473585       0.233534
    829        2.48079      0.0473015       0.233542
    830        2.47759      0.0473523       0.233562
    831        2.47628      0.0473137        0.23357
    832        2.47353      0.0473364       0.233505
    833        2.47436      0.0472869       0.233513
    834        2.47199      0.0472898       0.233545
    835         2.4732      0.0472486       0.233565
    836        2.47263      0.0471955       0.233632
    837        2.47352      0.0471474       0.233663
    838        2.47248      0.0471027       0.233671
    839        2.47192      0.0470499       0.233726
    840        2.47057      0.0470132       0.233746
    841        2.47037      0.0469578       0.233872
    842        2.47022      0.0469023       0.233915
    843        2.46633      0.0470076       0.233922
    844        2.46607      0.0469527       0.233917
    845        2.46634       0.046898       0.233865
    846        2.46747      0.0468561       0.233802
    847        2.46824      0.0468071       0.233892
    848        2.46803      0.0467524       0.233934
    849        2.46724       0.046704       0.233906
    850        2.46826      0.0466602        0.23396
    851         2.4684      0.0466056       0.233944
    852        2.46974      0.0465703       0.233939
    853        2.46932      0.0465176       0.233923
    854        2.46776      0.0464895       0.233895
    855        2.47065      0.0465254       0.233773
    856        2.47133       0.046476       0.233804
    857        2.47134      0.0464218       0.233765
    858        2.47071      0.0463719        0.23383
    859        2.47222      0.0463423       0.233814
    860        2.47326      0.0463003       0.233798
    861        2.47424       0.046257        0.23384
    862        2.47148       0.046286       0.233778
    863         2.4697      0.0462668       0.233796
    864        2.46824      0.0462361       0.233954
    865        2.46853      0.0461836       0.233926
    866        2.46809      0.0461324       0.233956
    867        2.46843      0.0460804       0.233917
    868        2.46982      0.0460484       0.233867
    869        2.47037      0.0459987       0.233862
    870        2.47254       0.045997       0.233789
    871        2.47166      0.0459526       0.233739
    872        2.47272      0.0459123       0.233746
    873         2.4744      0.0458905       0.233753
    874        2.47493      0.0458411       0.233749
    875        2.47357       0.045809        0.23379
    876        2.47247        0.04577        0.23374
    877        2.47324      0.0457243       0.233759
    878        2.47471      0.0456961       0.233709
    879         2.4748      0.0456442       0.233716
    880        2.47552       0.045598        0.23378
    881        2.47596      0.0455485       0.233764
    882        2.47296      0.0455959       0.233817
    883        2.47323      0.0455451       0.233812
    884        2.47446      0.0455105       0.233819
    885        2.47643      0.0455017       0.233894
    886        2.47771      0.0454684       0.233901
    887        2.47573      0.0454604       0.233908
    888        2.47551      0.0454098       0.233982
    889        2.47673      0.0453753       0.234045
    890        2.47594      0.0453313        0.23404
    891        2.47644      0.0452833       0.233991
    892        2.47689      0.0452347       0.234065
    893        2.47861      0.0452171       0.233993
    894        2.47942      0.0451737       0.234022
    895        2.48044      0.0451347       0.234029
    896        2.48007      0.0450858       0.234058
    897        2.47773      0.0450961        0.23412
    898        2.47637      0.0450665        0.23416
    899         2.4762      0.0450167       0.234111
    900        2.47896      0.0450513       0.234107
    901        2.47877      0.0450017       0.234157
    902        2.47919      0.0449537       0.234164
    903        2.48026      0.0449167       0.234159
    904        2.48161      0.0448875       0.234055
    905        2.47933      0.0448958       0.234095
    906        2.47674      0.0449213       0.234168
    907        2.47807      0.0448914       0.234174
    908        2.47797      0.0448421       0.234158
    909        2.47852      0.0447962       0.234165
    910        2.47846       0.044747       0.234149
    911        2.47896      0.0447007       0.234167
    912        2.47787       0.044665       0.234195
    913        2.47846      0.0446199       0.234158
    914        2.47794      0.0445741       0.234153
    915        2.47671      0.0445424       0.234214
    916        2.47781      0.0445075       0.234133
    917         2.4767       0.044473       0.234107
    918         2.4759      0.0444317       0.234124
    919        2.47715      0.0444011       0.234185
    920        2.47646      0.0443582       0.234235
    921        2.47696      0.0443129       0.234219
    922        2.47791       0.044275       0.234225
    923        2.47925      0.0442473       0.234221
    924        2.47955      0.0442005       0.234216
    925        2.47794      0.0441823       0.234255
    926        2.48006      0.0441856       0.234261
    927        2.47889      0.0441533       0.234267
    928         2.4787      0.0441062       0.234284
    929        2.47885       0.044059       0.234312
    930        2.47841      0.0440138       0.234329
    931        2.47845      0.0439665       0.234378
    932        2.47969      0.0439368       0.234309
    933        2.47929      0.0438915       0.234261
    934        2.48037       0.043858       0.234203
    935        2.48082      0.0438134       0.234135
    936        2.48026      0.0437702       0.234152
    937        2.48073       0.043726         0.2342
    938         2.4798      0.0436893       0.234207
    939        2.47766      0.0436951       0.234234
    940        2.47882      0.0436641       0.234219
    941        2.47964      0.0436254       0.234225
    942        2.48015      0.0435821       0.234242
    943        2.48056      0.0435378        0.23428
    944        2.48072       0.043492       0.234254
    945        2.48068       0.043446       0.234239
    946        2.47717      0.0435418       0.234213
    947        2.47839      0.0435129       0.234251
    948        2.47681      0.0434961        0.23431
    949        2.47554      0.0434686       0.234379
    950        2.47516      0.0434245       0.234353
    951        2.47419      0.0433898       0.234338
    952        2.47583      0.0433752       0.234292
    953         2.4762      0.0433313       0.234224
    954        2.47653      0.0432871        0.23423
    955        2.47678      0.0432426       0.234163
    956        2.47698      0.0431979       0.234222
    957        2.47719      0.0431532       0.234238
    958        2.47779      0.0431124       0.234234
    959        2.47916      0.0430894       0.234167
    960        2.48011      0.0430549       0.234142
    961        2.48191      0.0430476       0.234096
    962        2.47893      0.0431061       0.234133
    963        2.47768      0.0430796       0.234191
    964        2.47669      0.0430461       0.234197
    965        2.47693      0.0430022       0.234234
    966        2.47717      0.0429584        0.23423
    967        2.47649      0.0429193       0.234246
    968         2.4769       0.042877        0.23418
    969        2.47804      0.0428479       0.234175
    970        2.47891      0.0428127       0.234171
    971        2.47831      0.0427728        0.23428
    972        2.47781      0.0427318       0.234255
    973        2.47817      0.0426894        0.23424
    974        2.47927      0.0426599       0.234226
    975        2.48142      0.0426703       0.234201
    976        2.48244      0.0426389       0.234197
    977        2.48093      0.0426224       0.234233
    978         2.4828      0.0426201       0.234147
    979        2.48175      0.0425894       0.234153
    980        2.48096      0.0425534       0.234118
    981         2.4797      0.0425285       0.234216
    982        2.47831       0.042508       0.234191
    983        2.48048      0.0425199       0.234146
    984        2.47969       0.042484       0.234112
    985        2.47861      0.0424547       0.234108
    986        2.47936      0.0424184       0.234103
    987        2.48211      0.0424643       0.233978
    988         2.4832      0.0424354       0.234034
    989         2.4789      0.0426099       0.234121
    990        2.47897       0.042567       0.234127
    991        2.48137      0.0425914       0.234123
    992        2.48155      0.0425488       0.234119
    993        2.48244      0.0425153       0.234125
    994        2.48308      0.0424773       0.234191
    995         2.4829       0.042435       0.234187
    996          2.484      0.0424066       0.234162
    997        2.48347      0.0423673       0.234188
    998        2.48353      0.0423249       0.234164
    999        2.48283      0.0422885        0.23415
