Epoch	Train_loss	Train_acc	Val_loss	Val_acc
1	0.28941673040390015	0.9149166941642761	0.11190300434827805	0.9652000069618225
2	0.12338843941688538	0.9645666480064392	0.10135003924369812	0.9677000045776367
3	0.08727637678384781	0.9739166498184204	0.0881747379899025	0.9732000231742859
4	0.06867333501577377	0.9795500040054321	0.07970604300498962	0.9782999753952026
5	0.05862567946314812	0.9822999835014343	0.085108682513237	0.9772999882698059
6	0.045247405767440796	0.9860833287239075	0.07731600105762482	0.9797999858856201
7	0.042184509336948395	0.9870833158493042	0.08683408796787262	0.9771000146865845
8	0.036333560943603516	0.9887333512306213	0.08300931006669998	0.9807999730110168
9	0.033998485654592514	0.9896833300590515	0.0865502879023552	0.9782999753952026
10	0.030261781066656113	0.9908833503723145	0.08659837394952774	0.9797000288963318
11	0.0271482951939106	0.9917166829109192	0.09577548503875732	0.9803000092506409
12	0.025857124477624893	0.9922999739646912	0.10820329934358597	0.9811000227928162
13	0.02344372123479843	0.9925833344459534	0.1022624671459198	0.9810000061988831
14	0.021074511110782623	0.9932833313941956	0.09741499274969101	0.9812999963760376
15	0.020653538405895233	0.9941499829292297	0.10503443330526352	0.9817000031471252
16	0.021902289241552353	0.9937666654586792	0.11770544201135635	0.9789999723434448
17	0.019074132665991783	0.9943166375160217	0.12760956585407257	0.9810000061988831
18	0.019801724702119827	0.9940166473388672	0.11788735538721085	0.9828000068664551
19	0.01594144105911255	0.9953500032424927	0.10781309753656387	0.9821000099182129
20	0.016575386747717857	0.9951000213623047	0.14041797816753387	0.98089998960495
21	0.016095219179987907	0.995199978351593	0.1176738366484642	0.9824000000953674
22	0.014467771165072918	0.9956833124160767	0.12143243104219437	0.982699990272522
23	0.015018627047538757	0.9955499768257141	0.12370581179857254	0.9814000129699707
24	0.016298143193125725	0.9953666925430298	0.14541031420230865	0.9819999933242798
25	0.01480021234601736	0.9956333041191101	0.14533115923404694	0.9807000160217285
26	0.013742362149059772	0.9955333471298218	0.13605685532093048	0.9825999736785889
27	0.014787905849516392	0.9960333108901978	0.16301971673965454	0.9818999767303467
28	0.013390248641371727	0.9963333606719971	0.14482250809669495	0.9811000227928162
29	0.012868769466876984	0.9966333508491516	0.14250637590885162	0.9825999736785889
30	0.012587164528667927	0.9965000152587891	0.16226854920387268	0.9828000068664551
31	0.012491829693317413	0.9963666796684265	0.16471053659915924	0.9819999933242798
32	0.013098414056003094	0.9962999820709229	0.18045282363891602	0.9801999926567078
33	0.013036240823566914	0.996666669845581	0.16523458063602448	0.9833999872207642
34	0.012666801922023296	0.9965166449546814	0.17266464233398438	0.9817000031471252
35	0.010972216725349426	0.9971500039100647	0.17479540407657623	0.9832000136375427
36	0.012932885438203812	0.9966333508491516	0.190309539437294	0.9812999963760376
37	0.011434386484324932	0.9968666434288025	0.18170636892318726	0.98089998960495
38	0.010705729946494102	0.9969499707221985	0.1765696406364441	0.9825000166893005
39	0.014432579278945923	0.9964166879653931	0.1744510531425476	0.9807999730110168
40	0.009401156567037106	0.9975333213806152	0.20045845210552216	0.9805999994277954
41	0.011407480575144291	0.9971666932106018	0.1784602701663971	0.9821000099182129
42	0.011961812153458595	0.9971666932106018	0.20982742309570312	0.9817000031471252
43	0.011369068175554276	0.997083306312561	0.1854192167520523	0.9836999773979187
44	0.00983439851552248	0.9974166750907898	0.18511143326759338	0.9828000068664551
45	0.010297351516783237	0.9975000023841858	0.2061631828546524	0.9822999835014343
46	0.011140584014356136	0.996999979019165	0.2266368865966797	0.9797000288963318
47	0.009750963188707829	0.9976333379745483	0.19247837364673615	0.98089998960495
48	0.011678132228553295	0.9973000288009644	0.2096671611070633	0.9814000129699707
49	0.011434134095907211	0.9970666766166687	0.22218738496303558	0.9804999828338623
50	0.009460988454520702	0.9975000023841858	0.21864187717437744	0.9801999926567078
