#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         407  -0.0237234  -0.0234264 6.50095e-06
         408  -0.0237258  -0.0234271 6.52631e-06
         409  -0.0237281  -0.0234278 6.55173e-06
         410  -0.0237305  -0.0234286 6.57722e-06
         411  -0.0237326  -0.0234293  6.6027e-06
         412  -0.0237348    -0.02343 6.62817e-06
         413  -0.0237369  -0.0234308 6.65364e-06
         414  -0.0237393  -0.0234315 6.67918e-06
         415  -0.0237415  -0.0234323 6.70472e-06
         416  -0.0237439   -0.023433 6.73031e-06
         417  -0.0237468  -0.0234338  6.7561e-06
         418   -0.023749  -0.0234345 6.78188e-06
         419  -0.0237512  -0.0234353 6.80767e-06
         420  -0.0237538   -0.023436 6.83357e-06
         421  -0.0237565  -0.0234368  6.8596e-06
         422  -0.0237587  -0.0234376 6.88563e-06
         423  -0.0237609  -0.0234383 6.91166e-06
         424  -0.0237639  -0.0234391 6.93787e-06
         425  -0.0237663  -0.0234399 6.96414e-06
         426  -0.0237686  -0.0234406 6.99041e-06
         427  -0.0237708  -0.0234414 7.01667e-06
         428  -0.0237731  -0.0234422 7.04294e-06
         429  -0.0237758   -0.023443 7.06933e-06
         430  -0.0237781  -0.0234438 7.09572e-06
         431  -0.0237808  -0.0234445 7.12223e-06
         432  -0.0237831  -0.0234453 7.14873e-06
         433  -0.0237856  -0.0234461  7.1753e-06
         434  -0.0237884  -0.0234469 7.20199e-06
         435   -0.023791  -0.0234477 7.22874e-06
         436  -0.0237935  -0.0234485 7.25555e-06
         437  -0.0237961  -0.0234493 7.28241e-06
         438  -0.0237986  -0.0234501 7.30934e-06
         439   -0.023801  -0.0234509 7.33626e-06
         440  -0.0238038  -0.0234517  7.3633e-06
         441  -0.0238064  -0.0234525 7.39041e-06
         442  -0.0238087  -0.0234533 7.41751e-06
         443  -0.0238111  -0.0234541 7.44461e-06
         444  -0.0238132  -0.0234549 7.47165e-06
         445  -0.0238158  -0.0234557 7.49876e-06
         446   -0.023818  -0.0234565 7.52582e-06
         447  -0.0238204  -0.0234573 7.55287e-06
         448   -0.023823  -0.0234582    7.58e-06
         449  -0.0238254   -0.023459 7.60712e-06
         450  -0.0238283  -0.0234598 7.63437e-06
         451  -0.0238307  -0.0234606 7.66162e-06
         452  -0.0238332  -0.0234614 7.68888e-06
         453  -0.0238359  -0.0234623 7.71621e-06
         454  -0.0238385  -0.0234631 7.74359e-06
         455   -0.023841  -0.0234639 7.77099e-06
         456  -0.0238437  -0.0234648 7.79845e-06
         457  -0.0238462  -0.0234656 7.82591e-06
         458  -0.0238486  -0.0234664 7.85339e-06
         459  -0.0238514  -0.0234673 7.88093e-06
         460  -0.0238538  -0.0234681 7.90848e-06
         461  -0.0238566  -0.0234689 7.93609e-06
         462  -0.0238593  -0.0234698 7.96377e-06
         463  -0.0238618  -0.0234706 7.99146e-06
         464  -0.0238644  -0.0234715 8.01916e-06
         465  -0.0238669  -0.0234723 8.04688e-06
         466  -0.0238699  -0.0234732 8.07471e-06
         467  -0.0238727   -0.023474 8.10261e-06
         468  -0.0238755  -0.0234749 8.13057e-06
         469  -0.0238778  -0.0234758 8.15849e-06
