#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.48328    -0.48328           0
           2   -0.483496   -0.483388 7.63675e-05
           3   -0.481264    -0.48268 0.000580317
           4   -0.478992   -0.481758 0.000909393
           5    -0.48144   -0.481694 0.000729735
           6   -0.485232   -0.482284  0.00081209
           7   -0.484592   -0.482614 0.000760069
           8    -0.48176   -0.482507  0.00067251
           9    -0.48184   -0.482433 0.000601856
          10   -0.483928   -0.482582 0.000559933
          11   -0.480984   -0.482437 0.000527548
          12   -0.482504   -0.482443 0.000483615
          13   -0.482016    -0.48241 0.000447527
          14   -0.483528    -0.48249 0.000422627
          15    -0.48216   -0.482468 0.000395023
          16    -0.48208   -0.482444 0.000371077
          17    -0.48148   -0.482387  0.00035355
          18   -0.483296   -0.482437 0.000337498
          19   -0.484592   -0.482551 0.000338251
          20   -0.477568   -0.482302  0.00040277
          21   -0.481088   -0.482244 0.000387715
          22   -0.482024   -0.482234  0.00037022
          23   -0.485544   -0.482378 0.000381072
          24   -0.483496   -0.482424 0.000368032
          25   -0.482656   -0.482434 0.000353427
          26   -0.483984   -0.482493 0.000344828
          27   -0.481504   -0.482457 0.000333997
          28   -0.480592    -0.48239  0.00032864
          29   -0.482512   -0.482394 0.000317335
          30    -0.48164   -0.482369 0.000307751
