GEN #         BEST_L         L_MEAN
1        4480.46        4726.63
2        4199.89        4523.98
3        4175.53        4378.62
4        4106.45        4185.16
5        3972.41        4121.77
6        3952.74         4055.1
7        3905.12        3967.88
8        3811.53         3912.7
9        3794.78        3847.19
10        3612.51        3784.85
11         3531.7        3685.24
12        3487.45        3594.32
13        3416.42        3520.15
14        3406.24        3477.88
15        3352.24        3421.94
16        3284.21         3386.7
17         3248.8        3354.15
18           3243        3306.77
19        3218.79        3267.84
20        3134.86        3234.18
21        3077.79        3187.96
22        3066.63        3149.02
23        2980.98        3095.53
24        2980.98        3056.74
25        2976.32        3027.07
26        2968.29        2996.82
27           2909         2983.7
28        2837.62        2954.52
29        2833.16        2919.68
30        2744.28        2867.35
31        2740.36        2819.56
32         2709.3        2766.73
33         2656.7        2734.82
34         2631.9        2720.23
35        2628.13        2690.33
36        2573.11        2648.73
37        2524.31        2628.46
38        2524.31        2611.47
39        2523.64        2580.37
40        2516.96        2550.17
41        2509.88        2535.02
42        2501.62        2523.51
43        2483.82        2524.19
44        2475.27        2513.37
45        2475.27        2508.08
46        2447.94         2501.4
47         2437.1        2478.67
48        2424.96        2476.16
49        2424.32        2453.64
50        2403.27        2452.16
51        2394.01        2439.54
52        2382.18        2425.75
53        2373.84        2405.62
54        2354.73        2400.33
55        2354.73        2400.19
56        2354.38        2389.37
57        2330.21        2368.52
58        2330.21        2369.93
59        2304.93        2365.45
60        2268.53        2348.65
61         2265.4        2316.67
62        2245.75        2302.62
63        2245.75        2285.01
64        2239.61        2277.39
65        2236.04        2268.42
66        2234.99        2258.32
67        2223.75        2260.78
68        2223.75        2265.34
69        2223.75        2253.81
70        2216.47        2246.84
71         2211.9         2231.6
72        2203.72        2226.35
73        2203.07        2224.25
74        2195.12        2221.78
75        2190.32        2210.32
76         2183.1        2213.55
77         2183.1        2210.81
78         2183.1        2204.44
79        2176.11           2204
80        2157.82        2189.74
81        2154.85        2196.15
82        2124.21        2178.83
83        2110.48        2177.99
84        2110.48        2156.42
85        2110.48        2145.19
86        2107.67        2140.53
87        2096.64        2133.35
88        2077.15        2124.24
89        2066.51        2115.54
90        2075.12        2114.82
91        2075.12        2105.58
92         2065.6        2107.39
93         2065.6        2096.23
94        2065.26        2103.26
95        2058.74        2084.73
96        2055.32        2086.88
97        2055.32        2082.45
98        2041.89         2070.3
99        2040.26        2078.44
100        2040.26        2085.64
101        2039.43        2070.34
102           2026        2071.27
103           2026        2052.21
104           2026        2055.82
105        2025.88        2053.11
106        2023.17        2052.91
107        2023.17        2050.04
108        2019.35        2049.95
109        2006.86        2044.92
110        2008.96         2052.6
111        2008.96        2038.57
112        2008.84        2034.62
113        2007.13        2030.47
114        2007.13        2029.04
115        2005.39        2031.61
116        2000.48        2027.35
117        2000.48        2029.81
118        1996.17        2023.82
119        1996.17        2014.94
120        1986.94        2021.81
121        1986.86        2018.56
122        1978.43        2015.65
123        1973.83        2003.72
124        1973.83        1998.19
125        1971.23        2010.96
126        1971.23         1999.1
127        1970.83        2000.58
128        1965.77        1990.56
129        1965.77        1988.57
130         1959.6        1989.14
131         1959.6        1981.67
132         1955.6        1985.58
133         1955.6        1993.24
134        1950.23        1984.87
135        1950.23        1979.74
136        1934.86        1979.49
137        1934.86        1972.13
138        1933.99        1971.69
139        1933.99        1967.29
140        1923.44         1965.7
141        1919.51        1960.92
