BLK #        BLK_AVE    CURRENT_AVE          ERROR
346        1710.21           2044        26.6241
347        1710.21           2043        26.5731
348        1710.21           2042        26.5236
349        1710.21           2041        26.4755
350        1709.73           2040        26.4285
351        1709.73           2039        26.3829
352        1709.73           2038        26.3388
353        1709.73           2037         26.296
354        1709.73           2036        26.2544
355        1709.73           2035        26.2142
356        1709.73           2034        26.1754
357        1709.73           2033        26.1378
358        1709.73           2032        26.1015
359        1709.73           2031        26.0664
360        1708.33           2031        25.8137
361        1708.33           2030        25.7809
362        1708.33           2029        25.7492
363        1707.79           2028        25.7185
364        1707.79           2027         25.689
365        1707.79           2026        25.6607
366        1707.79           2025        25.6335
367        1707.79           2024        25.6075
368        1707.79           2024        25.3662
369        1707.79           2023        25.3429
370        1705.82           2022        25.3197
371        1705.82           2021        25.2977
372        1705.82           2020        25.2768
373        1705.82           2019        25.2569
374        1705.82           2018        25.2381
375        1705.82           2018        25.0055
376        1705.82           2017        24.9893
377        1705.82           2016        24.9741
378        1705.82           2015        24.9599
379        1705.82           2014        24.9467
380        1705.82           2013        24.9345
381        1705.82           2013        24.7098
382        1705.82           2012           24.7
383        1705.82           2011        24.6912
384        1705.82           2010        24.6833
385        1705.82           2009        24.6764
386        1705.47           2009        24.4578
387        1705.47           2008         24.453
388        1705.47           2007        24.4491
389        1705.47           2006        24.4461
390        1701.87           2006        24.2305
391        1701.87           2005        24.2281
392        1701.87           2004        24.2266
393        1701.87           2003        24.2259
394        1701.87           2002        24.2261
395        1700.98           2002         24.016
396        1700.98           2001         24.018
397        1700.98           2000        24.0208
398        1700.98           1999        24.0243
399        1700.98           1999        23.8187
400        1700.85           1998        23.8243
401        1700.85           1997        23.8307
402        1700.85           1996        23.8378
403        1700.85           1996        23.6366
404        1700.85           1995        23.6458
405        1700.85           1994        23.6556
406        1700.85           1993        23.6662
407        1700.85           1993        23.4693
408        1700.85           1992        23.4819
409        1700.85           1991        23.4951
410        1700.76           1991         23.301
411        1700.36           1990        23.3161
412        1700.36           1989        23.3317
413        1699.32           1989        23.1399
414        1699.32           1988        23.1571
415        1699.32           1987        23.1748
416        1699.32           1986        23.1931
417        1699.32           1986        23.0054
418        1699.32           1985        23.0256
419        1699.32           1984        23.0463
420        1698.37           1984        22.8611
421        1698.37           1983        22.8832
422        1698.37           1982        22.9059
423        1698.37           1982        22.7234
424        1698.37           1981        22.7479
425        1698.37           1980        22.7728
426        1698.37           1980         22.593
427        1698.37           1979        22.6197
428        1698.37           1978        22.6469
429        1698.37           1978        22.4698
430        1696.05           1977        22.4977
431        1696.05           1976        22.5261
432        1696.05           1976        22.3507
433        1696.05           1975        22.3807
434        1696.05           1974        22.4111
435        1696.05           1974        22.2384
436        1696.05           1973        22.2704
437        1696.05           1973        22.0991
438        1696.05           1972        22.1327
439        1696.05           1971        22.1667
440        1696.05           1971         21.998
441        1696.05           1970        22.0335
442        1696.05           1969        22.0694
443        1696.05           1969        21.9032
444        1696.05           1968        21.9406
445        1696.05           1968        21.7758
446        1696.05           1967        21.8147
447        1696.05           1966        21.8539
448        1696.05           1966        21.6916
449        1696.05           1965        21.7321
450        1696.05           1964         21.773
451        1696.05           1964        21.6132
452        1696.05           1963        21.6555
453        1696.05           1963         21.497
454        1696.05           1962        21.5406
455        1695.94           1962        21.3833
456        1695.94           1961        21.4283
457        1695.94           1960        21.4735
458        1695.94           1960        21.3187
459        1695.94           1959        21.3651
460         1694.6           1959         21.211
461         1694.6           1958        21.2583
462         1694.6           1957        21.3058
463        1693.67           1957        21.1537
464        1693.67           1956        21.2021
465        1693.67           1956        21.0513
466        1693.53           1955        21.1008
467        1693.53           1955        20.9513
468        1693.53           1954         21.002
469        1693.53           1954        20.8537
470        1692.66           1953        20.9053
471        1692.66           1952         20.957
472        1692.66           1952        20.8107
473        1692.66           1951        20.8636
474        1692.66           1951        20.7184
475        1692.66           1950        20.7725
476        1692.66           1950        20.6285
477        1692.66           1949        20.6837
478        1692.66           1949         20.541
479        1692.66           1948        20.5972
480        1692.66           1948        20.4557
481        1692.66           1947         20.513
482        1692.66           1946        20.5703
483        1692.66           1946         20.431
484        1692.66           1945        20.4893
485        1692.66           1945        20.3512
486        1692.66           1944        20.4105
487        1692.42           1944        20.2735
488         1692.1           1943        20.3337
489         1692.1           1943        20.1976
490        1692.45           1942        20.2589
491        1692.45           1942        20.1242
492        1692.45           1941        20.1864
493        1692.45           1941        20.0527
494        1692.45           1940        20.1158
495        1692.45           1940        19.9834
496        1687.89           1939        20.0459
497        1687.89           1939        19.9129
498        1687.89           1938        19.9763
499        1687.89           1938        19.8445
500        1688.45           1937         19.909
