GEN #         BEST_L         L_MEAN
1        4679.94        5024.42
2        4603.88        4820.82
3        4530.68        4650.53
4         4455.2        4563.48
5        4349.45        4485.81
6        4236.47        4388.63
7        4162.58        4267.81
8        4103.99        4198.67
9        4055.22        4124.57
10        3974.16        4065.66
11        3876.77        4000.95
12        3832.05        3916.06
13        3721.72        3836.11
14        3658.15        3777.86
15        3601.13        3700.08
16        3535.07        3631.59
17        3462.65        3576.02
18        3436.29           3519
19        3368.36        3469.04
20        3301.28        3427.02
21        3281.45        3354.33
22        3189.78        3308.44
23        3183.37        3257.65
24        3120.78        3204.34
25        3084.29        3160.75
26         3029.8        3116.23
27         2939.9         3091.6
28         2939.9        3050.12
29           2899        2974.72
30        2871.28         2934.4
31        2846.34        2908.03
32        2840.26        2879.84
33        2810.78        2862.55
34        2798.62        2837.21
35        2797.58           2823
36        2781.18        2807.99
37        2761.16        2800.77
38        2735.31        2783.86
39        2721.93        2761.64
40        2708.42        2740.59
41        2692.65         2731.1
42        2653.91        2710.38
43        2629.88        2691.61
44        2626.38        2682.12
45           2604        2657.54
46        2580.47        2631.76
47        2580.47        2620.21
48        2554.84        2600.22
49         2552.7        2588.79
50        2551.29        2574.83
51        2528.12         2561.2
52        2514.08        2557.32
53        2501.01         2535.8
54        2478.05        2529.02
55        2476.77        2512.83
56        2462.26         2502.2
57        2442.51        2483.24
58        2438.99        2470.05
59        2426.98        2457.02
60        2418.02        2449.58
61        2407.39        2447.99
62        2406.72        2433.91
63         2401.7        2424.54
64        2389.89        2429.13
65        2379.13        2420.54
66         2369.6        2405.62
67        2363.87        2394.22
68        2352.33        2386.14
69        2349.76         2390.5
70        2349.76        2384.21
71        2328.38        2380.31
72        2328.38        2372.02
73        2328.38        2365.29
74        2319.78        2356.81
75        2317.77        2353.68
76        2308.11        2345.54
77        2298.29        2326.94
78        2298.29        2330.68
79        2275.19         2327.5
80        2275.19        2321.88
81        2266.36        2297.82
82        2265.08        2299.14
83        2256.17        2288.68
84        2222.61        2279.03
85        2222.61        2278.92
86        2207.05        2261.09
87        2207.05        2241.29
88        2207.05        2231.07
89        2190.84        2234.67
90        2190.84         2233.1
91        2156.83        2214.59
92        2156.83        2222.84
93        2148.97        2199.38
94        2148.97        2179.43
95        2147.21        2180.34
96        2147.21         2178.9
97           2146        2168.57
98        2141.46        2158.82
99        2141.02        2165.72
100        2125.59        2162.47
101        2106.22        2160.53
102        2093.42        2156.33
103        2093.42        2141.98
104        2093.42        2132.16
105        2089.29        2120.63
106        2078.86        2111.34
107        2078.86        2103.82
108        2078.76        2109.04
109        2078.56        2105.94
110        2065.44        2091.55
111        2060.43        2094.62
112        2060.43        2097.43
113        2060.43         2093.9
114        2052.48        2085.36
115        2052.48        2077.42
116        2049.88        2079.63
117        2047.11        2074.58
118           2043        2068.51
119        2041.83        2061.27
120        2027.69        2062.45
121        2025.26           2064
122        2020.64        2058.49
123        2020.64        2042.95
124        2011.88        2043.54
125        2011.88        2042.51
126        2011.88         2039.5
127        2011.88        2064.37
128        2011.88        2040.74
129        2011.88        2032.18
130        2011.88        2036.08
131        2005.84        2041.12
132        1997.31        2029.99
133        1997.31        2034.71
134        1997.31        2022.37
135        1994.89        2033.65
136        1988.87        2026.43
137        1973.18        2009.15
138        1973.18        2018.44
139        1973.18        2018.77
140        1968.45        1994.95
141        1968.26        1993.98
142        1968.26        2003.01
143        1964.83        1998.84
144        1964.04        1996.47
145        1954.59        1993.74
146        1952.33         1977.8
147         1944.8        1978.33
148         1944.8        1973.91
149         1944.8         1973.2
150         1944.8        1967.13
151         1944.8        1973.37
152         1944.8        1967.65
153        1944.73        1972.44
154        1944.67        1966.06
155        1942.24        1973.01
156         1941.9        1967.02
157         1941.9        1955.09
158        1936.36        1977.23
159        1936.36        1961.94
160        1936.07        1976.15
161        1936.07        1964.98
162         1931.3        1951.86
163         1931.3        1961.79
164        1927.23        1959.19
165         1924.6         1951.9
166         1924.6        1958.36
167        1920.25        1952.81
168        1920.25        1948.13
169        1920.25        1944.55
170        1920.07        1939.25
171        1920.07        1943.06
172        1920.07        1940.54
173        1920.07        1938.99
174        1915.93        1937.16
175        1915.93        1942.77
176        1913.72        1937.98
177        1913.72        1932.46
178        1913.72        1940.55
179        1888.54        1930.89
180        1888.54         1937.3
181        1888.54        1922.72
182        1881.55        1915.07
183        1881.55        1914.86
184        1881.55        1906.54
185        1880.85        1898.56
186        1880.85        1902.35
187        1880.85        1908.77
188        1880.85        1910.75
189        1880.85        1897.64
190        1880.85           1918
191        1877.91        1906.65
192        1877.91        1907.73
193        1876.72        1907.34
194        1876.72        1901.79
195        1873.36        1898.35
196        1872.35         1898.5
197        1872.35        1900.19
198        1872.35        1888.55
199        1872.35        1900.96
200        1870.02        1889.84
201        1867.83        1891.86
202        1862.21        1903.29
203        1859.45        1895.75
204        1859.45        1893.51
205        1859.45         1878.7
206        1857.79        1878.73
207        1855.38        1882.01
208        1855.38        1878.51
209        1852.99        1878.26
210        1849.73        1879.57
211        1849.73        1873.37
212        1849.47        1874.38
213        1847.55        1874.83
214        1847.55         1873.6
215        1841.11        1884.93
216        1840.89        1868.19
217        1840.89        1872.21
218        1840.89        1871.71
219        1840.89        1856.41
220        1836.41        1867.51
221        1836.41         1857.9
222        1831.79        1852.75
223        1831.79        1862.89
224        1831.79        1860.73
225        1831.79        1854.79
226        1831.79        1863.07
227        1831.79        1852.97
228        1831.79        1864.36
229        1831.51        1851.08
230        1831.51        1862.09
231        1831.51        1858.96
232        1831.05         1859.3
233        1831.05        1864.27
234        1829.11        1852.99
235        1829.11        1859.82
236        1827.04        1857.94
237        1827.04        1846.33
238        1827.04        1849.47
239        1827.04        1858.79
240        1824.12        1854.59
241        1824.12        1846.62
242        1824.12        1846.43
243        1824.12        1851.34
244        1822.03        1847.76
245        1822.03        1858.79
246        1822.03        1849.26
247        1822.03        1856.24
248        1822.03        1861.74
249        1822.03        1853.39
250        1822.03        1851.32
251        1822.03        1855.68
252         1821.7        1841.27
253        1817.37        1841.12
254        1817.37        1850.84
255        1817.37        1841.84
256        1817.37        1843.56
257        1817.37        1852.07
258        1817.37        1841.09
259        1817.37        1835.34
260        1817.37        1843.76
261        1817.37        1850.09
262        1815.82        1838.46
263        1815.82        1846.06
264        1813.78        1836.99
265        1813.67        1838.46
266        1813.14        1829.36
267        1812.45        1829.41
268        1812.45         1837.7
269        1812.19        1838.88
270        1812.19        1832.57
271        1812.19        1829.89
272        1812.19        1828.23
273        1810.86        1835.78
274        1810.86         1851.5
275        1808.73        1830.85
276        1808.73        1836.15
277        1806.27        1837.51
278        1806.27         1833.3
279        1806.27        1834.48
280        1806.27        1839.25
281        1806.27        1829.65
282        1806.27        1825.57
283        1806.27        1825.64
284        1805.64        1822.48
285        1805.45        1824.34
286        1805.26        1835.87
287        1803.02        1823.85
288        1803.02        1825.41
289        1803.02        1834.53
290        1799.46         1830.5
291        1799.46        1823.79
292        1794.55        1832.72
293        1794.55        1832.89
294        1794.55        1822.82
295        1794.55        1835.14
296        1794.55        1833.46
297        1794.42        1818.96
298        1794.42         1819.4
299        1792.23        1822.41
300        1792.23        1816.73
301        1791.53        1828.99
302        1791.53        1818.08
303        1791.53        1827.17
304        1791.53        1820.83
305        1788.63           1815
306        1786.52        1816.05
307        1786.52        1808.17
308        1786.52        1818.62
309        1786.52        1812.24
310        1786.52        1816.71
311        1786.52         1822.2
312        1786.52        1824.11
313        1786.52        1816.42
314        1786.52         1812.9
315        1786.52        1811.62
316        1786.52         1817.2
317        1786.52        1821.57
318        1786.52        1804.07
319        1786.52        1814.82
320        1786.52        1809.45
321        1786.52        1821.07
322        1786.52        1822.17
323        1786.52        1832.37
324        1786.52        1808.25
325        1785.91        1810.22
326        1785.91        1806.29
327        1785.91         1805.6
328        1785.91        1808.35
329        1785.31        1809.63
330        1785.31        1807.36
331        1785.31        1819.32
332        1784.02        1808.23
333        1784.02        1813.97
334        1784.02        1809.16
335        1784.02        1802.34
336        1784.02        1816.87
337        1784.02        1808.96
338        1784.02        1806.83
339        1781.21        1800.01
340        1780.81        1808.38
341        1779.44        1803.89
342        1779.44        1806.68
343        1779.44         1800.8
344        1779.44        1806.53
345        1779.44        1802.24
346        1778.21        1808.37
347        1775.97        1791.07
348        1775.97        1810.11
349        1775.97        1803.03
350        1775.97        1799.87
351        1775.97        1807.54
352        1775.97        1798.98
353           1768        1801.01
354           1768        1808.97
355           1768        1795.48
356           1768        1797.82
357        1767.65        1803.21
358        1767.65        1794.54
359        1767.65         1800.3
360        1767.65        1792.16
361        1767.65        1794.59
362        1767.65        1792.09
363        1767.65        1789.65
364        1767.65        1793.89
365        1766.77        1805.92
366        1766.77        1790.31
367        1766.77        1794.29
368        1766.77        1790.08
369        1766.77        1788.26
370        1766.77        1799.13
371        1766.77         1800.2
372        1766.77        1796.38
373        1764.06         1799.2
374        1764.06        1781.29
375        1763.42        1793.17
376        1763.42        1793.24
377        1763.25        1782.39
378        1763.25        1800.28
379        1763.25         1791.5
380        1754.95        1784.88
381        1754.95        1795.04
382        1752.61        1781.36
383        1752.61        1780.43
384        1750.49         1781.4
385        1750.49        1771.27
386        1750.49        1778.44
387        1749.24        1770.64
388        1749.24        1772.84
389        1749.24        1773.55
390        1749.24        1774.58
391        1749.24        1772.39
392        1749.13        1770.95
393        1749.13        1774.42
394        1748.56        1771.25
395        1748.56        1778.59
396        1748.56        1776.68
397        1748.56        1772.93
398        1748.31        1766.05
399        1748.31        1776.48
400        1748.31        1773.11
401        1748.31        1781.22
402        1748.31        1773.18
403        1748.31        1771.42
404        1748.31        1770.54
405        1748.31        1770.27
406        1748.31        1768.12
407        1748.31        1781.87
408        1748.28        1780.07
409        1748.28        1775.12
410        1744.36         1767.1
411        1744.36        1768.28
412        1744.36        1772.24
413        1744.36        1772.22
414        1744.36        1772.66
415        1744.36        1770.74
416        1744.36        1764.82
417        1744.36        1765.69
418        1741.71        1764.47
419        1741.71        1766.17
420        1741.71        1761.43
421        1741.71        1768.93
422        1741.71        1772.02
423        1741.71        1765.95
424        1741.71        1758.67
425        1741.64        1766.12
426        1741.64        1768.72
427        1740.52        1771.81
428         1739.7        1775.09
429         1739.7        1759.02
430         1739.7        1761.78
431         1739.7        1762.05
432         1739.7        1775.27
433         1739.7        1758.78
434         1739.7        1765.18
435         1739.7        1772.81
436         1739.7        1765.72
437         1739.7        1762.15
438         1739.7        1765.14
439        1739.28        1768.56
440        1739.28        1774.22
441        1738.74        1766.02
442        1738.74        1777.54
443        1738.74        1764.89
444        1738.74        1761.42
445        1738.23        1759.14
446        1738.23        1767.03
447        1738.23        1768.88
448        1738.23        1766.78
449        1738.23        1761.18
450        1738.23        1761.27
451        1738.23        1762.02
452        1738.23        1762.08
453        1738.23        1762.42
454        1738.23        1780.46
455        1738.23        1766.55
456        1738.23        1771.96
457        1738.23        1767.57
458        1738.23        1759.81
459        1737.08        1766.63
460        1737.08        1757.04
461        1737.03         1754.4
462        1737.03        1766.39
463        1737.03        1757.25
464        1737.03         1756.5
465        1737.03        1768.43
466        1737.03        1762.31
467        1737.03        1771.31
468        1734.06        1765.12
469        1734.06         1758.2
470        1734.06        1756.73
471        1734.06        1755.02
472        1734.06        1756.29
473        1734.06        1753.66
474        1734.06        1758.16
475        1734.06        1768.75
476        1734.06        1763.01
477        1734.06        1767.61
478        1734.06        1764.58
479        1734.06        1769.13
480        1734.06        1765.74
481        1730.09        1757.94
482        1730.09        1761.33
483        1730.09        1767.15
484        1730.09        1773.75
485        1730.09        1770.42
486        1730.09        1766.76
487        1730.09        1762.37
488        1730.09        1767.14
489        1730.09        1764.22
490        1730.09        1756.61
491        1730.09        1757.38
492        1730.09        1765.76
493        1730.09        1750.57
494        1727.24        1749.62
495        1727.24        1752.08
496        1727.24        1764.56
497        1727.24        1762.72
498        1726.67        1749.21
499        1726.67        1762.05
500        1726.67        1750.52
