GEN #         BEST_L         L_MEAN
1        4679.94        5024.42
2        4603.88        4820.82
3        4530.68        4650.53
4         4455.2        4563.48
5        4349.45        4485.81
6        4236.47        4388.63
7        4162.58        4267.81
8        4103.99        4198.67
9        4055.22        4124.57
10        3582.49        4009.51
11        3542.62        3723.53
12        3531.66        3612.99
13        3463.17        3538.91
14        3389.53        3483.99
15        3364.17        3425.26
16        3298.59        3376.52
17        3287.09         3342.1
18        3211.15        3299.79
19        3204.73         3261.1
20         3170.1        3216.57
21        3097.65        3195.56
22        3028.89        3151.43
23        2993.93        3087.36
24        2964.05        3048.21
25        2956.67        3020.83
26        2941.47        2995.06
27        2912.98        2975.68
28        2900.92         2937.3
29        2871.27        2917.57
30        2751.46         2888.6
31           2710         2817.5
32        2703.45        2744.44
33        2692.99        2723.94
34        2673.29        2721.38
35        2630.01        2703.57
36        2610.82        2673.95
37        2600.76        2641.43
38        2551.96        2617.14
39        2533.35        2594.68
40        2516.08        2570.49
41        2516.08        2560.77
42         2514.5        2547.99
43        2500.32        2526.85
44        2488.46        2527.42
45           2477        2525.15
46        2463.55        2502.99
47        2462.12        2498.82
48        2462.12        2504.04
49         2444.2        2488.95
50        2416.68        2468.25
51        2399.62        2451.94
52        2399.62        2436.89
53        2392.08        2420.87
54        2388.48        2417.85
55        2360.68        2404.75
56        2353.05        2409.69
57        2353.05        2397.88
58        2353.05        2399.13
59        2339.03        2374.19
60        2284.14        2354.64
61        2281.29        2320.19
62        2273.34        2300.73
63         2249.8        2296.21
64        2240.67        2285.22
65        2240.67        2274.07
66        2238.69         2255.3
67        2232.37        2263.78
68        2231.74        2254.56
69        2229.25           2247
70         2203.7        2241.72
71        2200.56        2243.33
72        2200.01        2227.11
73        2193.44         2214.9
74        2192.07        2221.13
75         2174.3        2205.75
76        2165.77        2217.75
77        2158.73        2193.56
78        2157.98        2180.71
79        2149.52        2180.67
80        2149.52        2179.01
81        2140.25        2164.99
82         2131.5        2165.34
83         2131.5        2152.46
84        2131.05        2157.51
85        2118.04        2151.96
86        2118.04         2149.8
87        2113.26        2145.41
88        2111.83        2144.72
89         2109.2        2141.85
90         2093.2        2133.08
91         2093.2         2129.2
92        2089.53        2122.79
93        2081.54        2119.22
94        2080.03        2105.43
95        2077.88        2107.07
96        2070.01        2098.22
97        2070.01        2099.09
98         2065.1        2083.82
99         2065.1        2105.04
100        2057.84        2094.88
101        2057.56        2094.05
102        2045.17        2088.19
103        2042.95        2074.63
104        2038.16        2080.04
105        2036.98        2070.37
106        2034.03        2077.36
107        2034.03        2052.64
108        2034.03        2058.08
109        2031.46        2054.56
110        2006.86        2051.47
111        2006.24        2043.61
112        2003.94        2036.54
113        2003.94        2022.42
114        2003.94        2015.01
115        1991.26        2013.91
116        1991.26        2031.48
117        1991.26        2028.56
118        1987.38        2018.47
119        1987.38        2015.63
120        1987.37        2013.73
121        1987.37        2011.02
122         1982.5        2010.55
123        1981.67        2007.15
124        1962.35        2011.65
125        1962.35        2006.01
126        1962.35        1990.81
127        1958.08        1991.91
128        1958.08        1989.17
129        1956.85        1984.34
130        1947.74         1975.1
131        1944.87        1970.98
132        1939.61        1973.31
133        1934.44        1961.73
134        1934.44        1954.16
135        1934.44        1959.31
136        1924.12        1955.64
137         1917.9        1953.27
138         1917.9        1948.09
139         1917.9        1948.95
140        1916.94        1952.91
141        1914.94        1939.22
142        1911.25        1960.02
143        1911.25        1948.33
144        1911.14        1936.03
145        1907.68        1935.74
146        1904.69        1929.46
147        1904.14         1921.7
148        1899.43        1924.16
149        1899.43        1920.37
150         1897.8        1936.04
151        1895.16        1918.25
152        1894.67        1913.52
153           1894        1915.19
154        1892.63        1924.79
155        1890.13        1931.52
156        1890.13        1908.84
157        1889.61        1916.73
158        1888.77        1918.62
159        1882.32        1927.89
160        1877.12         1908.2
161        1873.34        1899.19
162        1873.34        1899.23
163        1873.34        1902.61
164        1868.99        1900.23
165        1868.99        1916.49
166        1868.99        1912.05
167        1868.99        1884.15
168        1867.05        1894.07
169        1864.27        1891.74
170        1860.91        1879.13
171        1860.91        1892.51
172        1860.91        1892.38
173         1856.5        1885.25
174         1856.5        1896.32
175         1856.5         1881.3
176         1856.5        1879.25
177        1853.82        1884.91
178        1849.91        1873.08
179        1849.91        1886.58
180        1849.12        1867.02
181        1847.01        1872.79
182        1847.01        1872.23
183         1846.5        1879.98
184        1839.34         1865.1
185        1839.34        1868.42
186        1839.28        1857.14
187         1838.9        1863.16
188        1838.51        1874.08
189        1838.19        1880.79
190        1835.49        1871.81
191        1834.78        1864.13
192        1829.95         1875.8
193         1829.6        1866.23
194         1829.6        1855.33
195         1829.6        1874.34
196           1825        1858.44
197           1825        1847.09
198           1825        1845.92
199           1825         1844.9
200        1823.74        1847.06
201        1821.78        1856.21
202        1821.78        1840.59
203        1808.43        1845.23
204        1808.43        1837.72
205        1805.45        1839.33
206        1805.07        1837.97
207        1805.07        1839.31
208        1802.97        1826.84
209        1802.97        1819.01
210        1802.96        1825.52
211        1800.69        1828.27
212        1799.79        1817.94
213        1799.79        1824.59
214        1797.08         1816.6
215        1797.08        1834.75
216         1795.1        1814.32
217        1790.19        1825.86
218        1788.11         1828.1
219        1788.11        1815.78
220        1786.45        1811.18
221        1786.45        1810.38
222        1784.74        1822.16
223        1782.57        1835.51
224        1782.05        1808.22
225        1782.05        1806.72
226        1782.05        1805.23
227        1781.94        1792.98
228        1781.94        1802.48
229        1781.94        1804.64
230        1779.91         1794.2
231        1779.91        1801.74
232        1779.91        1807.56
233        1779.91        1800.15
234        1779.91        1800.35
235        1779.91        1801.11
236        1779.91        1802.29
237        1779.34        1811.02
238        1779.34        1800.76
239           1779        1824.54
240        1770.01        1791.77
241        1770.01        1805.41
242        1770.01        1812.09
243        1765.62        1819.26
244        1765.62        1794.44
245        1765.62        1799.65
246        1765.62        1795.22
247        1765.62        1795.17
248        1765.62        1794.54
249        1765.62        1795.23
250        1765.79        1797.96
251        1761.88        1798.47
252        1761.88        1779.03
253        1761.88        1786.95
254        1761.88        1795.89
255        1761.88        1827.29
256        1759.24        1787.89
257        1759.24        1804.53
258        1759.24        1801.77
259        1759.24        1785.95
260        1758.54        1784.16
261        1758.54        1777.79
262        1758.54        1786.27
263        1758.27        1795.18
264        1755.75        1783.57
265        1753.68        1779.59
266        1751.67        1787.76
267        1751.67        1782.66
268        1751.67        1778.12
269        1751.67         1789.6
270        1751.67        1797.62
271        1751.67        1778.87
272        1751.67        1781.02
273        1751.67        1776.14
274        1751.67        1767.27
275        1751.67        1781.46
276        1751.67        1774.69
277        1751.67        1778.81
278        1751.67        1781.44
279        1751.67        1774.03
280        1749.63        1776.19
281        1749.63        1770.25
282        1749.63        1778.65
283        1749.63        1776.25
284        1749.63        1770.51
285        1748.99        1780.69
286        1748.99        1771.73
287        1745.97        1768.72
288        1745.97        1769.05
289        1745.13        1776.85
290        1736.44        1764.04
291        1736.44           1770
292        1736.44        1771.09
293        1736.44         1776.3
294        1736.44        1777.67
295        1736.44        1791.06
296        1736.44        1768.42
297        1732.98        1758.24
298        1732.98        1764.64
299        1732.98        1771.64
300        1732.98        1762.28
301        1732.98        1764.76
302        1732.98        1772.36
303        1731.74        1758.33
304        1731.74        1755.85
305        1731.74        1765.02
306        1731.74        1754.77
307        1730.18        1753.83
308        1730.18        1752.87
309        1730.18        1756.66
310        1730.18        1748.39
311        1730.18        1779.17
312        1730.18        1759.41
313        1730.18        1765.58
314        1730.18        1761.41
315        1730.18         1757.2
316         1729.8        1773.76
317         1729.8        1761.18
318         1727.4        1761.69
319         1727.4        1750.23
320        1729.63        1758.62
321        1729.63        1759.44
322        1729.63         1750.3
323        1726.73        1755.58
324        1726.73        1750.81
325        1726.73        1762.08
326        1725.66        1760.03
327        1725.66        1769.28
328        1725.66        1753.27
329        1725.66        1759.35
330        1725.45        1767.43
331        1725.45        1748.47
332        1725.45        1762.56
333         1724.9        1748.63
334         1724.9        1764.43
335         1724.9        1758.52
336         1724.9        1761.02
337        1723.54        1757.81
338        1723.54        1752.48
339        1723.54        1753.92
340        1723.54        1752.96
341        1723.54        1753.82
342        1723.54        1755.98
343        1723.54        1755.03
344        1723.54        1772.15
345        1723.54        1755.34
346        1723.54        1747.22
347        1723.54        1750.24
348        1722.87        1743.87
349        1722.87        1757.21
350        1720.79        1748.24
351        1720.45        1754.79
352        1720.45        1783.64
353        1719.22        1757.58
354        1719.22        1752.82
355        1719.22         1751.1
356        1719.22        1741.75
357        1719.22        1751.99
358        1717.96        1745.72
359        1717.96        1749.21
360        1710.66        1734.89
361        1710.31        1737.29
362        1710.31        1736.62
363        1710.31        1742.35
364        1710.31        1738.76
365        1710.31        1738.79
366        1710.31        1740.21
367        1710.31         1741.4
368        1710.31        1731.45
369        1710.31        1729.16
370        1710.31        1735.22
371        1710.31        1728.74
372        1710.31        1739.56
373        1710.31        1733.55
374        1710.31        1730.02
375        1710.31        1731.98
376        1710.31         1737.7
377        1710.31        1744.43
378        1710.31        1739.93
379        1710.31        1735.64
380        1710.31        1738.22
381        1710.31        1740.13
382        1710.31        1756.47
383        1709.82        1734.72
384        1709.82        1725.44
385        1709.17        1735.23
386        1709.17        1736.97
387        1709.17        1740.98
388        1708.39        1730.85
389        1708.39        1731.35
390        1709.17        1740.41
391        1709.17        1722.88
392        1709.17        1724.29
393        1709.17        1734.48
394        1709.17         1723.7
395        1709.17        1722.04
396        1708.71        1727.95
397        1708.71        1725.51
398        1708.41        1741.48
399        1708.41        1739.24
400        1704.67        1724.96
401        1701.68        1734.67
402        1701.68        1726.25
403        1701.68        1735.44
404        1701.68        1730.37
405        1701.68        1733.13
406        1701.68        1747.99
407        1701.68        1726.78
408        1701.68        1727.82
409        1701.68        1721.21
410        1702.73         1756.6
411        1702.73        1747.87
412        1702.35        1759.62
413        1702.35         1733.5
414        1702.35        1730.71
415        1702.35        1726.22
416        1702.35        1732.22
417        1702.35        1750.77
418        1702.35        1727.98
419        1702.35         1746.9
420        1702.73         1728.7
421        1702.73        1730.89
422        1702.73        1745.21
423        1702.73        1741.05
424        1702.73        1731.25
425        1702.73        1741.23
426        1702.73        1736.95
427        1702.73        1740.35
428        1702.73        1733.44
429        1702.73        1734.12
430        1701.58        1736.87
431        1701.58        1727.72
432        1701.58        1727.85
433        1701.58        1733.93
434        1701.58        1740.45
435        1701.58        1738.97
436        1701.58        1732.82
437        1701.42        1722.97
438        1701.07         1740.9
439        1701.07         1742.2
440        1699.16        1731.49
441        1697.28           1737
442        1697.28        1737.56
443        1696.55        1726.54
444        1696.55        1727.78
445        1696.55        1719.63
446        1696.55        1725.84
447        1696.55        1732.49
448        1696.55        1726.44
449        1696.55        1719.25
450        1697.28        1726.71
451        1697.28        1730.75
452        1697.28        1731.43
453        1697.28        1728.85
454         1697.2         1721.1
455         1697.2        1717.48
456         1697.2        1721.67
457         1697.2        1723.58
458        1696.85        1716.14
459        1696.21        1719.95
460         1696.1           1746
461        1695.28        1718.41
462        1695.28        1718.72
463        1695.28        1724.88
464        1695.28        1715.98
465        1695.28        1725.91
466        1695.28        1727.81
467        1695.28        1719.76
468        1695.28         1715.6
469        1695.28        1717.12
470        1693.41        1724.49
471        1693.41        1732.31
472        1693.41        1720.97
473        1693.41        1718.81
474        1693.41        1721.87
475        1693.41        1722.11
476        1693.41        1730.81
477        1693.04        1712.55
478        1693.04        1734.68
479        1693.04        1718.35
480        1692.85        1724.28
481        1692.85        1719.57
482        1692.85         1729.1
483        1692.85        1711.39
484        1692.85        1724.48
485        1692.85        1717.87
486        1692.85        1718.99
487        1692.85        1715.51
488        1692.06         1717.6
489        1692.06        1724.19
490         1691.8        1720.67
491         1691.8        1733.71
492         1691.8        1721.92
493        1690.32        1709.98
494        1690.32         1726.5
495        1690.32        1722.95
496        1690.32        1730.21
497        1690.32        1723.64
498        1690.32        1716.44
499        1690.32        1720.55
500        1688.77        1708.13
