GEN #         BEST_L         L_MEAN
1         4714.6        5007.45
2        4480.41        4719.97
3        4463.09         4578.9
4         4356.4        4468.92
5        4206.44        4386.99
6        4060.84        4258.59
7        3994.72         4121.4
8         3899.5        4020.94
9        3801.58         3928.8
10        3758.91        3833.94
11        3628.71        3771.91
12         3581.2        3686.51
13        3559.39        3621.36
14        3508.04        3583.57
15        3456.77        3532.53
16        3360.12        3482.46
17        3357.88        3446.37
18        3305.77         3383.9
19        3194.93        3344.78
20        3170.17        3290.07
21        3129.25        3233.99
22        3098.01        3185.21
23        3058.17        3140.15
24        3026.04        3096.65
25        3006.05        3054.99
26        2964.24        3030.77
27        2949.21        3013.84
28        2915.02        2982.24
29         2856.9        2952.36
30        2855.39        2913.24
31        2812.37        2872.24
32        2812.37        2857.45
33        2794.06         2839.5
34        2792.47        2824.54
35        2776.24        2811.93
36         2736.8        2809.07
37         2736.8        2792.04
38        2721.35        2778.85
39        2690.44        2759.69
40        2654.65        2730.97
41        2654.65        2705.48
42        2631.95        2689.21
43        2623.85         2657.6
44        2623.85         2646.9
45        2587.89        2637.24
46        2571.43        2620.66
47        2571.43        2603.01
48        2547.69        2590.19
49        2525.99        2590.88
50         2520.2        2570.99
51         2490.5         2557.3
52        2473.61        2538.71
53        2468.19        2528.66
54        2468.19        2512.19
55        2455.35        2509.25
56         2427.4         2484.5
57        2420.09        2466.21
58        2388.74        2445.03
59        2388.74        2435.11
60        2386.44        2419.51
61        2386.44        2427.92
62        2359.69        2405.05
63        2350.92        2389.48
64        2350.92        2392.33
65        2318.97        2375.21
66        2318.97        2364.66
67        2318.93        2366.28
68        2318.93        2347.93
69         2310.6        2344.68
70        2296.66        2330.25
71         2290.9        2322.57
72        2283.52        2306.84
73        2259.24        2297.18
74        2254.45        2291.15
75        2254.45        2295.22
76        2254.45        2281.91
77        2254.45        2281.27
78        2239.58        2272.29
79        2239.58        2271.78
80        2227.98        2258.46
81        2227.98        2254.85
82        2227.98        2257.18
83        2218.76        2256.02
84        2187.99        2242.97
85        2187.99        2238.28
86        2187.99        2232.46
87        2187.06        2216.59
88        2186.32        2212.39
89        2183.69        2203.22
90        2183.69        2213.05
91        2183.69        2214.86
92        2173.23        2204.12
93        2173.23        2207.07
94        2173.23        2203.16
95        2170.14        2194.52
96        2163.03        2204.15
97        2163.03        2189.74
98        2152.35        2190.47
99        2119.55        2174.08
100        2119.55         2180.6
101         2118.3        2166.71
102         2118.3        2165.79
103        2113.31        2146.33
104        2110.93        2139.98
105        2110.62        2135.46
106        2099.83         2125.8
107        2099.83        2130.41
108        2097.54        2132.07
109         2079.3        2131.16
110         2079.3         2119.4
111        2068.15        2106.54
112        2068.15        2102.27
113        2068.15        2100.48
114        2065.41        2099.21
115         2064.1        2079.12
116        2047.95         2089.5
117        2047.95        2094.98
118        2044.11        2077.49
119        2044.11        2064.98
120        2038.96        2065.05
121        2038.96         2068.7
122        2038.96        2058.83
123        2038.17        2060.58
124         2035.3        2065.73
125        2023.18        2049.25
126        2023.12         2058.9
127        2023.12        2051.92
128         2021.1        2041.77
129        2015.58        2036.98
130        2013.48        2049.94
131        2013.48        2039.36
132         1996.7        2035.14
133         1996.7        2031.22
134         1996.7        2026.63
135        1992.63        2029.92
136        1989.91        2027.64
137        1989.91        2019.26
138         1986.7        2009.45
139        1985.18        2012.52
140        1983.04        2007.29
141        1979.48        2003.17
142        1979.48        2012.69
143        1973.58        2001.32
144        1973.58        1998.72
145        1968.87        2017.96
146        1968.87        2000.63
147         1960.4        2000.46
148         1960.4        1992.85
149         1960.4        1984.44
150         1960.4        1990.23
151         1960.4        1984.76
152        1960.33        1979.43
153        1958.49        1986.89
154        1955.28        1979.17
155        1955.28        1985.44
156        1955.28        1990.06
157        1955.28        1979.73
158        1955.28        1974.38
159        1952.56        1980.38
160        1952.56        1978.15
161        1948.49        1972.07
162        1943.43        1966.07
163        1943.43        1977.58
164        1943.43        1967.54
165         1940.7        1979.07
166        1938.48        1966.23
167        1938.48        1971.36
168        1935.14        1962.96
169        1935.14        1966.73
170        1935.14        1967.42
171        1935.14        1962.06
172        1934.88         1978.4
173        1934.16        1957.05
174        1931.86        1967.77
175        1931.86         1968.5
176        1929.16         1953.5
177        1927.96        1956.16
178        1927.96        1954.07
179        1927.96        1961.81
180        1926.67        1942.21
181        1917.99        1945.58
182        1917.09        1943.59
183        1917.09        1951.62
184        1916.79        1941.71
185        1916.79        1950.71
186        1913.91        1939.78
187        1906.91        1931.55
188        1903.38        1936.87
189        1903.38         1933.6
190        1903.38        1932.33
