BLK #        BLK_AVE    CURRENT_AVE          ERROR
1        4679.94           4679              0
2        4676.29           4677        102.054
3        4553.71           4636        68.6258
4        4437.92           4586        79.2107
5        4375.06           4544         71.521
6        4273.41           4498        84.0619
7        4114.73           4443         91.716
8        4085.07           4399        85.9036
9        4044.74           4359        89.3539
10        3529.24           4276        115.305
11        3507.91           4206        126.095
12        3468.47           4145        129.151
13        3394.43           4087        132.766
14        3343.26           4034        133.618
15        3253.29           3982        134.741
16        3242.75           3935        135.789
17           3184           3891        134.667
18        3183.85           3852        132.415
19        3147.26           3815         130.48
20        3032.18           3775        131.133
21        3016.02           3739        129.659
22        3003.68           3706        127.479
23        2984.39           3674        126.613
24         2957.8           3644        125.043
25         2939.8           3616        122.995
26        2911.11           3589        121.108
27        2895.75           3563        119.703
28        2844.14           3538        117.422
29        2830.55           3513        116.551
30        2788.05           3489         114.99
31         2774.5           3466        113.533
32        2754.31           3444        111.916
33        2726.52           3422        110.879
34        2723.04           3401        109.931
35        2682.51           3381        108.215
36        2640.65           3360        107.547
37         2604.9           3340        106.216
38        2593.59           3320        105.537
39        2567.94           3301        104.353
40        2551.21           3282        103.631
41        2538.48           3264        102.579
42        2538.48           3247        101.372
43         2489.3           3229        100.832
44        2480.58           3212        99.9642
45        2478.58           3196        98.8485
46        2454.69           3179        98.6453
47        2449.07           3164        97.3912
48         2439.3           3149        96.4608
49        2419.35           3134        95.7125
50        2419.35           3120        94.6648
51        2403.53           3105        94.4752
52        2403.53           3092        93.2999
53        2376.08           3078        92.8283
54        2353.48           3065        91.8135
55        2337.06           3052        90.9492
56        2324.24           3039        90.2536
57         2291.7           3026        89.5535
58         2291.7           3013        89.1037
59        2287.78           3001        88.2679
60        2283.72           2989        87.6301
61         2271.9           2977        87.1189
62        2267.47           2965        86.7749
63        2255.49           2954        85.9809
64        2253.78           2943        85.3634
65        2239.44           2932        84.8291
66         2233.7           2922         83.891
67         2233.7           2911        83.6497
68        2224.04           2901        82.9739
69        2224.04           2892        81.9292
70        2191.97           2881        81.8786
71        2191.97           2872         80.942
72        2182.13           2862        80.5927
73        2182.13           2853        79.8695
74        2175.23           2844        79.2352
75        2170.83           2835        78.6972
76        2170.83           2826        78.2706
77        2166.62           2817        77.9286
78         2151.7           2809        77.1445
79        2150.23           2800        76.9261
80        2149.94           2792        76.3336
81        2139.28           2784         75.788
82         2137.6           2776        75.3253
83        2112.51           2768        74.8431
84        2105.96           2760        74.4185
85        2102.08           2753        73.6153
86        2101.28           2745        73.3339
87        2099.25           2738        72.6803
88        2088.46           2730        72.4962
89         2087.5           2723        71.9455
90        2077.86           2716          71.43
91        2077.86           2709        70.9826
92        2074.94           2702        70.5897
93        2072.19           2695        70.2493
94           2059           2688        69.9233
95        2055.06           2682         69.231
96        2047.74           2675        68.9846
97        2047.74           2669        68.3859
98        2045.94           2662        68.2412
99        2045.94           2656        67.7452
100        2033.92           2650        67.2645
101        2027.15           2644        66.8141
102        2025.31           2638        66.4075
103        2025.31           2632        66.0483
104        2021.68           2626        65.7238
105         2020.7           2620        65.4403
106        2006.72           2614        65.1596
107        1987.69           2608        64.8683
108        1987.69           2602        64.6176
109        1984.38           2597        64.0225
110        1984.38           2591        63.8424
111        1983.51           2586        63.3256
112        1976.56           2580         63.199
113        1972.32           2575        62.7293
114        1972.32           2570        62.2964
115         1970.6           2564        62.2572
116         1970.6           2559        61.8883
117        1963.87           2554        61.5365
118        1963.87           2549         61.217
119        1963.87           2544        60.9286
120        1961.08           2539        60.6638
121        1961.08           2535        60.0774
122        1961.08           2530        59.8717
123        1961.08           2525        59.6929
124        1950.14           2521        59.1708
125        1949.22           2516        59.0201
126        1927.97           2511        58.8494
127        1927.97           2507        58.3633
128        1927.97           2502        58.2433
129        1927.97           2498        57.8095
130        1924.79           2493        57.7304
131        1924.79           2489        57.3394
132        1924.79           2485        56.9724
133        1924.16           2480        56.9584
134        1921.71           2476        56.6304
135        1921.71           2472        56.3245
136        1921.71           2468        56.0399
137        1921.71           2464        55.7761
138        1898.34           2460          55.49
139        1898.34           2456        55.2242
140        1898.34           2452        54.9782
141        1898.34           2448        54.7514
142         1894.9           2444        54.5371
143         1894.9           2440        54.3411
144        1886.84           2436        54.1488
145        1886.84           2433          53.66
146        1886.84           2429        53.5035
147        1886.84           2425        53.3633
148        1886.84           2422        52.9285
149        1886.84           2418        52.8211
150        1886.84           2414        52.7283
151        1885.45           2411        52.3414
152        1880.26           2407        52.2683
153        1880.26           2404        51.9048
154        1880.26           2401        51.5568
155        1880.26           2397         51.527
156        1868.64           2394         51.191
157        1868.64           2390          51.17
158        1868.64           2387        50.8625
159        1867.28           2384        50.5671
160        1866.61           2381        50.2845
161        1865.76           2377        50.3103
162        1865.76           2374        50.0524
163        1865.76           2371        49.8073
164        1864.51           2368         49.573
165        1863.68           2365        49.3499
166        1863.68           2362        49.1388
167        1863.68           2359        48.9394
168        1859.72           2356         48.746
169        1859.72           2353        48.5639
170        1855.03           2350        48.3865
171        1855.03           2347          48.22
172        1855.03           2344        48.0639
173        1849.42           2341        47.9108
174        1847.65           2339        47.4817
175        1847.65           2336        47.3476
176        1846.49           2333        47.2217
177        1846.49           2330        47.1052
178        1846.49           2328        46.7173
179        1846.49           2325        46.6204
180        1843.68           2322        46.5287
181        1843.68           2320        46.1673
182        1843.68           2317        46.0939
183        1841.24           2314        46.0257
184        1841.24           2312        45.6897
185        1839.88           2309        45.6371
186        1839.88           2307        45.3176
187        1836.82           2304        45.2778
188        1836.15           2302        44.9715
189        1836.15           2299        44.9466
190        1823.99           2297        44.6434
191        1823.28           2294        44.6191
192        1823.28           2292        44.3317
193        1823.28           2289        44.3222
194         1819.4           2287        44.0465
195         1819.4           2284        44.0469
196        1805.67           2282        43.7719
197        1805.67           2280        43.5046
198        1805.67           2277        43.5114
199        1805.67           2275        43.2592
200        1805.67           2272         43.279
201        1805.67           2270        43.0413
202        1805.67           2268        42.8107
203        1805.67           2266        42.5871
204        1805.67           2263        42.6328
205        1805.67           2261        42.4227
206        1803.11           2259        42.2166
207        1800.74           2257        42.0147
208        1800.74           2254        42.0789
209        1800.74           2252        41.8897
210        1800.74           2250        41.7067
211        1797.45           2248        41.5266
212        1797.45           2246        41.3526
213        1797.45           2244        41.1846
214        1797.45           2242        41.0226
215        1796.28           2240        40.8652
216        1796.28           2237        40.9683
217        1789.61           2235        40.8156
218        1789.61           2233        40.6683
219         1788.9           2231         40.526
220         1788.9           2229        40.3889
221         1788.9           2227        40.2572
222         1788.9           2225        40.1307
223         1788.9           2223        40.0092
224        1788.36           2221        39.8923
225        1788.36           2219        39.7804
226        1788.36           2218        39.4241
227        1788.36           2216        39.3224
228        1787.59           2214        39.2248
229        1784.81           2212        39.1292
230        1778.52           2210        39.0328
231        1777.92           2208        38.9404
232        1777.92           2206        38.8524
233        1777.92           2204        38.7688
234         1776.3           2203         38.443
235         1775.6           2201        38.3668
236        1769.33           2199        38.2894
237        1769.33           2197        38.2162
238        1769.33           2195         38.147
239        1769.33           2194         37.839
240        1769.33           2192        37.7785
241        1769.33           2190        37.7219
242        1769.33           2188         37.669
243        1769.33           2187        37.3789
244        1768.31           2185        37.3334
245        1768.31           2183        37.2914
246        1768.31           2181        37.2529
247        1768.31           2180         36.979
248        1768.31           2178        36.9482
249        1766.27           2176        36.9191
250        1758.93           2175        36.6501
251        1758.93           2173        36.6227
252        1758.93           2171        36.5986
253        1758.93           2170        36.3413
254        1758.63           2168         36.324
255        1758.63           2167         36.074
256        1758.63           2165        36.0637
257        1757.23           2163        36.0551
258         1755.1           2162        35.8137
259         1755.1           2160        35.8101
260        1754.45           2159        35.5753
261        1754.45           2157        35.5777
262         1754.1           2156        35.3495
263         1754.1           2154        35.3579
264         1754.1           2153        35.1366
265         1754.1           2151         35.151
266         1754.1           2150        34.9362
267         1754.1           2148        34.9564
268         1754.1           2147        34.7482
269         1754.1           2145         34.774
270        1750.76           2144        34.5698
271        1750.76           2142        34.5987
272        1750.76           2141        34.4007
273        1750.76           2139        34.4348
274        1750.76           2138        34.2429
275        1750.76           2136        34.2821
276        1750.15           2135        34.0957
277        1748.27           2134         33.911
278        1748.27           2132        33.9563
279        1748.27           2131        33.7773
280        1747.55           2130        33.6005
281           1747           2128        33.6526
282           1747           2127         33.481
283        1746.32           2125        33.5371
284        1746.32           2124        33.3705
285        1745.31           2123        33.2058
286        1744.43           2121        33.2676
287        1744.43           2120        33.1077
288        1744.18           2119        32.9501
289        1744.18           2118        32.7949
290        1732.79           2116        32.8587
291        1732.79           2115        32.7014
292        1731.49           2114        32.5458
293        1731.49           2112        32.6152
294        1731.49           2111        32.4646
295        1731.41           2110        32.3164
296        1731.41           2108        32.3919
297        1730.38           2107        32.2478
298        1730.38           2106         32.106
299        1730.04           2105        31.9663
300        1730.04           2103        32.0492
301        1730.04           2102        31.9141
302        1730.04           2101        31.7812
303        1730.04           2100        31.6506
304        1730.04           2098        31.7411
305        1727.78           2097        31.6135
306        1727.78           2096        31.4881
307        1727.76           2095        31.3647
308        1727.38           2094        31.2433
309         1726.7           2092         31.341
310        1726.24           2091        31.2231
311        1722.75           2090        31.1052
312        1721.32           2089        30.9885
313        1721.32           2088        30.8738
314        1721.32           2087        30.7611
315        1721.32           2085        30.8664
316        1720.59           2084        30.7572
317        1720.59           2083          30.65
318        1720.59           2082        30.5446
319        1720.59           2081        30.4413
320        1720.59           2080        30.3398
321        1720.59           2079        30.2401
322        1720.59           2077        30.3562
323        1719.62           2076        30.2597
324        1719.62           2075        30.1649
325        1719.62           2074        30.0719
326        1719.62           2073        29.9808
327        1719.62           2072        29.8913
328        1719.62           2071        29.8036
329        1718.38           2070         29.717
330        1718.38           2069         29.632
331        1718.38           2068        29.5488
332        1713.21           2067        29.4645
333        1713.21           2065        29.5928
334        1713.21           2064        29.5117
335        1711.35           2063        29.4312
336        1711.35           2062        29.3524
337        1711.35           2061        29.2752
338        1711.35           2060        29.1996
339        1710.82           2059        29.1253
340        1710.82           2058        29.0525
341        1710.82           2057        28.9813
342        1710.82           2056        28.9116
343        1710.82           2055        28.8434
344        1710.09           2054        28.7764
345        1709.73           2053        28.7106
346        1709.73           2052        28.6463
347        1707.59           2051        28.5825
348        1707.59           2050          28.52
349        1707.59           2049         28.459
350        1707.59           2048        28.3994
351        1707.59           2047        28.3412
352        1707.59           2046        28.2844
353        1706.55           2045        28.2284
354        1706.21           2044        28.1737
355        1706.21           2043        28.1203
356        1706.21           2042        28.0682
357        1706.21           2041        28.0174
358        1706.09           2041        27.7628
359        1706.09           2040        27.7148
360        1706.55           2039        27.6684
361        1706.55           2038        27.6232
362        1706.55           2037        27.5792
363        1706.55           2036        27.5366
364        1706.55           2035        27.4951
365        1706.55           2034        27.4548
366        1706.55           2033        27.4157
367        1706.55           2032        27.3778
368        1706.55           2031         27.341
369        1705.82           2031        27.1022
370        1705.82           2030        27.0678
371        1704.03           2029        27.0337
372        1702.61           2028             27
373        1702.61           2027        26.9675
374        1702.61           2026         26.936
375         1702.4           2025        26.9055
376         1702.4           2024        26.8761
377        1702.03           2024        26.6464
378        1701.87           2023        26.6193
379        1701.87           2022        26.5932
380        1701.87           2021        26.5682
381        1701.87           2020        26.5441
382        1701.87           2019        26.5211
383        1701.87           2019        26.2988
384        1701.87           2018        26.2782
385        1701.87           2017        26.2585
386        1701.87           2016        26.2398
387        1701.87           2015         26.222
388        1701.87           2014        26.2051
389        1701.87           2014        25.9902
390        1702.43           2013        25.9759
391         1702.2           2012        25.9624
392         1702.2           2011        25.9497
393         1702.2           2010        25.9379
394        1700.64           2010        25.7283
395        1700.64           2009        25.7181
396        1700.64           2008        25.7087
397        1700.64           2007        25.7001
398        1700.64           2007        25.4949
399        1700.64           2006        25.4884
400        1700.64           2005        25.4828
401        1700.64           2004        25.4779
402        1700.64           2003        25.4738
403        1700.64           2003        25.2742
404        1700.64           2002        25.2721
405        1700.64           2001        25.2709
406        1700.64           2000        25.2703
407        1700.64           2000        25.0748
408        1700.64           1999        25.0762
409        1700.64           1998        25.0784
410        1700.15           1998        24.8855
411        1699.03           1997        24.8889
412        1699.03           1996         24.893
413        1699.03           1995        24.8978
414        1699.03           1995        24.7085
415        1699.03           1994        24.7152
416        1696.97           1993        24.7217
417        1696.97           1993        24.5343
418        1696.97           1992        24.5427
419        1696.97           1991        24.5516
420        1699.03           1990         24.562
421        1699.03           1990        24.3794
422        1699.03           1989        24.3915
423        1699.03           1988        24.4042
424        1699.03           1988        24.2243
425        1699.03           1987        24.2388
426        1699.03           1986        24.2538
427        1699.03           1986        24.0765
428        1699.03           1985        24.0932
429        1699.03           1984        24.1104
430        1697.32           1984         23.935
431        1697.32           1983        23.9532
432        1697.32           1982        23.9719
433        1697.32           1982        23.7992
434         1697.2           1981        23.8195
435         1697.2           1980        23.8402
436         1697.2           1980          23.67
437         1697.2           1979        23.6923
438         1697.2           1978         23.715
439         1697.2           1978        23.5473
440         1697.2           1977        23.5716
441         1697.2           1976        23.5963
442         1697.2           1976         23.431
443         1697.2           1975        23.4572
444         1697.2           1975        23.2933
445         1697.2           1974         23.321
446         1697.2           1973        23.3491
447         1697.2           1973        23.1876
448         1697.2           1972        23.2171
449         1697.2           1971         23.247
450        1696.26           1971        23.0875
451        1696.26           1970        23.1185
452        1696.26           1970        22.9603
453        1696.26           1969        22.9926
454        1696.26           1968        23.0253
455        1696.26           1968        22.8694
456        1696.26           1967        22.9034
457        1696.26           1967        22.7489
458        1696.26           1966        22.7842
459        1696.26           1965        22.8198
460        1696.54           1965        22.6676
461        1696.54           1964        22.7046
462        1696.54           1964        22.5537
463        1696.54           1963        22.5919
464        1696.54           1963        22.4423
465        1696.54           1962        22.4818
466        1696.54           1961        22.5214
467        1696.54           1961        22.3741
468        1696.54           1960         22.415
469        1696.54           1960        22.2688
470        1695.09           1959        22.3103
471        1694.66           1959        22.1647
472        1694.66           1958        22.2073
473        1694.66           1957        22.2501
474        1694.66           1957        22.1067
475        1694.66           1956        22.1506
476        1694.53           1956        22.0083
477        1694.53           1955        22.0532
478        1694.53           1955        21.9121
479        1694.53           1954        21.9582
480        1694.01           1954        21.8181
481        1694.01           1953        21.8651
482        1694.01           1953        21.7261
483        1694.01           1952        21.7742
484        1694.01           1951        21.8223
485        1694.01           1951        21.6854
486        1694.01           1950        21.7346
487        1694.01           1950        21.5988
488        1694.01           1949         21.649
489        1694.01           1949        21.5144
490         1692.8           1948        21.5651
491         1692.8           1948        21.4313
492         1692.8           1947         21.483
493         1692.8           1947        21.3502
494         1692.8           1946        21.4029
495         1692.8           1946        21.2712
496        1688.63           1945        21.3235
497        1688.63           1945        21.1916
498        1688.63           1944        21.2448
499        1688.63           1944         21.114
500        1688.25           1943         21.168
