GEN #         BEST_L         L_MEAN
1        4125.44        4868.81
2        4112.97        4385.87
3        4002.89        4109.68
4        3871.44        4021.64
5        3744.18        3927.67
6        3704.19        3827.55
7        3641.99        3744.33
8         3629.1        3671.67
9        3514.87        3625.85
10        3479.71        3578.55
11        3428.85        3525.07
12        3369.87        3478.76
13        3293.67        3398.53
14        3233.32        3340.71
15        3164.55         3280.2
16        3128.46        3228.72
17        3101.45        3174.99
18        3090.94        3141.71
19        3054.45        3108.05
20        2997.94        3074.56
21        2988.06        3035.94
22        2956.73        3007.01
23        2941.91        2986.01
24        2900.93        2964.85
25        2879.03        2936.82
26        2855.35        2913.71
27        2826.09         2888.8
28        2816.03        2863.23
29        2783.54        2840.54
30        2748.86        2819.02
31        2727.31        2796.83
32        2700.06        2770.06
33        2699.29        2743.98
34        2675.29        2728.81
35         2663.3        2716.83
36        2648.96         2696.7
37        2643.72        2685.76
38        2617.06        2654.16
39        2601.96        2643.26
40        2591.53         2627.2
41         2578.2        2619.09
42        2568.32         2600.1
43        2545.77        2594.32
44        2545.77        2585.05
45        2541.63        2564.33
46        2524.69        2558.12
47        2520.23        2547.19
48        2506.89        2555.26
49        2506.89        2538.04
50        2486.21        2528.45
51        2486.21        2531.67
52        2486.21        2529.06
53        2475.73        2518.77
54        2459.92        2502.45
55        2449.02        2488.56
56        2441.57        2484.46
57         2427.1        2478.42
58        2387.68        2449.92
59         2381.1        2446.85
60        2376.85        2424.24
61        2365.93        2401.69
62        2364.51        2392.35
63        2352.87        2381.18
64        2335.23        2378.54
65        2324.81        2374.51
66        2324.81        2368.05
67        2297.84        2353.49
68        2297.84        2333.53
69        2286.57        2322.42
70        2286.57        2327.55
71        2269.35         2303.1
72        2263.02        2309.44
73        2242.67        2287.96
74        2237.75        2271.92
75        2232.23        2267.53
76        2231.67        2259.64
77        2229.53        2251.31
78        2217.22        2251.41
79         2207.4        2234.34
80        2205.63        2231.93
81        2205.63        2231.81
82        2204.81        2226.22
83        2198.88         2226.7
84        2194.97        2224.58
85        2180.53        2216.77
86        2180.53        2213.59
87        2155.83        2202.32
88        2155.83        2201.16
89        2155.83        2189.15
90        2155.83        2185.07
91        2144.69        2179.31
92        2133.43        2181.56
93        2129.43         2172.2
94        2129.43        2172.34
95        2124.77        2155.54
96        2120.06        2153.03
97        2116.47        2151.01
98        2116.47        2138.25
99        2116.47        2144.81
100        2105.37        2134.07
101        2093.41        2127.98
102        2092.82        2123.41
103        2092.82        2124.81
104        2084.58        2109.64
105        2065.65        2106.29
106         2061.5        2113.65
107         2061.5        2089.08
108        2052.77        2084.08
109        2052.77        2088.15
110        2052.77        2080.62
111        2042.11        2078.92
112        2040.97        2063.89
113        2040.97        2070.19
114        2040.97        2072.41
115        2037.43        2057.67
116        2036.08        2061.76
117        2023.41        2062.99
118        2021.58        2049.81
119        2021.58        2051.14
120        2021.58        2058.61
121        2018.71        2042.06
122        2017.26        2051.61
123        2011.99        2039.95
124        2010.07        2032.42
125        2010.07        2034.54
126        2004.49        2036.86
127        2004.49        2034.85
128        2004.49        2030.93
129        1993.97        2020.09
130        1992.61        2016.45
131        1992.61        2021.36
132        1992.61        2013.37
133         1991.2         2009.2
134        1979.95        2013.54
135        1979.95        2017.73
136        1975.36        2007.47
137        1975.36        2008.34
138        1973.84        2011.68
139        1973.84        2005.21
140        1973.84         2003.2
141        1957.41        2006.24
142        1957.41        1996.21
143        1957.41        1987.12
144        1956.06        1988.79
145        1948.72        2000.41
146        1944.97        1978.68
147        1939.07        1973.32
148        1939.07        1975.54
149        1939.07        1972.77
150        1935.37        1961.06
151        1935.37        1951.75
152        1935.37        1955.86
153        1935.37        1968.94
154        1935.37        1968.27
155        1934.89        1972.19
156        1926.35         1959.1
157        1926.35        1949.77
158        1926.35        1953.14
159        1919.26        1947.77
160        1919.26        1954.43
161        1913.55        1939.77
162        1913.55        1937.91
163        1913.55         1940.8
164        1913.55        1935.09
165        1888.67         1926.8
166        1888.67         1933.4
167        1888.67        1928.32
168        1888.67        1930.99
169        1888.67        1920.81
170        1888.06        1902.82
171        1888.06        1923.04
172        1888.06        1906.75
173        1884.38           1911
174        1884.38        1932.03
175        1884.38        1913.18
176        1884.38        1906.78
177         1876.3        1907.88
178         1876.3        1908.46
179         1876.3        1915.23
180         1876.3        1901.73
181        1875.07         1900.4
182        1872.83        1904.74
183        1872.83         1907.5
184        1872.83        1899.65
185        1872.83        1904.05
186        1870.68        1894.03
187        1870.68        1896.61
188        1870.68        1899.23
189        1870.68           1905
190        1870.68        1895.88
191        1870.29        1893.39
192        1869.24        1900.21
193        1869.24        1897.11
194        1867.22        1892.54
195        1866.23        1880.27
196        1865.74        1885.86
197        1851.93        1889.07
198        1851.93        1883.55
199        1851.93        1878.29
200        1851.93        1877.39
201        1851.93        1882.03
202        1851.93        1883.37
203        1849.52        1878.42
204        1849.52         1882.4
205        1849.52        1866.04
206         1848.4        1872.99
207         1847.5        1871.78
208         1847.5        1872.16
209        1843.39        1871.51
210        1843.39        1869.76
211        1843.39        1876.57
212        1843.39        1871.27
213        1843.39        1868.23
214        1843.39        1870.64
215        1843.39        1883.49
216        1843.39        1875.42
217        1816.39        1859.01
218        1816.39        1863.35
219        1816.39        1855.05
220        1816.39        1843.65
221        1816.39        1844.11
222        1808.72        1860.74
223        1808.72        1832.75
224        1808.72        1837.45
225        1808.72        1837.59
226        1808.72        1838.59
227        1808.72        1837.61
228        1808.72        1838.68
229        1808.72        1835.95
230        1808.72        1834.48
231        1808.68        1837.56
232        1808.59        1829.12
233        1808.59        1825.87
234        1805.98        1836.21
235        1805.98        1844.63
236        1803.09        1831.13
237        1802.88        1835.79
238        1802.88        1823.36
239        1800.13        1830.13
240        1800.13        1830.53
241        1800.13        1826.67
242        1800.13        1830.85
243        1800.13        1833.61
244        1800.13        1837.57
245         1799.7        1828.58
246        1798.83         1823.6
247        1798.83         1837.2
248        1796.53        1831.06
249        1796.53        1821.11
250        1796.53        1815.42
251        1793.83        1818.01
252        1793.83        1834.88
253        1793.83        1838.49
254        1793.11        1821.59
255        1793.11        1820.32
256        1793.11        1826.67
257        1793.11        1833.21
258        1791.95        1821.34
259        1791.95        1823.23
260        1790.12        1814.28
261        1788.76        1817.54
262        1786.17        1820.88
263        1786.17        1829.79
264        1786.17        1811.76
265        1786.17        1805.72
266         1784.6        1806.81
267         1784.6        1813.25
268         1784.6        1828.27
269        1782.17        1812.94
270        1781.67           1806
271        1780.92        1817.32
272        1780.92        1803.59
273        1780.92        1817.43
274        1780.92        1810.45
275        1779.89        1803.74
276        1779.35        1801.62
277        1779.35        1809.96
278        1779.35        1810.66
279        1777.54        1800.82
280         1777.2        1794.39
281        1774.04        1814.75
282        1774.04           1812
283        1774.04        1811.67
284        1770.94        1804.78
285        1770.94        1794.41
286        1769.73        1805.82
287        1769.73        1795.64
288        1769.73        1800.15
289        1769.73        1785.28
290        1769.73        1790.58
291         1769.5        1798.35
292         1769.5        1810.91
293         1769.5        1796.03
294         1769.5        1801.07
295         1769.5        1796.91
296        1768.25        1794.29
297        1767.08        1788.18
298        1766.29        1793.52
299        1766.29        1807.84
300        1766.29        1795.08
301        1766.29        1788.93
302        1761.92        1796.28
303        1761.92        1782.51
304        1761.84        1794.78
305        1761.84        1799.89
306        1759.47        1791.16
307        1759.47        1791.65
308         1759.3        1782.94
309        1757.99        1781.81
310        1757.99        1787.35
311        1757.99        1788.22
312        1757.99        1779.37
313        1754.22        1775.27
314        1754.22        1778.11
315        1754.22        1772.49
316        1754.22        1787.72
317        1754.22        1780.23
318        1754.22        1779.42
319        1754.22        1779.22
320        1754.13        1773.56
321        1754.13        1792.17
322        1754.13        1797.82
323        1754.13        1775.15
324        1748.86        1769.58
325        1748.86        1773.02
326        1748.86         1779.9
327        1748.86        1775.51
328        1748.86        1772.29
329        1748.78        1771.38
330        1748.78        1775.83
331        1748.78        1776.75
332        1748.78        1771.08
333         1748.5        1777.68
334        1743.97        1778.09
335        1743.97        1777.32
336        1743.97        1766.13
337        1743.97        1768.45
338        1743.44        1765.75
339        1743.44        1772.19
340        1741.43        1780.41
341        1741.14        1759.56
342        1741.14        1762.91
343        1740.49        1766.16
344        1739.42        1764.67
345        1739.42        1763.69
346        1739.42        1764.91
347        1737.73        1757.69
348        1737.73        1768.93
349        1737.73        1759.91
350        1737.73        1779.32
351        1737.73        1754.61
352        1737.73        1755.74
353        1737.73        1766.74
354        1737.73        1770.62
355        1736.61        1774.02
356        1736.61        1773.47
357        1736.61        1772.46
358        1736.61        1767.99
359        1736.61         1768.2
360        1736.61        1765.75
361        1736.61        1758.74
362        1736.61        1771.06
363        1736.61        1753.22
364        1736.61        1765.64
365        1736.61         1771.3
366        1736.61        1762.09
367        1734.34         1756.7
368        1734.34        1761.04
369        1734.34        1778.24
370        1734.34        1762.67
371        1734.34        1768.69
372        1734.34        1770.62
373        1734.34        1760.93
374        1734.34        1768.32
375        1734.34        1757.11
376        1733.58        1766.38
377        1733.58        1763.39
378        1733.58        1769.47
379        1733.58        1770.52
380        1733.58        1763.35
381        1733.53        1770.58
382        1733.53        1759.61
383        1733.44         1773.3
384        1733.44           1752
385        1733.44        1769.46
386        1733.44        1759.34
387        1733.44         1763.4
388        1733.44        1773.05
389        1733.44         1759.5
390        1733.44        1748.41
391        1733.44        1755.58
392        1733.44        1779.71
393        1733.44        1777.29
394        1733.44         1762.4
395        1733.44        1759.15
396        1730.41        1766.61
397        1728.91        1753.31
398        1728.91        1769.79
399        1728.91        1749.45
400        1728.91        1767.96
401        1728.34        1760.71
402        1727.86        1759.84
403        1727.86        1748.12
404        1727.86        1768.33
405        1727.86        1768.22
406        1727.86         1760.5
407        1727.78        1747.27
408        1727.78        1754.04
409        1727.78        1767.39
410        1727.78        1767.54
411        1727.78        1755.49
412        1727.78        1760.68
413        1727.78        1779.24
414        1727.78        1757.55
415        1727.78        1753.38
416        1727.78        1774.97
417        1727.78        1756.22
418        1727.78        1750.97
419        1727.78        1758.07
420        1727.78        1753.49
421        1727.06         1743.1
422        1727.06        1752.08
423        1726.46        1748.84
424        1726.46        1764.59
425        1726.46        1755.18
426        1726.46        1743.11
427        1726.46        1754.71
428        1726.46        1765.56
429        1726.46        1769.99
430        1726.46        1754.59
431        1726.46        1757.62
432        1726.46        1761.63
433        1726.46        1758.16
434         1724.4        1762.23
435         1724.4        1774.42
436         1724.4        1765.14
437         1724.4        1757.52
438         1724.4         1767.3
439         1724.4        1754.41
440         1724.4        1759.76
441        1723.87        1748.93
442        1723.81        1758.02
443        1723.69        1762.73
444        1723.69        1748.46
445        1723.69        1753.88
446        1723.69        1755.96
447        1722.75        1742.47
448        1722.75        1747.44
449        1722.75        1749.82
450        1722.75        1751.52
451        1722.75        1753.25
452        1722.75        1764.22
453        1722.75        1760.86
454        1722.75        1759.27
455        1722.12        1741.17
456        1722.12        1741.94
457        1722.12        1755.88
458        1722.12        1765.08
459        1722.12        1740.84
460        1722.12        1749.53
461        1722.12        1760.82
462        1721.68        1743.24
463        1720.08        1740.09
464        1720.08        1756.41
465        1720.08        1755.33
466        1720.08        1748.03
467        1720.08         1751.3
468        1720.08        1750.38
469        1720.08        1743.07
470        1720.08        1744.29
471        1720.08         1745.5
472        1720.05         1742.4
473        1720.05         1753.8
474        1719.76        1760.61
475        1719.76        1753.66
476        1719.76        1743.89
477        1719.76         1746.4
478        1719.76        1750.08
479        1719.76        1759.06
480        1719.76        1767.31
481        1719.76        1746.84
482        1719.76         1743.6
483        1719.76        1756.57
484        1719.45        1738.27
485        1719.45        1743.25
486        1718.54        1748.77
487        1718.54        1748.93
488        1718.54        1746.26
489        1718.54        1753.21
490        1718.54        1755.93
491        1718.54        1744.67
492        1717.89        1743.45
493        1717.89        1764.55
494        1717.63        1748.85
495        1717.63        1746.45
496        1717.63        1741.95
497        1716.68        1742.58
498         1716.1        1743.84
499         1716.1        1741.97
500         1716.1        1746.94
