GEN #         BEST_L         L_MEAN
1        4125.44        4868.81
2        4112.97        4385.87
3        4002.89        4109.68
4        3871.44        4021.64
5        3744.18        3927.67
6        3704.19        3827.55
7        3641.99        3744.33
8         3629.1        3671.67
9        3514.87        3625.85
10        3479.71        3585.47
11        3421.16        3510.19
12        3392.42        3442.39
13        3317.29        3388.45
14        3250.22        3337.53
15        3192.12        3292.97
16        3130.79        3227.72
17         3045.9        3176.82
18        2983.25        3117.98
19        2983.25        3062.33
20        2916.52        3025.43
21        2870.59        2979.44
22        2870.59        2928.21
23        2843.91        2891.16
24        2816.87        2886.11
25        2814.94        2864.32
26         2790.5         2838.5
27        2774.35        2816.87
28        2750.01        2799.41
29        2745.45         2776.7
30        2679.29         2760.6
31        2650.22        2728.76
32        2630.11        2681.65
33         2622.3        2662.91
34        2593.16        2646.27
35        2581.52        2633.52
36        2572.31        2611.03
37        2538.84         2592.2
38        2534.86        2574.55
39        2504.75        2558.11
40        2458.83        2540.45
41        2446.44        2514.63
42        2406.37        2491.54
43        2401.42        2455.96
44        2400.21        2433.88
45        2384.19         2413.6
46        2362.78        2410.21
47        2362.78        2397.69
48        2349.68        2391.94
49        2348.56        2382.32
50        2344.97        2376.03
51        2331.22        2363.05
52        2323.83        2350.41
53        2311.66        2336.19
54        2311.11        2339.26
55           2295        2325.35
56         2293.6        2318.76
57        2287.33        2324.97
58        2272.11        2313.92
59        2253.59        2305.24
60        2269.25        2296.82
61        2264.75        2288.17
62        2259.96        2290.76
63        2257.69        2284.99
64        2257.69        2280.92
65        2248.73        2279.78
66        2235.62        2268.22
67        2233.84        2271.98
68        2233.84        2256.02
69         2219.3        2251.56
70        2204.78         2264.8
71         2187.4        2246.56
72         2187.4        2226.75
73        2184.48        2212.84
74         2171.4           2220
75        2170.95        2203.51
76        2168.74        2196.26
77        2159.55        2208.62
78        2159.55        2203.71
79        2159.09        2188.46
80        2148.55        2179.47
81        2134.44        2184.27
82        2125.23        2169.39
83        2124.95        2155.29
84        2119.82         2150.2
85        2112.83        2148.22
86        2112.83           2139
87        2112.83        2139.97
88        2111.18        2135.69
89        2111.18        2148.69
90        2099.24        2128.81
91        2091.91        2128.55
92        2090.16        2120.54
93        2082.17        2112.34
94        2076.21        2105.31
95        2069.97        2103.27
96        2063.22        2093.49
97        2041.89        2099.82
98        2041.89        2077.54
99        2041.89        2072.54
100        2040.46        2081.94
101        2025.94        2064.04
102        2025.94        2065.68
103        2025.94        2072.14
104        2025.94        2054.59
105        2025.94        2057.99
106        2025.94        2051.18
107        2025.94           2051
108        2020.41        2056.76
109        2020.41        2062.44
110        2012.92        2038.13
111        2010.03        2035.15
112        2010.03        2031.29
113        2006.24         2031.3
114        2001.04         2027.8
115        1996.93        2019.96
116        1996.93        2033.25
117        1995.49        2031.94
118        1995.49        2018.34
119        1993.02        2011.72
120        1987.23        2019.11
121        1987.23        2011.46
122        1986.52        2017.24
123        1986.52        2026.84
124        1983.73        2016.02
125        1980.42        2003.68
126        1980.42        2000.72
127        1980.42        2010.29
128        1980.42        2002.81
129        1977.51        2020.53
130        1959.13        1995.69
131        1959.13        1993.35
132        1959.13         2000.6
133        1959.13        1982.21
134        1959.13        1986.66
135        1958.33        1982.42
136        1958.33        1992.25
137        1957.22        1998.41
138        1957.22        1996.66
139        1952.49        1978.48
140        1924.27        1980.93
141        1924.27         1976.8
142        1924.27        1967.89
143        1924.27        1963.29
144        1924.27        1959.69
145        1924.27        1951.69
146        1923.41        1949.26
147        1920.16        1947.08
148        1920.16        1950.35
149        1908.46        1951.17
150        1902.92         1949.2
151        1902.92        1934.06
152        1902.92        1921.57
153        1893.76        1926.38
154        1893.76        1929.76
155        1890.16        1926.64
156        1890.16        1925.15
157        1890.16        1920.88
158        1885.01        1912.86
159        1885.01        1906.89
160        1883.17        1923.15
161        1883.17        1907.45
162        1883.17        1906.58
163        1883.17        1918.47
164        1881.02        1905.27
165        1880.07        1922.73
166        1875.08        1911.17
167        1875.08        1896.41
168        1875.02        1894.99
169        1875.02        1907.67
170        1862.85         1895.7
171        1862.85        1893.16
172        1861.18        1894.85
173        1861.18        1896.57
174        1861.18        1890.24
175        1860.41         1884.3
176        1860.41        1883.74
177        1860.23        1883.14
178        1859.47        1879.86
179        1859.47        1900.17
180        1847.46        1878.42
181           1838        1876.84
182           1838        1887.34
183           1838        1882.63
184           1838        1876.08
185           1837        1871.06
186           1837        1858.34
187        1834.06        1858.49
188        1834.06        1851.49
189        1834.06        1878.64
190        1833.99        1867.44
191        1833.99        1865.59
192         1829.9        1868.81
193        1828.07        1862.05
194        1828.07         1856.7
195        1827.95        1859.94
196        1823.12        1859.14
197        1823.12        1851.03
198        1823.12        1841.92
199        1823.12        1844.61
200        1820.41        1849.66
201        1819.58        1855.38
202        1819.58        1850.84
203        1819.58        1850.89
204        1819.46        1839.53
205           1818        1841.94
206         1815.9        1842.24
207         1815.9        1845.57
208         1815.9        1841.09
209         1815.9        1848.51
210        1808.85        1845.36
211        1808.85        1839.54
212        1808.85        1830.72
213        1808.85        1831.46
214        1808.85         1832.1
215        1806.23        1832.52
216        1803.94        1835.39
217         1802.9        1831.76
218         1802.9        1826.82
219         1802.9        1823.35
220        1792.39        1822.68
221        1788.43        1819.23
222        1788.43        1829.01
223        1788.43         1822.2
224         1788.4        1817.46
225        1786.35        1813.66
226        1785.98        1816.33
227        1785.98        1801.61
228        1785.19        1806.32
229        1784.79        1803.75
230        1780.82        1802.45
231         1780.5        1802.28
232         1780.5        1800.28
233        1780.35        1802.89
234        1780.35        1802.32
235        1778.28        1810.83
236        1778.28        1799.56
237        1778.28        1806.34
238        1778.28        1802.79
239        1778.28        1822.01
240        1777.86        1796.87
241         1772.9        1801.43
242         1772.9        1814.23
243        1769.95        1817.29
244        1768.19        1796.39
245        1768.19        1801.42
246        1768.19        1787.95
247        1768.19        1810.22
248        1766.68        1797.38
249        1766.68        1798.01
250        1766.68           1796
251        1758.54        1802.75
252           1758        1775.15
253        1757.48         1784.5
254        1757.48        1788.67
255        1757.48        1803.17
256        1756.05        1783.24
257        1756.05           1795
258        1756.05        1794.61
259        1756.05        1782.26
260        1756.05        1780.63
261        1756.05        1778.87
262        1756.05        1780.49
263        1756.05        1798.86
264        1755.62        1781.26
265        1755.62         1779.3
266        1749.61         1788.9
267        1749.61        1781.44
268        1749.61        1782.57
269        1747.82        1787.98
270        1750.65        1797.81
271        1750.65        1786.24
272        1750.65        1784.02
273        1750.65         1769.6
274        1750.65        1763.84
275        1750.65        1778.14
276        1750.65        1778.74
277        1750.65        1786.21
278        1750.65        1779.05
279        1750.65        1779.16
280        1749.25        1770.81
281        1749.25        1777.14
282        1748.41        1776.92
283        1748.41        1776.11
284        1748.41        1773.68
285        1748.03        1772.45
286        1748.03        1770.09
287        1746.89        1766.36
288         1743.4        1767.69
289         1743.4        1783.85
290        1742.14        1764.14
291        1742.14        1769.97
292        1742.14        1774.71
293        1741.37        1773.67
294        1738.95        1772.42
295        1738.95        1787.26
296        1738.95        1768.98
297        1738.95        1762.45
298        1738.33         1762.6
299        1738.33        1769.13
300        1734.58        1763.76
301        1734.58        1763.97
302        1734.58        1767.71
303        1734.22        1751.55
304        1734.22        1750.93
305        1734.22        1774.64
306        1733.81         1761.6
307        1728.81        1757.61
308        1728.81        1754.15
309        1728.81        1750.48
310        1728.81        1755.35
311        1728.81        1771.47
312        1728.81        1760.03
313        1728.81        1756.99
314        1728.81        1764.08
315        1728.81        1754.43
316        1728.81        1766.99
317        1728.81        1757.21
318        1728.17        1758.68
319        1728.17         1750.5
320        1728.17        1753.48
321        1728.17        1753.24
322        1727.27        1748.79
323        1727.27        1747.68
324        1727.27        1748.34
325           1727        1749.84
326           1727        1771.49
327           1727        1749.69
328           1727        1756.23
329           1727        1757.28
330        1726.38        1761.99
331        1726.38        1746.88
332        1726.38        1772.63
333        1726.38        1749.26
334        1726.38        1765.26
335        1726.37        1756.81
336        1726.37         1760.5
337        1726.37        1746.25
338        1722.44        1753.09
339        1722.44        1748.22
340        1722.28        1741.65
341        1720.04        1752.37
342           1718        1752.28
343           1718        1751.65
344           1718        1766.11
345           1718        1740.96
346           1718        1742.42
347           1718        1737.69
348           1718        1736.57
349           1718        1749.01
350        1717.09        1735.29
351        1717.09        1742.52
352        1716.59        1766.29
353        1716.59        1733.91
354        1716.59        1740.14
355        1714.95        1740.09
356        1710.66        1741.73
357        1710.66        1734.63
358        1710.66        1729.38
359        1710.66        1742.79
360        1711.83        1738.55
361        1711.48         1729.9
362        1711.48        1736.12
363        1711.48        1735.52
364        1711.48        1735.22
365        1711.48        1733.15
366        1711.48        1741.45
367        1711.48        1740.09
368        1711.48        1733.83
369        1711.48        1732.06
370        1711.83        1743.16
371        1711.83        1736.41
372        1711.83        1743.46
373        1711.83        1732.92
374        1711.83        1727.95
375        1711.83        1732.36
376        1711.83        1742.25
377        1711.83         1741.8
378        1711.83        1741.38
379        1711.83        1746.03
380        1710.81        1737.84
381        1710.81           1743
382        1710.81        1750.68
383        1710.81        1737.31
384        1710.81         1732.1
385        1709.45         1737.5
386        1709.45        1734.97
387        1709.45        1747.97
388        1708.77        1734.63
389        1708.77        1744.47
390        1708.76        1742.92
391        1708.76        1724.64
392        1708.76        1727.43
393        1708.76        1738.93
394        1708.06        1737.44
395        1708.06        1728.07
396        1708.06        1729.36
397        1708.06        1729.09
398        1708.06        1734.75
399        1708.06        1739.61
400        1707.26        1730.45
401         1703.6         1733.2
402         1703.6        1733.96
403         1703.6         1730.3
404        1703.29        1730.45
405        1703.29        1724.52
406        1703.29        1735.26
407        1703.29         1726.1
408        1703.29        1734.59
409        1703.29        1729.78
410        1701.97        1729.38
411        1701.97        1737.64
412        1701.97        1733.58
413        1701.97        1720.81
414        1701.97        1728.94
415        1701.09        1736.22
416        1701.09         1726.9
417        1701.09        1747.35
418         1698.2        1723.47
419         1698.2        1731.77
420         1698.2        1725.87
421         1698.2        1725.54
422         1698.2        1719.66
423         1698.2        1730.98
424         1698.2        1717.03
425         1698.2         1736.4
426         1698.2        1731.23
427         1698.2        1727.51
428         1698.2        1722.11
429         1698.2         1722.8
430         1698.2        1733.07
431         1698.2        1723.34
432         1698.2         1733.8
433         1698.2        1724.57
434         1698.2        1738.41
435         1698.2        1727.48
436         1698.2        1728.11
437         1698.2         1719.4
438         1698.2        1734.09
439         1698.2        1740.07
440        1698.01        1735.26
441        1698.01        1732.38
442        1698.01        1732.56
443        1698.01        1726.24
444        1698.01        1732.57
445        1698.01        1731.84
446        1698.01        1722.48
447        1698.01        1731.49
448        1697.65        1724.94
449        1697.65        1716.65
450        1696.32        1730.52
451        1696.32         1735.3
452        1696.32        1726.26
453        1696.32        1726.25
454        1696.32        1736.17
455        1696.32        1732.55
456        1696.32        1731.13
457        1696.32        1727.12
458        1696.32         1722.7
459        1696.32        1719.45
460        1696.21        1745.63
461        1696.21        1717.98
462        1696.21        1724.88
463        1696.21        1721.28
464        1696.21        1721.03
465        1696.21        1725.95
466        1696.21        1725.56
467        1696.21        1722.16
468        1695.69         1712.6
469        1695.69        1724.93
470         1692.3        1733.42
471         1692.3        1746.71
472         1692.3        1727.51
473         1692.3        1717.88
474         1692.3        1718.58
475         1692.3        1723.51
476         1692.3        1728.96
477        1691.94        1720.03
478        1691.94        1726.92
479        1691.94        1720.93
480        1691.94        1715.67
481        1691.94        1717.32
482        1691.94        1720.83
483        1691.94        1706.21
484        1691.94        1721.89
485        1691.94        1715.35
486        1691.94        1713.65
487        1691.94        1718.19
488        1691.32        1719.35
489        1691.32        1720.44
490        1691.94         1721.7
491        1691.52        1722.27
492        1691.52        1713.99
493        1690.82        1721.89
494        1690.36        1720.06
495        1690.36        1716.41
496        1690.36        1721.76
497        1690.36        1714.52
498        1690.36        1713.65
499        1690.36        1720.06
500        1689.29        1711.83
