BLK #        BLK_AVE    CURRENT_AVE          ERROR
1        4782.49           4782              0
2        4634.52           4708        101.094
3        4496.29           4637         101.89
4        4391.88           4575        105.568
5        4340.69           4528        95.8919
6        4213.08           4476        89.5232
7        4110.15           4423        97.6746
8        4012.42           4372        96.8814
9        3951.18           4325        98.7364
10        3458.87           4238        125.163
11        3452.89           4167        132.664
12        3372.56           4100        140.154
13        3367.42           4044        139.854
14        3348.24           3994        139.359
15        3306.69           3948        137.957
16        3259.34           3905        135.957
17        3172.85           3862        134.654
18        3166.42           3823        133.307
19        3115.47           3786        131.098
20        2998.21           3747        129.868
21        2927.06           3708        129.489
22        2909.75           3671        129.653
23        2879.79           3637        128.059
24        2852.52           3604        127.276
25        2813.04           3572        126.538
26        2813.04           3543        124.813
27        2789.62           3515        123.406
28        2781.41           3489        121.557
29        2748.63           3463         120.52
30         2718.1           3439        118.222
31        2680.65           3414        117.454
32        2680.65           3391        116.089
33        2658.11           3369        114.495
34        2636.18           3347        113.548
35        2608.91           3326        112.177
36        2598.21           3306        110.691
37         2596.7           3287        109.209
38        2573.17           3268        108.119
39        2573.17           3250        106.954
40        2564.41           3233        105.535
41         2533.1           3216        104.281
42         2533.1           3200        102.861
43        2520.63           3184        101.825
44        2520.63           3169        100.564
45        2512.96           3154        99.6823
46        2501.85           3140        98.3911
47        2501.85           3126        97.5223
48        2459.57           3112        96.5529
49        2443.82           3099         95.109
50        2394.85           3085        94.1902
51        2394.85           3071        93.6187
52        2380.01           3058        92.5709
53        2366.26           3045        91.7076
54        2360.63           3032        91.0866
55         2358.6           3020        90.0985
56        2312.37           3007         89.595
57        2302.42           2995        88.6554
58        2302.42           2983        87.9632
59        2289.02           2971        87.3953
60        2284.27           2960         86.427
61        2284.27           2948        86.2444
62        2274.93           2938        85.0504
63        2269.12           2927        84.5744
64        2260.97           2916        84.2171
65        2260.97           2906        83.4795
66         2251.1           2896        82.8432
67        2222.59           2886         82.187
68        2217.07           2877        81.1228
69        2217.07           2867        80.7365
70        2216.71           2858        79.9652
71        2182.25           2848        79.6502
72        2182.25           2839        78.9538
73        2182.25           2830        78.3846
74        2182.25           2821        77.9343
75        2135.16           2812        77.3591
76        2135.16           2803         76.898
77        2135.16           2794        76.5438
78        2135.16           2786         75.814
79        2134.83           2778        75.1858
80        2119.91           2769        75.0567
81        2119.91           2761          74.55
82        2119.91           2754        73.6725
83        2117.01           2746        73.3318
84        2109.26           2738        73.0389
85        2109.26           2731        72.3744
86        2109.26           2724          71.79
87        2109.26           2717        71.2817
88        2096.03           2709        71.2331
89        2093.47           2703        70.3683
90        2079.66           2696        69.9579
91        2079.66           2689        69.6132
92        2069.96           2682        69.2958
93        2069.96           2675        69.0386
94        2054.78           2669        68.3675
95        2046.12           2662        68.1456
96        2046.12           2656        67.5649
97        2046.12           2650        67.0414
98        2040.67           2643        66.9636
99        2039.55           2637        66.5248
100        2027.06           2631        66.0981
101        2027.06           2625        65.7212
102        2017.96           2619        65.3646
103        2017.96           2613        65.0542
104        2017.96           2608        64.3961
105        2013.86           2602        64.1638
106        2013.86           2596         63.972
107        2006.28           2591        63.4137
108        2003.42           2585         63.273
109        2000.86           2580         62.782
110        1990.91           2575        62.3041
111        1990.62           2569        62.2409
112        1983.64           2564        61.8191
113        1981.57           2559        61.4287
114        1979.99           2554        61.0697
115        1979.36           2549        60.7433
116        1968.93           2544        60.4244
117        1968.93           2539         60.138
118        1968.93           2534        59.8826
119         1958.2           2529        59.6321
120        1954.51           2524        59.4026
121        1954.51           2520        58.8457
122        1954.51           2515        58.6745
123        1954.51           2511         58.177
124        1954.51           2506        58.0602
125        1954.51           2502        57.6185
126         1949.4           2497        57.5411
127        1932.32           2493        57.1047
128        1932.32           2488        57.0391
129        1930.48           2484        56.6499
130        1919.93           2480         56.264
131        1919.93           2475        56.2421
132        1919.93           2471        55.9035
133        1919.93           2467        55.5879
134        1917.48           2463        55.2899
135        1917.48           2459        55.0138
136        1917.48           2455        54.7588
137        1917.48           2451        54.5243
138        1895.33           2447        54.2686
139        1895.33           2443        54.0329
140        1895.33           2439        53.8168
141        1895.33           2435        53.6194
142        1891.88           2431        53.4343
143        1891.88           2428         52.945
144        1884.55           2424         52.784
145        1884.55           2420        52.6399
146        1884.55           2416        52.5122
147        1884.55           2413         52.084
148        1884.55           2409        51.9895
149        1884.55           2406        51.5958
150         1884.7           2402        51.5327
151         1884.7           2399        51.1719
152        1880.67           2395        51.1317
153        1880.67           2392        50.7956
154        1880.67           2389        50.4749
155        1880.67           2385        50.4768
156        1880.67           2382        50.1851
157        1879.59           2379        49.9059
158        1879.59           2376        49.6406
159        1875.83           2373        49.3833
160        1870.93           2369        49.4345
161        1870.81           2366        49.1955
162        1860.83           2363        48.9548
163        1856.57           2360        48.7207
164        1856.57           2357        48.4991
165        1856.57           2354        48.2898
166        1856.57           2351        48.0925
167        1856.57           2348        47.9068
168        1856.23           2345        47.7322
169        1856.23           2342        47.5686
170        1852.73           2339         47.411
171        1852.63           2336         47.264
172        1852.49           2334        46.8367
173        1852.14           2331        46.7107
174         1850.9           2328        46.5929
175         1850.9           2325        46.4848
176        1844.86           2323        46.0913
177        1844.86           2320        45.9953
178        1844.86           2317        45.9084
179        1844.86           2315        45.5457
180        1846.49           2312        45.4796
181        1845.96           2309        45.4211
182        1845.96           2307        45.0889
183        1844.81           2304        45.0464
184        1843.75           2302          44.73
185        1842.88           2299        44.7018
186        1842.88           2297        44.4021
187        1842.88           2294        44.3898
188        1841.73           2292         44.106
189        1841.73           2290        43.8305
190        1829.48           2287         43.826
191        1828.91           2285         43.552
192        1828.91           2282        43.5612
193        1828.91           2280        43.3033
194        1828.91           2278        43.0532
195        1828.91           2275        43.0838
196        1815.78           2273        42.8342
197        1815.78           2271        42.5922
198        1815.75           2268        42.6285
199        1815.75           2266        42.4011
200        1815.75           2264        42.1809
201        1815.75           2262        41.9678
202        1815.75           2259        42.0299
203        1815.75           2257        41.8303
204        1807.32           2255        41.6286
205        1807.32           2253        41.4336
206        1807.32           2251        41.2452
207        1807.32           2249        41.0633
208        1798.16           2246         41.143
209        1798.16           2244        40.9642
210        1798.16           2242        40.7915
211        1798.16           2240         40.625
212        1797.47           2238        40.4639
213        1797.47           2236        40.3087
214        1797.31           2234        40.1592
215        1797.31           2232        40.0154
216        1793.18           2230        39.8733
217         1791.7           2228        39.7354
218         1791.7           2226        39.6029
219        1783.01           2224        39.4676
220        1785.32           2222        39.3399
221        1785.32           2220        39.2175
222        1785.32           2218        39.1003
223        1785.32           2216        38.9882
224        1785.08           2214        38.8809
225        1782.82           2212        38.7764
226        1782.73           2210        38.6767
227        1782.73           2208        38.5818
228        1782.73           2206        38.4915
229        1782.73           2204        38.4057
230        1778.84           2203        38.0693
231        1778.84           2201        37.9899
232        1778.84           2199        37.9148
233        1778.84           2197        37.8441
234        1777.68           2195        37.7765
235        1777.68           2193         37.713
236        1768.35           2192        37.3972
237        1768.35           2190        37.3348
238        1768.35           2188        37.2764
239        1768.35           2186        37.2219
240        1768.35           2185        36.9245
241        1766.19           2183        36.8767
242         1765.7           2181        36.8323
