BLK #        BLK_AVE    CURRENT_AVE          ERROR
1        4747.18           4747              0
2         4482.1           4614        153.219
3        4393.68           4540        125.529
4        4110.61           4433        135.563
5         4062.6           4358        136.084
6        3979.93           4295        127.654
7        3886.39           4237        120.504
8        3828.97           4185        121.178
9        3730.39           4135        115.943
10        3612.67           4082        119.072
11        3582.42           4037        115.442
12        3540.55           3995        115.214
13        3491.34           3957        110.648
14        3430.33           3919        110.176
15        3330.18           3880         109.18
16        3320.05           3845        107.966
17        3224.96           3808        108.934
18        3223.81           3776        106.767
19        3194.26           3745        106.282
20        3097.42           3713        105.197
21        3053.55           3681        105.918
22         3017.7           3651        105.146
23        3006.51           3623        104.271
24        2999.18           3597        103.172
25        2955.36           3571        102.719
26        2943.05           3547        101.389
27        2890.16           3523        100.107
28        2884.45           3500        99.3786
29        2857.79           3478        98.2311
30        2729.56           3453        98.1879
31        2719.06           3429        98.2526
32         2717.6           3407        97.4353
33        2682.49           3385        97.0043
34        2669.06           3364        96.3749
35        2648.63           3343         96.361
36        2632.34           3323         95.961
37        2613.28           3304         95.107
38        2600.05           3286        93.9107
39        2600.05           3268         93.526
40        2540.72           3250        92.7901
41         2536.4           3232        92.6774
42        2506.85           3215        91.8506
43        2500.33           3198        91.5327
44        2491.24           3182        90.8081
45        2455.65           3166        90.1103
46        2454.19           3151        89.1059
47        2454.19           3136        88.5751
48        2429.65           3121        88.1644
49        2421.95           3107        87.3198
50        2398.28           3093        86.5949
51        2393.17           3079        86.1807
52        2393.17           3066        85.3973
53        2377.15           3053        84.7748
54        2372.27           3040        84.4079
55         2352.3           3028        83.4595
56        2349.13           3015        83.4259
57        2340.36           3004        82.2564
58        2340.36           2992        81.9895
59        2340.36           2981        81.3129
60        2295.98           2970        80.4971
61        2293.11           2959        79.8807
62        2273.66           2947        79.9294
63        2270.71           2937          78.94
64        2269.09           2926        78.7279
65        2259.53           2916        78.0347
66        2248.23           2906        77.4386
67        2248.23           2896        77.0073
68        2216.02           2886        76.5228
69        2212.83           2876        76.1696
70        2206.38           2867        75.3692
71        2206.38           2857        75.2587
72        2204.88           2848         74.726
73        2180.98           2839        74.1866
74        2180.98           2830        73.7722
75        2180.98           2822        72.9538
76        2177.34           2813        72.7529
77        2168.84           2805        72.1005
78        2158.56           2796        72.0113
79        2154.62           2788        71.4966
80        2134.32           2780        70.9838
81        2134.32           2772        70.5678
82        2134.32           2764         70.243
83        2130.85           2757        69.5064
84        2127.08           2749        69.3219
85        2122.97           2742        68.7231
86        2107.31           2734        68.6103
87        2097.54           2727        68.0637
88        2097.54           2720        67.5942
89        2097.54           2713        67.1981
90        2078.16           2706        66.7962
91        2078.16           2699        66.4628
92        2078.16           2692        66.1944
93        2078.16           2686        65.5438
94        2072.43           2679         65.379
95        2064.34           2673         64.804
96        2064.34           2666        64.7248
97        2056.56           2660        64.2396
98        2054.92           2654        63.8051
99         2054.9           2648        63.4246
100        2021.36           2641        63.4086
101        2021.36           2635        63.0202
102        2012.32           2629        62.6537
103        2012.32           2623         62.336
104        2012.32           2617        62.0647
105        2003.47           2611        61.8116
106        2003.47           2606        61.1975
107        1995.74           2600        61.0099
108        1990.23           2594        60.8468
109        1990.23           2589         60.326
110        1986.07           2583        60.2304
111        1986.03           2578        59.7791
112        1982.83           2573        59.3583
113        1971.71           2567        59.3337
114        1971.71           2562         58.957
115        1971.71           2557        58.6162
116        1971.46           2552        58.3094
117        1970.69           2547        58.0339
118        1969.16           2542        57.7867
119        1968.72           2537        57.5694
120        1954.37           2532        57.3475
121        1954.37           2527         57.155
122        1952.29           2523        56.6189
123        1947.16           2518        56.4679
124        1947.16           2513        56.3435
125        1947.16           2509        55.8836
126        1943.58           2504        55.8039
127         1942.1           2500        55.3875
128        1922.68           2495        55.3121
129        1919.93           2491        54.9003
130        1922.68           2487        54.5202
131        1922.68           2482        54.5167
132        1922.68           2478         54.185
133        1913.23           2474        53.8578
134        1913.23           2470        53.5539
135        1913.23           2465        53.6168
136        1913.23           2461         53.356
137        1908.71           2457        53.1077
138         1907.7           2453        52.8781
139        1898.61           2449        52.6515
140        1898.13           2445        52.4438
141        1898.13           2442        51.9205
142         1897.1           2438        51.7506
143         1897.1           2434        51.5988
144        1890.54           2430        51.4527
145        1889.53           2426         51.322
146        1889.53           2423        50.8805
147        1889.53           2419        50.7845
148        1881.79           2415        50.6908
149        1881.79           2412        50.2893
150         1878.8           2408        50.2227
151         1878.8           2405          49.85
152         1878.8           2401        49.8139
153         1878.8           2398        49.4732
154         1876.3           2394        49.4616
155        1873.23           2391        49.1426
156        1872.53           2388        48.8377
157        1872.53           2384        48.8613
158        1872.53           2381        48.5849
159        1870.35           2378        48.3192
160        1870.35           2375        48.0673
161        1870.35           2372        47.8289
162        1868.88           2369        47.6014
163        1860.79           2365         47.682
164        1860.79           2362        47.4673
165        1860.79           2359         47.265
166        1860.79           2356        47.0747
167        1860.79           2353        46.8964
168        1854.62           2350        46.7208
169        1854.62           2347        46.5565
170        1854.62           2345        46.1034
171        1849.64           2342        45.9554
172        1849.64           2339        45.8181
173        1849.64           2336        45.6912
174        1847.35           2333        45.5713
175        1847.35           2330        45.4614
176        1847.35           2328        45.0669
177        1847.35           2325        44.9774
178         1847.2           2322        44.8968
179        1845.87           2319        44.8234
180         1837.7           2317        44.4581
181         1837.7           2314        44.3931
182         1837.7           2312        44.0474
183         1837.7           2309        44.0005
184         1837.7           2306        43.9615
185         1833.9           2304        43.6396
186         1833.9           2301        43.6129
187        1831.24           2299        43.3058
188        1831.02           2296        43.2918
189        1830.66           2294        43.0015
190        1830.66           2291        43.0026
191        1829.95           2289        42.7285
192        1829.95           2287        42.4624
193        1829.95           2284        42.4855
194        1825.85           2282        42.2307
195        1825.85           2279        42.2628
196        1814.22           2277        42.0104
197        1814.22           2275        41.7656
198        1814.21           2272        41.8053
199        1814.21           2270        41.5755
200        1815.25           2268        41.3542
201        1815.25           2266        41.1401
202        1814.91           2263        41.2069
203        1814.91           2261        41.0062
204        1814.91           2259        40.8123
205         1813.5           2257        40.6238
206        1810.48           2255        40.4386
207        1810.48           2252        40.5306
208        1810.48           2250        40.3581
209        1808.65           2248          40.19
210        1807.32           2246        40.0267
211        1807.32           2244        39.8696
212        1802.06           2242        39.7132
213        1802.06           2240        39.5628
214        1796.24           2238        39.4124
215        1796.24           2236        39.2678
216        1796.24           2234        39.1291
217        1796.24           2232         38.996
218        1795.75           2230        38.8679
219        1795.75           2228        38.7453
220        1792.81           2226        38.6252
221        1792.53           2224        38.5102
222        1791.74           2222        38.3996
223        1791.74           2220        38.2941
224        1791.74           2218        38.1936
225        1791.74           2216        38.0981
226        1791.74           2214        38.0074
227        1791.74           2212        37.9214
228        1783.02           2210        37.8321
229        1783.02           2208        37.7474
230        1774.95           2207        37.4033
231        1774.95           2205        37.3213
232        1774.95           2203        37.2437
233        1774.95           2201        37.1706
234        1774.95           2199        37.1018
235        1774.95           2197        37.0373
236        1774.94           2196        36.7233
237        1772.85           2194         36.666
238        1772.85           2192        36.6128
239        1771.81           2190        36.5625
240        1771.81           2189        36.2645
241        1768.57           2187        36.2202
242        1768.57           2185        36.1796
243        1768.57           2183        36.1427
244        1768.57           2182        35.8599
245        1767.53           2180        35.8302
246        1767.53           2178        35.8039
247        1767.53           2177         35.533
248        1767.53           2175        35.5146
249        1767.01           2173        35.4989
250        1759.09           2172        35.2334
251        1759.09           2170        35.2189
252           1759           2168        35.2075
253           1759           2167        34.9539
254         1758.7           2165        34.9494
255         1758.7           2163        34.9477
256         1758.7           2162        34.7055
257         1757.3           2160        34.7096
258        1755.17           2159         34.472
259        1755.17           2157        34.4811
260        1752.52           2156        34.2486
261        1752.52           2154        34.2622
262         1752.2           2153        34.0365
263         1752.2           2151         34.056
264        1750.75           2150        33.8362
265        1750.75           2148        33.8607
266        1750.75           2146        33.8875
267        1750.75           2145         33.678
268        1750.75           2144        33.4715
269        1750.75           2142        33.5075
270        1748.25           2141        33.3057
271        1748.25           2139        33.3453
272        1748.25           2138        33.1498
273        1748.25           2136        33.1947
274        1747.24           2135        33.0047
275        1747.24           2133        33.0539
276        1747.24           2132        32.8699
277        1745.77           2131        32.6877
278        1745.77           2129        32.7439
279        1745.77           2128        32.5675
280        1746.23           2127        32.3942
281        1744.55           2125        32.4572
282        1744.55           2124        32.2884
283        1744.55           2122        32.3557
284        1744.55           2121        32.1925
285        1744.55           2120        32.0318
286        1744.55           2118        32.1061
287        1744.55           2117        31.9508
288        1743.78           2116        31.7975
289        1743.78           2115        31.6467
290        1738.74           2113        31.7264
291        1738.74           2112        31.5774
292        1737.62           2111        31.4302
293        1737.62           2109        31.5154
294        1737.62           2108        31.3731
295        1737.62           2107        31.2332
296        1736.62           2106         31.095
297        1736.62           2104         31.188
298        1736.62           2103        31.0545
299        1736.45           2102        30.9233
300        1734.06           2101        30.7928
301        1734.06           2099         30.892
302           1734           2098         30.766
303        1733.71           2097         30.642
304        1733.71           2096        30.5202
305        1733.71           2095        30.4007
306        1733.71           2093         30.509
307           1732           2092        30.3927
308        1729.35           2091        30.2768
309        1729.35           2090         30.163
310        1727.85           2089        30.0504
311        1725.73           2088        29.9386
312        1725.73           2086         30.053
313        1725.73           2085        29.9452
314        1725.73           2084        29.8395
315        1725.73           2083        29.7357
316           1725           2082        29.6335
317           1725           2081        29.5332
318           1725           2080        29.4348
319           1725           2079        29.3384
320        1723.57           2077        29.4649
321        1723.57           2076        29.3712
322        1723.57           2075        29.2795
323        1723.57           2074        29.1895
324        1723.57           2073        29.1014
325        1723.57           2072        29.0151
326        1722.58           2071          28.93
327        1722.58           2070        28.8466
328        1722.58           2069        28.7651
329        1722.58           2068        28.6852
330        1719.31           2067        28.6052
331        1719.31           2066        28.5269
332        1719.24           2065        28.4503
333        1719.24           2063        28.5935
334        1719.24           2062          28.52
335        1719.24           2061        28.4481
336        1718.33           2060        28.3774
337        1717.38           2059        28.3077
338        1717.38           2058        28.2396
339        1715.87           2057        28.1722
340        1711.73           2056        28.1043
341        1711.73           2055        28.0378
342        1711.73           2054         27.973
343        1711.73           2053        27.9096
344        1711.73           2052        27.8477
345        1711.73           2051        27.7873
346        1711.73           2050        27.7284
347        1711.73           2049         27.671
348        1711.73           2048        27.6149
349        1711.73           2047        27.5603
350        1707.79           2046        27.5051
351        1707.79           2045        27.4514
352        1707.79           2044        27.3989
353        1707.79           2044        27.1348
354        1707.79           2043        27.0854
355        1707.79           2042        27.0374
356        1707.79           2041        26.9908
357        1707.79           2040        26.9454
358        1707.79           2039        26.9014
359        1707.79           2038        26.8586
360        1706.09           2037        26.8163
361        1705.83           2036        26.7751
362        1705.83           2035        26.7351
363        1705.83           2034        26.6964
364        1705.83           2033        26.6589
365        1705.83           2032        26.6226
366        1705.83           2032        26.3773
367        1705.83           2031        26.3438
368        1705.82           2030        26.3115
369        1705.82           2029        26.2803
