BLK #        BLK_AVE    CURRENT_AVE          ERROR
1         4714.6           4714              0
2        4499.58           4606        147.119
3        4412.46           4541        116.535
4        4324.83           4487        97.8809
5        4199.67           4429        101.163
6           4142           4381        96.9753
7        4015.22           4329        95.2925
8        3903.78           4276        97.2089
9        3786.14           4221        104.476
10        3729.42           4172        104.893
11        3617.34           4121        109.633
12        3566.31           4075        109.485
13        3554.29           4035        108.215
14        3492.84           3996        108.194
15        3422.78           3958        107.165
16        3378.39           3922        106.034
17        3345.07           3888        105.369
18        3302.14           3855        105.516
19        3269.99           3824        104.875
20        3086.65           3787        106.353
21        3036.93           3751        107.775
22         3021.6           3718        107.722
23        3016.54           3688        106.574
24        2964.82           3657        107.682
25        2963.27           3630        105.883
26        2864.81           3600        106.672
27        2864.81           3573        105.899
28        2832.75           3546        106.114
29        2787.82           3520        105.503
30        2736.35           3494         105.08
31        2687.06           3468        104.881
32        2685.29           3444        103.965
33         2664.5           3420        103.887
34        2640.79           3397         103.44
35        2634.44           3375        102.982
36        2606.61           3354        102.008
37           2585           3333        101.564
38         2558.2           3313         100.59
39        2549.64           3293        100.282
40        2539.32           3274        99.6756
41        2519.92           3256        98.6154
42        2519.92           3238        98.2036
43         2516.2           3221        97.5192
44        2498.67           3205        96.3594
45        2479.96           3189        95.4768
46        2478.54           3173        95.0595
47        2471.21           3158        94.2557
48        2453.15           3144        92.9411
49        2432.51           3129        92.5142
50        2411.92           3115        91.5357
51        2408.94           3101         90.891
52        2406.17           3087        90.5495
53        2400.76           3074        89.7976
54        2391.53           3062        88.6055
55        2383.01           3049        88.2713
56        2374.95           3037        87.4893
57        2336.59           3025        86.6354
58        2327.48           3013        85.9578
59        2323.07           3001        85.4793
60         2289.7           2989        84.9611
61        2281.61           2978         84.006
62        2275.42           2966        83.8018
63        2262.92           2955        83.1209
64         2251.9           2944        82.5541
65         2251.9           2934        81.6057
66        2249.57           2923        81.3749
67        2249.57           2913        80.7509
68        2217.68           2903        80.0873
69        2217.68           2893        79.5768
70        2201.86           2883        79.1177
71        2201.86           2873        78.7952
72        2201.86           2864        78.0845
73        2201.86           2855        77.5037
74        2201.86           2846         77.045
75           2190           2837        76.6392
76           2190           2829         75.847
77        2177.94           2820        75.5993
78        2166.46           2812        74.9083
79        2156.82           2804        74.2757
80        2135.16           2795        74.1223
81        2135.16           2787        73.5842
82        2135.16           2779        73.1385
83         2129.2           2771        72.7544
84        2115.11           2764        71.9328
85        2111.41           2756        71.6427
86        2106.38           2748        71.4089
87        2106.35           2741        70.7988
88        2103.31           2734        70.2537
89         2098.9           2727         69.765
90        2071.51           2719         69.684
91        2062.54           2712        69.1974
92        2045.28           2705         68.717
93        2045.28           2698         68.303
94        2044.69           2691        67.9502
95        2044.09           2684        67.6555
96        2037.15           2677        67.3949
97        2037.15           2671        66.7739
98        2036.22           2664        66.6215
99        2030.78           2658        66.0922
100        2027.37           2651        66.0132
101        2025.46           2645        65.5712
102        2018.21           2639        65.1572
103        2018.21           2633        64.7916
104        2017.99           2627        64.4717
105        2007.02           2621        64.1646
106         2005.7           2615        63.8971
107        1997.98           2609        63.6496
108        1994.88           2604         63.049
109        1990.05           2598        62.8621
110        1984.58           2593        62.3175
111        1980.77           2587        62.1828
112        1980.77           2582         61.707
113        1980.77           2576        61.6435
114        1974.46           2571         61.225
115        1974.46           2566        60.8423
116        1974.46           2561        60.4941
117        1955.26           2556         60.133
118        1955.26           2550        60.1684
119        1955.26           2545        59.8704
120        1960.29           2541        59.2554
121        1960.29           2536        59.0312
122        1953.79           2531        58.8206
123        1953.79           2526        58.6375
124        1947.37           2522         58.115
125        1947.37           2517        57.9725
126        1947.37           2512        57.8546
127        1947.06           2508        57.4141
128        1934.49           2504        56.9737
129        1934.49           2499        56.9036
130        1925.08           2495        56.4947
131        1925.08           2490        56.4512
132        1925.08           2486        56.0906
133        1908.73           2482        55.7214
134        1902.41           2477         55.699
135        1899.83           2473        55.3583
136        1899.83           2469        55.0399
137        1899.83           2465        54.7432
138        1899.83           2461        54.4677
139        1899.83           2457        54.2127
140        1899.83           2453        53.9776
141        1899.83           2449        53.7618
142        1898.79           2445        53.5629
143        1896.36           2441        53.3779
144        1895.03           2437        53.2081
145        1892.99           2433        53.0521
146        1892.34           2430        52.5938
147        1892.34           2426        52.4713
148        1892.34           2422        52.3644
149        1892.34           2419        51.9589
150        1884.81           2415        51.8713
151        1882.62           2412        51.4832
152        1882.62           2408        51.4225
153        1879.32           2405        51.0611
154        1877.83           2401        51.0216
155        1877.83           2398        50.6884
156        1875.12           2395        50.3661
157        1875.09           2391        50.3637
158        1875.09           2388        50.0698
159        1875.09           2385        49.7899
160        1863.18           2381        49.8077
161        1863.18           2378         49.537
162        1860.12           2375        49.2751
163        1860.12           2372        49.0262
164        1860.12           2369        48.7901
165        1857.29           2366        48.5625
166        1857.29           2363        48.3472
167        1857.29           2360        48.1437
168        1857.29           2357        47.9521
169        1857.29           2354        47.7717
170        1854.32           2351        47.5985
171        1849.74           2348          47.43
172        1849.74           2345        47.2723
173        1849.74           2342         47.125
174        1849.39           2339        46.9875
175        1849.23           2336        46.8597
176        1848.53           2334        46.4545
177        1848.53           2331        46.3462
178        1848.53           2328        46.2472
179        1841.26           2325         46.148
180        1844.86           2323        45.7795
181        1844.86           2320        45.7037
182        1844.86           2317        45.6361
183        1844.86           2315        45.2968
184        1844.86           2312        45.2467
185        1838.26           2310        44.9179
186         1835.4           2307        44.8733
187         1835.4           2305         44.559
188        1830.49           2302        44.5249
189        1830.49           2300        44.2223
190        1833.21           2297        44.2071
191        1825.29           2295        43.9153
192        1825.29           2292        43.9061
193        1822.96           2290        43.6281
194        1820.53           2287        43.6278
195        1820.53           2285        43.3631
196        1820.49           2283         43.106
197        1819.93           2280        43.1265
198        1816.84           2278        42.8805
199        1816.84           2276        42.6419
200        1816.84           2273        42.6791
201         1816.7           2271        42.4547
202         1816.7           2269        42.2373
203        1812.75           2266        42.2889
204        1812.75           2264         42.081
205        1811.59           2262        41.8786
206        1811.59           2260        41.6828
207        1810.07           2258         41.492
208        1810.07           2255        41.5706
209        1808.28           2253        41.3905
210        1801.04           2251        41.2093
211        1801.04           2249        41.0344
212        1801.04           2247        40.8656
213        1801.04           2245        40.7027
214        1801.04           2243        40.5458
215        1801.04           2241        40.3947
216        1801.04           2239        40.2493
217        1801.04           2237        40.1095
218         1797.8           2235        39.9721
219        1788.99           2233        39.8318
220        1783.01           2231        39.6914
221        1783.01           2229        39.5564
222        1783.01           2227        39.4268
223        1783.01           2225        39.3024
224        1782.48           2223        39.1826
225        1779.98           2221        39.0655
226        1779.89           2219        38.9535
227        1779.89           2217        38.8462
228        1779.89           2215        38.7439
229        1776.19           2213        38.6429
230        1779.98           2211          38.55
231        1779.35           2209         38.461
232        1779.35           2207        38.3765
233        1779.35           2205        38.2964
234        1779.35           2204        37.9723
235        1779.35           2202        37.9015
236        1778.27           2200        37.8338
237        1775.97           2198        37.7684
238        1775.57           2196        37.7066
239        1774.92           2195        37.4024
240        1772.89           2193        37.3471
241        1772.89           2191        37.2955
242        1772.89           2189        37.2477
243        1772.89           2188        36.9598
244        1772.89           2186        36.9201
245        1771.92           2184        36.8832
246        1771.92           2183        36.6072
247        1767.87           2181         36.575
248        1767.87           2179         36.546
249        1767.04           2178        36.2784
250        1765.11           2176        36.2548
251        1765.11           2174        36.2345
252        1765.11           2173        35.9774
253        1762.63           2171        35.9622
254        1762.63           2169        35.9501
255        1762.63           2168        35.7027
256        1762.63           2166        35.6974
257        1762.63           2165        35.4573
258        1761.69           2163         35.458
259        1761.69           2162        35.2244
260        1756.46           2160        35.2277
261        1756.46           2158        35.2336
262        1756.46           2157        35.0068
263        1756.46           2155        35.0189
264        1756.46           2154        34.7989
265        1754.93           2152         34.816
266        1754.93           2151        34.6015
267        1754.17           2149        34.6238
268        1753.01           2148        34.4146
269        1753.01           2146        34.4417
270        1749.11           2145        34.2361
271        1749.11           2143        34.2659
272        1748.69           2142        34.0663
273        1748.69           2141        33.8696
274        1748.69           2139        33.9077
275        1748.69           2138         33.717
276        1748.69           2136        33.7602
277        1748.69           2135        33.5755
278        1748.69           2133        33.6235
279        1748.69           2132        33.4446
280        1741.14           2131        33.2634
281        1741.14           2129        33.3139
282        1741.14           2128        33.1384
283        1741.14           2127        32.9655
284        1741.14           2125        33.0235
285        1741.14           2124        32.8561
286         1740.1           2122        32.9177
287         1740.1           2121         32.755
288        1737.63           2120        32.5932
289        1737.63           2118          32.66
290           1738           2117        32.5037
291           1738           2116        32.3498
292           1738           2115        32.1984
293        1736.69           2113        32.2737
294        1736.69           2112        32.1264
295        1736.52           2111        31.9814
296        1735.15           2109        32.0618
297        1735.15           2108        31.9207
298        1735.15           2107         31.782
299        1735.15           2106        31.6456
300        1732.79           2104        31.7325
301        1732.79           2103        31.5993
302        1732.79           2102        31.4682
303        1732.79           2101        31.3394
304        1732.79           2100        31.2128
305        1732.79           2098        31.3095
306        1730.57           2097        31.1859
307        1730.57           2096        31.0644
308        1730.45           2095        30.9449
309        1730.45           2094        30.8276
310        1730.08           2092        30.9318
311        1725.56           2091        30.8156
312        1725.56           2090        30.7016
313        1725.56           2089        30.5895
314        1725.56           2088        30.4794
315        1725.56           2087        30.3714
316        1724.83           2085        30.4828
317        1724.75           2084        30.3782
318        1724.75           2083        30.2754
319        1724.75           2082        30.1745
320        1720.29           2081        30.0731
321        1720.29           2080        29.9735
322        1720.29           2079        29.8758
323        1720.29           2077        29.9957
324        1720.29           2076        29.9015
325        1719.67           2075        29.8089
326        1719.67           2074         29.718
327        1719.67           2073        29.6288
328        1719.67           2072        29.5414
329        1717.98           2071        29.4549
330        1719.74           2070         29.371
331        1719.74           2069        29.2887
332        1717.99           2068        29.2073
333        1717.99           2067        29.1275
334        1717.99           2066        29.0494
335        1715.51           2065        28.9715
336        1715.51           2064        28.8953
337        1714.58           2063        28.8203
338        1714.58           2061        28.9588
339        1714.58           2060        28.8867
340        1713.03           2059        28.8154
341        1713.03           2058        28.7456
342        1713.03           2057        28.6773
343        1713.03           2056        28.6106
344        1713.03           2055        28.5453
345         1712.4           2054        28.4813
346        1711.43           2053        28.4182
347        1710.66           2052        28.3561
348        1710.66           2051        28.2955
349        1710.66           2050        28.2364
350        1710.66           2049        28.1786
351        1710.66           2049        27.9133
352        1710.66           2048        27.8587
353        1709.85           2047        27.8049
354        1709.85           2046        27.7526
355        1709.85           2045        27.7015
356        1709.85           2044        27.6519
357        1709.85           2043        27.6035
358        1709.85           2042        27.5564
359        1709.85           2041        27.5106
360        1708.81           2040        27.4656
361        1706.82           2039        27.4209
362        1706.82           2038        27.3774
363        1706.82           2037        27.3352
364        1706.82           2036        27.2942
365        1706.82           2035        27.2543
366        1706.82           2035        27.0101
367        1706.82           2034        26.9731
368         1706.8           2033        26.9372
369         1706.8           2032        26.9025
370        1706.21           2031        26.8686
371        1704.42           2030         26.835
372        1704.05           2029        26.8024
373        1704.05           2028        26.7709
374        1704.05           2027        26.7405
375        1703.84           2027        26.5074
376        1703.84           2026        26.4795
377        1703.47           2025        26.4524
378        1703.47           2024        26.4265
379        1703.47           2023        26.4015
380        1703.84           2022        26.3777
381        1703.84           2022        26.1523
382        1703.84           2021         26.131
383        1703.84           2020        26.1107
384        1703.84           2019        26.0913
385        1703.84           2018        26.0729
386        1703.84           2017        26.0555
387        1703.84           2017        25.8376
388        1703.84           2016        25.8225
389        1703.84           2015        25.8083
390        1704.05           2014        25.7951
391        1703.73           2013        25.7826
392        1703.73           2013        25.5705
393        1703.73           2012        25.5604
394        1702.45           2011        25.5505
395         1701.7           2010        25.5411
396         1701.7           2009        25.5326
397         1701.7           2009        25.3254
398         1701.7           2008         25.319
399         1701.7           2007        25.3135
400        1700.98           2006        25.3084
401        1699.09           2006        25.1044
402        1699.09           2005        25.1007
403        1699.09           2004        25.0978
404        1699.09           2003        25.0955
405        1699.09           2003        24.8958
406        1699.09           2002        24.8956
407        1699.09           2001        24.8962
408        1699.09           2000        24.8975
409        1699.09           2000        24.7019
410        1700.09           1999        24.7057
411        1699.69           1998        24.7099
412        1699.69           1997        24.7148
413        1699.69           1997        24.5235
414        1699.69           1996        24.5304
415        1699.69           1995        24.5378
416        1699.69           1994        24.5459
417        1699.69           1994        24.3587
418        1699.69           1993        24.3686
419        1698.02           1992        24.3785
420        1698.02           1992        24.1934
421        1698.02           1991        24.2051
422        1698.02           1990        24.2174
423        1698.02           1990        24.0349
424        1698.02           1989         24.049
425        1696.05           1988        24.0629
426        1696.05           1988        23.8823
427        1696.05           1987        23.8979
428        1696.05           1986        23.9141
429        1696.05           1985        23.9307
430        1698.02           1985        23.7547
431        1698.02           1984        23.7738
432        1698.02           1983        23.7934
433        1698.02           1983          23.62
434        1698.02           1982        23.6412
435        1698.02           1981         23.663
436           1698           1981         23.492
437           1698           1980        23.5153
438           1698           1980        23.3458
439           1698           1979        23.3707
440         1697.2           1978        23.3956
441         1697.2           1978        23.2283
442         1697.2           1977        23.2548
443         1697.2           1976        23.2817
444        1696.99           1976        23.1168
445        1696.99           1975        23.1452
446        1696.56           1974        23.1736
447        1696.56           1974        23.0111
448        1696.56           1973         23.041
449        1696.53           1973        22.8797
450        1696.55           1972        22.9111
451        1696.55           1971        22.9429
452         1696.5           1971        22.7839
453         1696.5           1970         22.817
454         1696.5           1970        22.6594
455        1696.47           1969        22.6939
456        1694.53           1968         22.728
457        1694.53           1968         22.572
458        1694.53           1967        22.6074
459        1694.53           1967        22.4526
460        1694.53           1966        22.4894
461        1694.53           1965        22.5264
462        1694.53           1965         22.374
463        1694.53           1964        22.4122
464        1694.53           1964         22.261
465        1694.53           1963        22.3006
466        1694.53           1962        22.3404
467        1693.32           1962         22.191
468        1693.32           1961        22.2316
469        1693.32           1961        22.0835
470        1693.88           1960        22.1254
471        1693.88           1960        21.9787
472        1693.88           1959        22.0219
473        1693.88           1958        22.0652
474        1693.88           1958        21.9207
475        1693.88           1957        21.9652
476        1693.88           1957        21.8219
477        1693.88           1956        21.8675
478        1693.88           1956        21.7254
479        1693.88           1955        21.7721
480        1694.18           1955        21.6312
481        1693.99           1954        21.6791
482        1693.99           1953         21.727
483        1693.99           1953        21.5882
484        1693.99           1952        21.6372
485        1693.99           1952        21.4996
486        1693.82           1951        21.5496
487        1693.82           1951         21.413
488        1693.82           1950         21.464
489        1693.82           1950        21.3285
490         1689.6           1949        21.3791
491         1689.6           1949        21.2434
492         1689.6           1948         21.295
493         1689.6           1948        21.1604
494         1689.6           1947         21.213
495         1689.6           1947        21.0795
496         1689.6           1946        21.1331
497         1689.6           1946        21.0007
498         1689.6           1945        21.0552
499         1689.6           1945        20.9238
500         1689.6           1944        20.9792
