GEN #         BEST_L         L_MEAN
1        4443.35        4974.92
2        4258.89        4468.72
3        4236.41        4363.58
4        4139.46        4253.22
5        3942.06        4172.57
6        3920.04        4076.76
7        3865.44        3941.11
8        3812.06        3877.58
9        3778.68        3841.09
10        3564.06        3783.38
11        3553.72         3687.4
12        3510.29         3580.7
13        3472.84        3538.45
14         3420.5        3497.45
15        3387.45        3463.03
16        3278.38        3407.36
17        3206.18        3359.37
18        3183.51        3288.37
19        3141.38        3225.74
20        3033.84        3171.27
21         3021.2        3113.29
22        3002.33        3057.62
23         2969.5        3021.51
24        2962.49        3000.39
25         2930.1        2976.37
26        2880.24        2953.22
27        2874.97        2935.75
28        2870.58        2909.44
29        2823.89        2882.37
30        2748.57        2870.12
31         2694.8        2828.44
32        2683.88        2752.18
33         2671.1        2699.44
34        2646.13        2687.87
35        2619.38        2677.13
36        2579.67        2667.39
37        2575.43        2622.99
38         2566.7        2600.36
39        2530.91        2584.96
40        2515.34        2567.91
41        2499.25        2543.24
42         2493.2        2524.58
43        2479.49        2517.63
44         2469.9        2508.83
45        2450.04         2492.1
46        2449.88        2475.31
47        2425.74           2465
48        2413.48        2449.31
49        2400.99         2442.1
50        2349.68        2421.24
51        2340.98        2415.88
52        2337.31        2383.36
53        2318.88        2370.68
54        2314.34        2350.31
55        2303.32        2331.84
56        2302.18        2323.34
57        2289.65        2316.22
58        2266.44        2314.99
59        2245.14        2301.17
60        2252.45        2297.99
61        2252.45        2292.14
62         2245.3         2286.4
63        2243.21        2271.89
64        2235.11        2252.57
65        2226.17        2252.01
66        2222.83        2247.91
67        2215.53        2248.24
68         2203.7        2234.56
69         2203.7        2247.15
70        2203.13        2228.49
71        2195.55        2229.01
72        2195.55        2236.46
73        2194.02        2219.78
74        2184.53        2212.53
75        2184.18        2212.11
76        2171.68        2201.51
77        2171.37        2201.32
78        2171.32        2195.68
79        2168.03        2202.14
80        2155.31        2196.36
81        2138.56        2181.27
82        2138.56        2178.96
83        2138.56        2174.36
84        2136.44        2169.66
85         2132.1        2151.19
86        2128.31        2151.45
87        2122.94        2153.87
88        2120.45        2159.93
89        2117.97        2148.47
90        2111.33        2139.24
91        2111.33        2136.98
92        2107.83        2132.86
93        2107.83        2140.32
94        2100.52        2126.14
95        2100.17        2129.56
96        2100.17        2132.38
97        2094.35        2127.35
98        2091.15        2120.88
99        2075.92        2126.26
100        2041.89        2100.82
101        2041.89        2084.54
102        2037.98        2075.54
103        2037.98        2071.36
104        2037.98        2068.71
105        2034.14        2068.38
106        2030.35        2057.35
107        2019.03        2046.85
108        2019.03        2054.68
109        2019.03        2040.47
110        2007.48        2047.21
111        2003.39        2037.11
112        2003.39        2037.25
113        2003.39        2035.74
114        2003.02        2041.84
115        2001.63        2019.55
116        1999.41        2027.86
117        1992.08        2024.66
118        1986.76        2024.17
119        1981.33        2008.55
120        1981.33        2007.72
121        1981.33        2014.96
122        1981.33        2016.95
123        1981.33        2007.05
124        1981.33         2006.5
125        1975.72        2010.35
126        1975.72        2008.89
127        1970.57        2009.36
128        1970.57        2001.74
129         1970.5         2005.8
130        1969.62        2018.63
131        1969.62        1997.67
132        1969.14        1995.34
133        1968.98        1994.84
134        1967.53        1983.45
135        1954.33        1988.23
136        1954.33        2001.56
137        1950.13        1994.09
138         1946.4         1982.7
139         1946.4        1978.81
140        1945.35        1970.45
