GEN #         BEST_L         L_MEAN
440        1698.83        1723.35
441        1698.25        1722.08
442        1698.25        1736.01
443        1698.25        1733.77
444        1698.25        1740.24
445        1698.25        1727.33
446        1698.25        1722.35
447        1698.25        1722.56
448        1698.25        1744.26
449        1698.25        1722.06
450        1696.64        1720.25
451        1696.64        1725.44
452        1696.64        1741.53
453        1696.64        1743.22
454        1696.64        1724.71
455        1696.64        1725.32
456        1696.21        1718.93
457        1696.21        1726.69
458        1696.21        1719.19
459        1695.93        1721.51
460        1694.85        1728.48
461        1694.85        1724.63
462        1694.48        1722.53
463        1694.48        1721.66
464        1694.48         1739.1
465        1694.48        1730.22
466        1694.48         1730.7
467        1694.48        1728.95
468        1694.48         1721.2
469        1694.48        1728.34
470         1694.5         1710.6
471         1694.5         1720.2
472         1694.5        1723.67
473        1693.96        1721.39
474        1693.48        1720.38
475        1693.48        1719.13
476        1693.48        1721.17
477        1693.48        1716.25
478        1693.48        1725.18
479        1693.48        1725.58
480         1693.8        1734.69
481         1693.8        1731.92
482         1693.8        1720.62
483         1693.8        1723.32
484         1693.8        1717.75
485         1693.8        1724.72
486         1693.8        1721.11
487         1693.8        1715.34
488         1693.8        1721.16
489         1693.8        1709.67
490        1690.31        1720.71
491        1690.31        1716.46
492        1690.31        1721.68
493        1690.31        1723.97
494        1690.31        1709.74
495        1690.31         1721.7
496        1690.31        1716.59
497        1690.31        1725.37
498        1690.31         1722.9
499        1689.05        1729.84
500        1689.05        1717.46
