GEN #         BEST_L         L_MEAN
1        4782.49        5194.12
2        4739.83        4915.37
3        4579.35         4751.6
4        4493.37        4644.07
5        4467.98        4547.15
6        4424.24        4473.75
7        4360.02        4418.15
8        4202.99         4357.4
9        4119.41        4271.45
10        3997.39         4180.2
11        3969.04        4094.74
12        3837.01        3988.53
13        3760.17        3930.05
14        3715.45        3831.25
15        3621.78        3747.37
16        3594.06        3678.87
17        3527.34        3631.16
18        3456.35        3578.71
19         3436.6        3513.37
20        3423.44        3474.67
21         3349.8        3439.01
22        3302.87        3392.19
23        3287.59        3346.92
24        3182.47         3307.2
25        3164.67        3263.93
26        3115.13        3204.21
27        3077.65        3150.82
28        3072.01        3117.42
29        3013.71        3085.27
30        3004.16        3052.15
31        2982.99        3022.51
32        2958.23        3001.08
33        2907.25        2987.93
34        2905.33        2963.33
35        2863.89        2935.76
36        2862.04         2905.7
37        2832.76        2880.76
38        2825.02        2858.11
39        2801.48        2839.05
40        2764.22        2827.01
41        2694.34         2797.1
42        2678.49        2759.85
43        2660.92        2715.59
44        2621.81         2679.1
45        2614.93        2651.98
46        2568.64        2632.36
47        2568.64        2610.23
48        2546.16        2583.87
49        2536.39        2564.08
50         2497.1        2551.77
51         2497.1        2544.53
52        2487.88         2532.9
53        2468.24        2518.95
54        2460.45        2503.14
55        2446.72        2486.87
56        2443.55        2471.94
57        2443.55        2465.15
58        2431.99        2466.88
59        2399.54        2448.77
60        2399.54        2439.53
61        2399.54        2436.01
62        2399.54        2422.89
63         2387.9        2410.19
64         2378.4        2409.87
65        2369.93        2405.03
66        2360.33        2396.32
67        2360.33        2390.47
68        2352.07        2382.89
69        2350.24        2384.43
70         2346.7        2374.15
71        2326.13         2364.8
72        2326.13        2356.26
73        2326.13        2356.27
74        2304.01        2348.11
75        2295.63        2337.83
76        2282.31        2328.44
77        2275.62        2317.38
78        2267.13        2312.51
79        2263.46        2301.46
80        2256.56        2279.08
81        2256.56        2284.57
82        2246.74        2276.33
83        2233.42        2267.24
84        2228.66        2257.64
85         2223.2        2259.47
86         2223.2        2256.39
87         2221.4        2254.29
88        2214.77        2257.87
89        2214.17        2236.04
90        2207.58        2244.87
91        2207.23        2233.56
92        2204.01        2241.34
93        2204.01        2228.34
94        2197.79        2231.41
95        2197.79        2219.24
96         2192.7         2223.5
97         2192.7         2223.2
98         2177.6        2218.16
99         2177.6        2204.13
100        2169.95        2206.06
101        2169.51        2210.55
102        2158.31        2194.68
103        2158.31        2178.35
104         2152.6        2178.29
105        2142.18        2185.54
106        2129.72        2168.38
107        2111.08        2162.04
108        2111.08        2155.96
109        2111.08        2155.85
110        2111.08        2140.37
111        2111.08        2136.61
112        2108.44        2136.43
113        2103.12        2126.73
114        2086.57        2128.72
115        2086.57        2124.73
116        2086.57        2111.92
117        2084.38        2116.01
118        2084.38        2102.78
119        2084.38        2102.48
120        2079.87        2101.94
121        2079.48        2105.49
122        2078.46         2114.9
123        2076.49        2101.75
124        2076.49        2106.35
125        2070.54        2097.33
126        2070.54         2088.4
127        2065.71        2096.24
128        2065.71        2095.83
129        2065.71        2102.15
130        2065.71        2095.76
131        2017.62        2091.47
132        2017.62         2082.1
133        2017.62        2069.38
134        2017.62        2052.56
135        2017.62        2050.07
136        2015.85        2050.79
137        2009.19        2040.41
138        1955.24        2030.54
139        1953.58        2024.81
140        1953.58        1981.89
141        1953.58        1981.47
142        1953.13        1976.04
143        1953.13        1992.76
144        1952.94         1992.4
145        1952.14        1995.04
146        1950.42        1973.27
147        1949.64        1975.68
148         1949.3        1967.65
149        1941.82        1969.55
150        1935.45         1970.9
151        1935.45        1969.67
152        1935.45         1963.6
153        1928.56        1957.19
154        1927.62        1950.33
155        1925.52        1953.79
156        1919.66         1947.2
157        1915.59        1944.99
158        1915.59        1946.09
159        1914.56        1941.59
160        1912.89        1946.77
161        1912.74        1943.41
162        1912.74        1948.64
163        1912.74        1940.99
164        1910.63        1930.68
165        1905.53        1935.87
166        1905.53        1927.02
167        1905.53        1927.57
168        1901.21        1940.42
169        1901.21        1939.26
170         1899.2        1926.76
171        1898.75        1927.87
172        1898.75        1920.05
173        1895.57        1926.73
174        1895.57        1916.19
175        1892.13        1916.78
176        1892.13         1914.4
177        1892.13        1923.23
178        1890.12        1913.92
179         1889.8        1912.64
180        1888.56        1918.75
181        1888.56        1910.02
182        1882.12        1903.86
183        1880.37        1912.88
184        1880.37        1904.51
185        1880.37        1898.76
186        1880.37        1897.27
187         1879.1        1902.45
188         1879.1        1913.16
189        1877.04        1907.57
190        1877.04        1906.92
191        1877.04        1904.88
192        1877.04        1897.27
193         1875.5        1904.99
194         1875.5         1898.9
195        1873.68        1895.07
196        1873.68        1894.79
197        1873.68        1895.01
198        1871.33        1893.18
199        1867.65         1889.8
200        1867.65        1896.95
201        1867.65        1895.66
202        1859.81        1891.04
203        1859.81        1889.27
204        1859.81        1888.19
205        1859.81        1893.37
206        1859.81        1888.05
207        1859.81        1880.52
208        1855.02        1889.12
209        1855.02        1879.24
210        1855.02        1883.91
211        1855.02         1883.7
212        1855.02        1878.84
213        1855.02        1885.43
214        1855.02        1878.99
215        1855.02        1874.77
216        1853.51        1875.62
217        1846.01        1872.01
218        1846.01        1871.77
219        1846.01        1877.46
220        1846.01        1874.59
221        1846.01        1886.46
222        1844.25        1881.24
223        1844.25        1869.36
224        1844.25        1871.73
225        1842.35        1872.59
226        1842.35        1868.74
227        1842.35         1884.8
228        1842.35        1873.77
229        1842.35        1874.68
230        1842.35        1871.95
231        1836.99        1869.84
232        1836.99        1864.45
233        1836.99           1868
234        1835.85        1867.83
235        1835.85        1865.21
236        1835.23        1862.78
237        1835.23        1864.94
238        1834.07        1862.94
239        1834.07        1864.51
240        1834.07        1861.49
241        1834.07        1858.29
242        1834.07        1870.67
243        1831.22        1869.42
244        1831.22        1874.45
245        1828.58        1848.34
246        1828.58        1856.64
247        1828.58        1853.04
248        1828.58         1857.4
249        1828.58        1851.34
250        1828.58        1855.42
251        1828.58        1851.09
252        1827.37        1846.36
253        1825.96        1848.21
254        1825.56        1845.51
255        1825.56        1843.53
256        1825.56        1859.07
257        1825.56        1852.87
258        1825.56        1855.77
259        1825.56        1843.17
260        1825.56        1854.09
261        1825.56        1859.93
262        1825.56        1851.95
263        1823.66        1841.36
264        1817.41        1846.55
265        1817.41        1853.59
266        1817.41        1842.15
267        1816.92        1849.23
268        1816.92        1845.15
269         1815.5        1838.06
270         1815.5        1846.73
271        1813.93        1836.22
272        1813.42        1849.34
273        1810.48        1835.09
274        1810.48        1847.04
275        1810.48        1843.27
276        1808.92           1832
277        1808.92        1837.49
278        1807.15        1833.97
279        1806.12        1825.97
280        1806.12        1836.66
281        1804.05        1831.09
282         1803.3        1840.99
283        1801.36        1821.86
284        1801.36        1818.55
285        1800.42        1826.11
286        1800.42        1831.01
287        1798.59        1830.36
288        1798.59        1823.49
289        1798.59        1826.23
290        1798.59         1825.7
291        1798.59        1831.09
292        1794.02        1835.56
293        1794.02         1829.1
294        1794.02        1831.39
295        1794.02        1827.28
296        1790.89        1821.04
297        1790.89        1825.93
298        1787.27        1821.28
299        1787.27        1818.29
300        1787.27        1813.36
301        1787.27        1814.31
302        1787.27        1817.22
303        1785.57        1814.56
304        1785.57        1814.39
305        1785.57        1818.28
306        1784.26        1808.65
307        1784.26        1804.29
308        1784.26        1810.39
309        1784.26        1804.05
310        1784.26        1800.99
311        1784.26        1832.57
312        1784.26        1810.62
313        1783.36        1817.27
314        1781.38        1813.32
315         1778.6        1799.02
316         1778.6        1809.72
317        1777.22        1797.53
318        1777.22        1812.27
319        1777.22        1802.18
320        1776.16        1807.82
321        1776.13        1802.08
322        1776.13        1806.43
323        1776.13         1813.5
324        1775.26        1798.53
325        1775.26        1800.62
326        1775.26        1797.48
327        1775.26        1790.33
328        1773.14        1801.83
329        1773.14        1802.38
330        1773.14        1798.87
331        1773.14        1800.88
332        1773.14        1802.39
333        1773.14        1799.82
334        1773.14         1796.9
335        1773.14        1798.02
336        1773.14        1807.27
337        1769.03        1792.66
338        1769.03        1804.09
339        1768.81        1798.94
340        1768.81        1800.43
341        1768.81        1789.42
342        1768.81        1803.59
343        1768.81        1792.44
344        1764.85        1787.63
345        1764.85        1786.97
346        1764.85        1805.28
347        1763.84        1797.16
348        1763.84        1795.78
349        1763.84        1794.62
350        1763.84        1801.26
351        1763.84        1789.13
352        1763.84        1794.12
353        1763.84         1784.8
354        1763.84        1785.08
355        1763.84        1796.58
356        1763.84        1798.24
357        1763.84        1807.44
358        1763.84        1791.07
359        1763.84         1809.2
360        1763.84        1789.15
361        1763.84        1792.34
362        1763.84        1791.49
363        1763.84         1790.9
364        1763.23        1798.01
365        1763.23        1790.84
366        1763.23        1784.85
367        1763.23        1796.25
368        1760.03        1777.42
369        1760.03        1783.97
370        1760.03        1799.91
371        1759.61        1786.77
372        1757.83        1775.46
373        1757.83        1796.09
374        1757.83        1788.57
375        1757.83         1784.9
376        1757.83        1790.56
377        1757.83        1781.82
378        1757.83        1782.29
379        1757.83        1791.28
380        1757.83        1783.74
381        1755.73        1781.47
382        1755.73        1800.03
383        1755.73        1789.56
384        1755.73        1789.43
385        1754.12        1788.23
386        1754.12        1785.08
387        1754.12        1777.05
388        1754.08        1767.67
389        1754.08        1777.43
390        1754.08        1782.96
391        1753.92        1782.61
392        1753.92        1787.19
393        1753.92        1781.46
394        1753.92        1773.58
395        1753.92        1777.48
396        1753.92         1780.6
397        1753.92        1778.73
398        1753.92        1795.77
399        1750.75        1774.34
400        1745.79        1777.16
401        1745.79        1773.67
402        1745.79        1780.03
403        1745.79           1789
404        1745.79        1774.49
405        1745.79           1779
406        1745.79        1800.38
407        1745.67        1772.24
408        1745.67        1771.85
409        1745.67        1777.25
410        1745.67        1779.66
411        1745.67        1767.85
412        1745.67        1777.86
413        1745.67        1785.09
414         1741.4        1774.45
415         1741.4         1776.8
416         1741.4        1779.12
417         1741.4        1774.91
418         1741.4        1766.55
419         1741.4        1772.44
420         1741.4        1766.73
421         1741.4        1768.92
422         1741.4        1765.32
423         1741.4         1766.9
424         1741.4        1765.17
425         1741.4        1766.97
426        1741.33         1767.3
427        1741.33        1772.92
428        1741.33        1776.35
429        1737.22        1765.62
430        1737.22        1770.76
431        1737.22        1771.04
432        1737.22        1759.75
433        1737.22        1762.82
434        1737.22        1767.83
435        1737.22        1760.23
436        1737.22        1760.23
437        1737.22        1766.05
438        1737.22         1763.6
439        1737.22        1762.21
440        1737.22        1765.04
441        1737.22         1764.1
442        1737.22         1768.5
443        1737.22        1774.82
444        1737.22        1763.28
445        1737.22         1777.4
446        1737.22        1759.98
447        1737.22        1765.47
448        1737.22        1768.07
449        1737.22        1783.99
450        1737.22        1774.78
451        1737.22        1759.63
452        1737.22        1775.52
453        1737.22        1756.98
454        1737.22        1760.27
455        1733.92        1776.24
456        1733.45        1772.62
457        1733.45        1757.86
458        1732.95        1766.84
459        1732.95        1768.89
460        1728.85        1755.79
461        1728.85        1754.57
462        1728.85        1763.84
463        1726.89        1760.92
464        1726.89        1770.37
465        1721.58        1750.41
466        1721.58        1767.78
467        1714.53        1754.95
468        1714.53        1747.78
469        1714.53        1746.46
470        1714.53        1741.43
471        1714.53        1746.68
472        1714.53        1751.23
473        1714.53        1749.58
474        1714.53        1747.63
475        1714.53        1739.77
476        1714.53        1748.05
477        1714.53        1732.75
478        1714.53        1759.61
479        1714.53        1742.86
480        1714.53        1762.26
481        1714.53        1732.88
482        1711.76        1753.22
483        1711.76        1734.81
484        1711.76        1736.43
485        1711.76        1726.03
486        1711.76        1738.17
487        1711.76        1731.76
488        1710.85        1733.73
489        1710.85        1739.36
490        1710.85        1736.46
491        1709.87        1732.41
492        1708.47        1742.93
493        1708.47        1739.45
494        1708.47           1746
495        1708.47           1746
496        1708.47        1743.51
497        1708.47        1735.57
498        1708.47        1740.57
499        1708.22        1736.11
500        1708.22        1742.74
