#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.460984   -0.460984           0
           2   -0.464216     -0.4626  0.00114268
           3   -0.461704   -0.462301  0.00079987
           4   -0.458008   -0.461228  0.00110631
           5   -0.459968   -0.460976 0.000913296
           6   -0.462944   -0.461304 0.000817861
           7    -0.46284   -0.461523 0.000729866
           8   -0.461592   -0.461532 0.000638683
           9   -0.465136   -0.461932 0.000681794
          10   -0.461496   -0.461889  0.00061501
          11   -0.461512   -0.461855 0.000560053
          12   -0.461992   -0.461866 0.000513499
          13   -0.463064   -0.461958 0.000482197
          14   -0.464664   -0.462151 0.000484944
          15   -0.465088   -0.462347 0.000490542
          16   -0.463136   -0.462397 0.000462354
          17    -0.46168   -0.462354 0.000437073
          18   -0.463688   -0.462428 0.000419024
          19   -0.460872   -0.462347 0.000404899
          20   -0.460184   -0.462238  0.00039883
          21   -0.464744   -0.462358 0.000397284
          22   -0.461296   -0.462309 0.000382146
          23   -0.461936   -0.462293 0.000365876
          24    -0.46292   -0.462319 0.000351562
          25     -0.4638   -0.462379 0.000342452
          26   -0.460312   -0.462299 0.000338379
          27   -0.462688   -0.462313 0.000326153
          28   -0.463784   -0.462366 0.000318705
          29   -0.460544   -0.462303 0.000313847
          30   -0.462328   -0.462304 0.000303386
