#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         489    0.813052    0.799378  0.00286205
         490    0.797491    0.799374  0.00285621
         491    0.786194    0.799348  0.00285052
         492    0.780433    0.799309  0.00284499
         493    0.781993    0.799274  0.00283943
         494    0.798751    0.799273  0.00283368
         495    0.810078    0.799295  0.00282804
         496    0.809085    0.799314  0.00282241
         497    0.816439    0.799349  0.00281694
         498    0.828869    0.799408  0.00281191
         499    0.824925    0.799459  0.00280674
         500    0.808031    0.799476  0.00280118
