#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504904   -0.504904           0
           2   -0.505856    -0.50538 0.000336583
           3   -0.503448   -0.504736   0.0005717
           4   -0.500976   -0.503796  0.00092008
           5     -0.5046   -0.503957 0.000749984
           6   -0.507344   -0.504521 0.000810056
           7   -0.507144   -0.504896 0.000776157
           8   -0.504344   -0.504827 0.000682198
           9   -0.504472   -0.504788 0.000607537
          10    -0.50664   -0.504973 0.000574331
          11   -0.504136   -0.504897 0.000527133
          12   -0.503856    -0.50481 0.000490288
          13   -0.503896    -0.50474 0.000457587
          14   -0.506032   -0.504832 0.000434113
          15      -0.505   -0.504843 0.000405316
          16   -0.503856   -0.504782 0.000384652
          17   -0.502936   -0.504673 0.000377033
          18   -0.504536   -0.504665 0.000356164
          19   -0.507128   -0.504795 0.000360231
          20   -0.499736   -0.504542 0.000421779
          21     -0.5042   -0.504526 0.000402009
          22   -0.503056   -0.504459 0.000389247
          23   -0.506736   -0.504558 0.000384708
          24   -0.505296   -0.504589 0.000369905
          25   -0.505888   -0.504641 0.000358742
          26     -0.5056   -0.504678 0.000346836
          27   -0.502616   -0.504601 0.000342292
          28   -0.502248   -0.504517 0.000340228
          29   -0.503688   -0.504489 0.000329695
          30    -0.50396   -0.504471 0.000319176
