#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.7244     -0.7244           0
           2   -0.727424   -0.725912  0.00106915
           3   -0.722224   -0.724683  0.00123107
           4   -0.719024   -0.723268   0.0015341
           5   -0.720304   -0.722675  0.00133691
           6    -0.72632   -0.723283  0.00124448
           7   -0.723952   -0.723378  0.00107036
           8   -0.724568   -0.723527  0.00094684
           9    -0.72256    -0.72342  0.00084771
          10    -0.72108   -0.723186 0.000794568
          11   -0.721488   -0.723031 0.000737169
          12   -0.718616   -0.722663  0.00076205
          13   -0.720728   -0.722514 0.000717825
          14   -0.725032   -0.722694 0.000688708
          15   -0.716464   -0.722279  0.00075776
          16   -0.720264   -0.722153 0.000720789
          17    -0.72156   -0.722118 0.000679233
          18   -0.717672   -0.721871 0.000684939
          19   -0.719904   -0.721768 0.000656668
          20   -0.717712   -0.721565 0.000654395
          21   -0.720392   -0.721509 0.000625612
          22   -0.722096   -0.721536 0.000597744
          23   -0.719704   -0.721456 0.000577036
          24   -0.720432   -0.721413 0.000554568
          25   -0.723736   -0.721506 0.000540111
          26   -0.719424   -0.721426 0.000525242
          27   -0.717968   -0.721298  0.00052117
          28   -0.724096   -0.721398 0.000512047
          29   -0.720328   -0.721361 0.000495718
          30   -0.721192   -0.721355 0.000479226
