#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         565     -1.6744    -2.77695     0.10995
         566    -1.67206    -2.77499    0.109774
         567    -1.67038    -2.77304    0.109597
         568    -1.66793     -2.7711    0.109422
         569    -1.66614    -2.76916    0.109246
         570    -1.66454    -2.76722    0.109072
         571    -1.66214    -2.76528    0.108898
         572    -1.66016    -2.76335    0.108725
         573    -1.65835    -2.76142    0.108552
         574      -1.656     -2.7595     0.10838
         575    -1.65404    -2.75758    0.108209
         576    -1.65153    -2.75565    0.108038
         577    -1.64918    -2.75374    0.107868
         578    -1.64675    -2.75182    0.107698
         579    -1.64399    -2.74991    0.107529
         580    -1.64138      -2.748    0.107361
         581    -1.63869    -2.74609    0.107193
         582     -1.6359    -2.74418    0.107026
         583    -1.63301    -2.74227    0.106859
         584    -1.63003    -2.74037    0.106693
         585    -1.62718    -2.73847    0.106528
         586    -1.62376    -2.73657    0.106363
         587    -1.62071    -2.73466    0.106199
         588    -1.61755    -2.73276    0.106035
         589    -1.61332    -2.73086    0.105872
         590     -1.6097    -2.72896     0.10571
         591    -1.60597    -2.72706    0.105548
         592    -1.60237    -2.72516    0.105387
         593    -1.59793    -2.72326    0.105226
         594     -1.5941    -2.72136    0.105066
         595    -1.58967    -2.71946    0.104907
         596     -1.5856    -2.71756    0.104748
         597    -1.58118    -2.71565     0.10459
         598    -1.57664    -2.71375    0.104432
         599    -1.57151    -2.71184    0.104275
         600    -1.56626    -2.70993    0.104119
         601     -1.5609    -2.70802    0.103963
         602     -1.5564    -2.70611    0.103808
         603    -1.55105    -2.70419    0.103654
         604    -1.54585    -2.70227      0.1035
         605    -1.54029    -2.70035    0.103347
         606    -1.53488    -2.69843    0.103194
         607    -1.52936     -2.6965    0.103042
         608    -1.52327    -2.69458     0.10289
         609    -1.51756    -2.69264     0.10274
         610    -1.51153    -2.69071    0.102589
         611    -1.50613    -2.68877     0.10244
         612    -1.50065    -2.68683    0.102291
         613    -1.49436    -2.68488    0.102143
         614    -1.48801    -2.68293    0.101995
         615    -1.48182    -2.68098    0.101848
         616    -1.47581    -2.67902    0.101701
         617    -1.46926    -2.67706    0.101555
         618    -1.46289     -2.6751     0.10141
         619    -1.45598    -2.67313    0.101265
         620    -1.44927    -2.67115    0.101121
         621    -1.44203    -2.66917    0.100978
         622    -1.43547    -2.66719    0.100835
         623    -1.42887     -2.6652    0.100692
         624    -1.42249    -2.66321    0.100551
         625    -1.41631    -2.66122     0.10041
         626    -1.40939    -2.65922    0.100269
         627     -1.4022    -2.65721    0.100129
         628    -1.39523     -2.6552     0.09999
         629    -1.38872    -2.65319   0.0998513
         630    -1.38196    -2.65117   0.0997132
         631    -1.37519    -2.64915   0.0995757
         632     -1.3684    -2.64712   0.0994387
         633    -1.36135    -2.64509   0.0993024
         634    -1.35478    -2.64306   0.0991666
         635     -1.3482    -2.64102   0.0990314
         636    -1.34138    -2.63897   0.0988968
         637     -1.3343    -2.63692   0.0987627
         638    -1.32745    -2.63487   0.0986293
         639     -1.3206    -2.63282   0.0984964
         640    -1.31374    -2.63075    0.098364
         641    -1.30734    -2.62869   0.0982322
         642    -1.29998    -2.62662    0.098101
         643    -1.29309    -2.62455   0.0979704
         644    -1.28618    -2.62247   0.0978403
         645    -1.27902    -2.62039   0.0977108
         646    -1.27137     -2.6183   0.0975818
         647    -1.26466     -2.6162   0.0974534
         648    -1.25745    -2.61411   0.0973256
         649    -1.25047    -2.61201   0.0971983
         650    -1.24347     -2.6099   0.0970716
         651    -1.23598    -2.60779   0.0969454
         652    -1.22966    -2.60568   0.0968197
         653    -1.22261    -2.60356   0.0966946
         654     -1.2153    -2.60144   0.0965701
         655    -1.20846    -2.59931   0.0964461
         656    -1.20159    -2.59718   0.0963226
         657    -1.19471    -2.59504   0.0961996
         658     -1.1883    -2.59291   0.0960772
         659    -1.18092    -2.59076   0.0959553
         660    -1.17376    -2.58862   0.0958339
         661    -1.16708    -2.58647    0.095713
         662    -1.15992    -2.58431   0.0955927
         663    -1.15227    -2.58215   0.0954729
         664    -1.14511    -2.57999   0.0953537
         665     -1.1382    -2.57782   0.0952349
         666    -1.13106    -2.57565   0.0951167
         667    -1.12371    -2.57347    0.094999
         668    -1.11662    -2.57129   0.0948818
         669    -1.10956     -2.5691   0.0947651
         670    -1.10254    -2.56692    0.094649
         671    -1.09509    -2.56472   0.0945333
         672    -1.08794    -2.56252   0.0944182
         673     -1.0811    -2.56032   0.0943036
         674    -1.07433    -2.55812   0.0941894
         675    -1.06812    -2.55591   0.0940757
         676    -1.06056     -2.5537   0.0939626
         677    -1.05335    -2.55148   0.0938499
         678    -1.04649    -2.54926   0.0937377
         679    -1.04023    -2.54704    0.093626
         680    -1.03362    -2.54481   0.0935148
         681     -1.0274    -2.54259    0.093404
         682    -1.02157    -2.54036   0.0932937
         683    -1.01638    -2.53813   0.0931838
