#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         674     1.58071     1.85396   0.0166667
         675     1.57885     1.85355    0.016647
         676       1.577     1.85314   0.0166274
         677     1.57516     1.85273   0.0166079
         678     1.57333     1.85232   0.0165885
         679     1.57153     1.85191   0.0165692
         680     1.56974     1.85149   0.0165501
         681     1.56798     1.85108    0.016531
         682     1.56624     1.85066    0.016512
         683     1.56453     1.85024   0.0164932
         684     1.56285     1.84982   0.0164744
         685      1.5612      1.8494   0.0164557
         686     1.55959     1.84897   0.0164372
         687     1.55802     1.84855   0.0164187
         688     1.55648     1.84813   0.0164003
         689     1.55499      1.8477    0.016382
         690     1.55355     1.84727   0.0163639
         691     1.55215     1.84685   0.0163457
         692      1.5508     1.84642   0.0163277
         693     1.54951     1.84599   0.0163098
         694     1.54827     1.84556   0.0162919
         695     1.54709     1.84513   0.0162741
         696     1.54598      1.8447   0.0162564
         697     1.54492     1.84427   0.0162388
         698     1.54393     1.84384   0.0162212
         699     1.54301     1.84341   0.0162037
         700     1.54216     1.84298   0.0161863
         701     1.54137     1.84255   0.0161689
         702     1.54066     1.84212   0.0161516
         703     1.54002     1.84169   0.0161344
         704     1.53945     1.84126   0.0161171
         705     1.53896     1.84083      0.0161
         706     1.53854     1.84041   0.0160829
         707     1.53821     1.83998   0.0160658
         708     1.53794     1.83955   0.0160488
         709     1.53776     1.83913   0.0160318
         710     1.53765      1.8387   0.0160148
         711     1.53762     1.83828   0.0159979
         712     1.53767     1.83786    0.015981
         713      1.5378     1.83744   0.0159641
         714       1.538     1.83702   0.0159473
         715     1.53829      1.8366   0.0159304
         716     1.53865     1.83618   0.0159136
         717     1.53908     1.83577   0.0158968
         718     1.53959     1.83535     0.01588
         719     1.54018     1.83494   0.0158633
         720     1.54084     1.83454   0.0158465
         721     1.54156     1.83413   0.0158297
         722     1.54236     1.83373   0.0158129
         723     1.54323     1.83332   0.0157962
         724     1.54416     1.83292   0.0157794
         725     1.54516     1.83253   0.0157626
