#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.64596    -0.64596           0
           2   -0.650424   -0.648192  0.00157826
           3   -0.645784   -0.647389  0.00123959
           4   -0.646384   -0.647138 0.000954833
           5   -0.646416   -0.646994 0.000774709
           6    -0.65076   -0.647621 0.000863227
           7   -0.648168   -0.647699 0.000743433
           8   -0.648192   -0.647761 0.000653049
           9    -0.64948   -0.647952 0.000607778
          10    -0.64772   -0.647929 0.000547443
          11   -0.646632   -0.647811 0.000510211
          12     -0.6448    -0.64756 0.000525782
          13   -0.649784   -0.647731 0.000512414
          14   -0.648504   -0.647786 0.000478778
          15   -0.644672   -0.647579 0.000489811
          16   -0.648568   -0.647641 0.000463084
          17   -0.644816   -0.647474 0.000464695
          18   -0.642448   -0.647195 0.000516002
          19   -0.646416   -0.647154 0.000490471
          20   -0.642992   -0.646946 0.000508182
          21   -0.649608   -0.647073 0.000499543
          22   -0.643288   -0.646901 0.000505592
          23   -0.648032    -0.64695 0.000485997
          24   -0.648816   -0.647028 0.000471926
          25   -0.646984   -0.647026 0.000453052
          26   -0.648456   -0.647081 0.000438953
          27   -0.645336   -0.647016 0.000427426
          28      -0.642   -0.646837 0.000448137
          29   -0.643736    -0.64673  0.00044526
          30   -0.645672   -0.646695 0.000431813
