#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         435     1.16837     1.17357   0.0198286
         436     1.16658     1.17356   0.0197832
         437     1.16478     1.17354   0.0197379
         438     1.16298     1.17351   0.0196928
         439     1.16116     1.17348    0.019648
         440     1.15934     1.17345   0.0196034
         441     1.15751     1.17341    0.019559
         442     1.15568     1.17337   0.0195147
         443     1.15385     1.17333   0.0194707
         444     1.15201     1.17328    0.019427
         445     1.15016     1.17323   0.0193834
         446     1.14832     1.17317     0.01934
         447     1.14648     1.17311   0.0192968
         448     1.14464     1.17305   0.0192538
         449     1.14281     1.17298   0.0192111
         450     1.14098     1.17291   0.0191685
         451     1.13916     1.17284   0.0191262
         452     1.13735     1.17276    0.019084
         453     1.13554     1.17268   0.0190421
         454     1.13374     1.17259   0.0190003
         455     1.13196      1.1725   0.0189588
         456     1.13019     1.17241   0.0189174
         457     1.12843     1.17231   0.0188763
         458     1.12669     1.17221   0.0188353
         459     1.12497     1.17211   0.0187946
         460     1.12327       1.172    0.018754
         461     1.12158      1.1719   0.0187136
         462     1.11993     1.17178   0.0186735
         463     1.11829     1.17167   0.0186335
         464     1.11667     1.17155   0.0185937
         465     1.11508     1.17143   0.0185541
         466     1.11352      1.1713   0.0185147
         467     1.11199     1.17118   0.0184755
         468     1.11048     1.17105   0.0184365
         469     1.10901     1.17091   0.0183977
         470     1.10757     1.17078    0.018359
         471     1.10616     1.17064   0.0183205
         472     1.10479      1.1705   0.0182823
         473     1.10345     1.17036   0.0182442
         474     1.10215     1.17022   0.0182062
         475     1.10089     1.17007   0.0181685
         476     1.09966     1.16992   0.0181309
         477     1.09848     1.16977   0.0180935
         478     1.09733     1.16962   0.0180563
         479     1.09623     1.16947   0.0180193
         480     1.09517     1.16931   0.0179824
         481     1.09415     1.16916   0.0179457
         482     1.09318       1.169   0.0179091
         483     1.09225     1.16884   0.0178728
         484     1.09137     1.16868   0.0178366
         485     1.09053     1.16852   0.0178005
         486     1.08974     1.16836   0.0177646
         487       1.089     1.16819   0.0177289
         488     1.08831     1.16803   0.0176933
         489     1.08766     1.16787   0.0176579
         490     1.08706      1.1677   0.0176226
         491     1.08651     1.16754   0.0175875
         492     1.08601     1.16737   0.0175525
         493     1.08556      1.1672   0.0175177
         494     1.08516     1.16704   0.0174831
         495     1.08481     1.16687   0.0174485
         496     1.08451     1.16671   0.0174141
         497     1.08426     1.16654   0.0173799
         498     1.08406     1.16637   0.0173458
         499     1.08392     1.16621   0.0173118
         500     1.08383     1.16604    0.017278
         501     1.08379     1.16588   0.0172443
         502     1.08381     1.16572   0.0172107
         503     1.08388     1.16555   0.0171772
         504       1.084     1.16539   0.0171439
         505     1.08417     1.16523   0.0171107
         506      1.0844     1.16507   0.0170777
         507     1.08468     1.16491   0.0170447
         508     1.08502     1.16476   0.0170119
         509     1.08541      1.1646   0.0169792
         510     1.08585     1.16445   0.0169466
         511     1.08635     1.16429   0.0169141
         512      1.0869     1.16414   0.0168817
         513     1.08752     1.16399   0.0168495
         514     1.08818     1.16384   0.0168174
         515     1.08891      1.1637   0.0167853
         516     1.08969     1.16356   0.0167534
         517     1.09052     1.16341   0.0167216
         518     1.09142     1.16328   0.0166899
         519     1.09236     1.16314   0.0166583
         520     1.09337       1.163   0.0166268
         521     1.09442     1.16287   0.0165954
         522     1.09554     1.16274   0.0165641
         523      1.0967     1.16262   0.0165329
         524     1.09792     1.16249   0.0165019
         525     1.09919     1.16237   0.0164709
         526     1.10051     1.16226     0.01644
         527     1.10189     1.16214   0.0164092
         528     1.10331     1.16203   0.0163785
         529     1.10479     1.16192   0.0163479
         530     1.10632     1.16182   0.0163174
         531     1.10789     1.16172   0.0162869
         532     1.10951     1.16162   0.0162566
         533     1.11119     1.16152   0.0162264
         534      1.1129     1.16143   0.0161963
         535     1.11466     1.16134   0.0161662
         536     1.11647     1.16126   0.0161363
         537     1.11831     1.16118   0.0161064
         538     1.12019      1.1611   0.0160767
         539     1.12211     1.16103    0.016047
         540     1.12407     1.16096   0.0160174
         541     1.12605      1.1609    0.015988
         542     1.12807     1.16084   0.0159586
         543     1.13012     1.16078   0.0159293
         544     1.13219     1.16073   0.0159001
         545     1.13428     1.16068    0.015871
         546      1.1364     1.16064    0.015842
         547     1.13855      1.1606   0.0158131
         548      1.1407     1.16056   0.0157843
         549     1.14287     1.16053   0.0157556
         550     1.14506      1.1605   0.0157269
         551     1.14725     1.16048   0.0156984
         552     1.14944     1.16046     0.01567
         553     1.15164     1.16044   0.0156417
         554     1.15384     1.16043   0.0156134
         555     1.15603     1.16042   0.0155853
         556     1.15823     1.16042   0.0155573
         557     1.16041     1.16042   0.0155293
         558     1.16258     1.16042   0.0155015
         559     1.16475     1.16043   0.0154738
         560     1.16689     1.16044   0.0154461
         561     1.16902     1.16045   0.0154186
         562     1.17112     1.16047   0.0153912
         563     1.17321      1.1605   0.0153639
         564     1.17527     1.16052   0.0153367
         565      1.1773     1.16055   0.0153095
         566     1.17929     1.16058   0.0152825
         567     1.18126     1.16062   0.0152556
         568     1.18319     1.16066   0.0152288
         569     1.18509      1.1607   0.0152021
         570     1.18695     1.16075   0.0151755
         571     1.18877      1.1608    0.015149
         572     1.19055     1.16085   0.0151226
         573     1.19228     1.16091   0.0150963
         574     1.19398     1.16096   0.0150701
         575     1.19563     1.16102    0.015044
         576     1.19724     1.16109   0.0150181
         577     1.19879     1.16115   0.0149922
         578     1.20031     1.16122   0.0149664
         579     1.20177     1.16129   0.0149407
         580     1.20319     1.16136   0.0149151
         581     1.20456     1.16144   0.0148896
         582     1.20589     1.16151   0.0148642
         583     1.20716     1.16159    0.014839
         584     1.20839     1.16167   0.0148138
         585     1.20957     1.16175   0.0147887
         586     1.21071     1.16184   0.0147637
         587     1.21181     1.16192   0.0147388
         588     1.21285     1.16201   0.0147139
         589     1.21386      1.1621   0.0146892
         590     1.21481     1.16219   0.0146646
         591     1.21573     1.16228   0.0146401
         592      1.2166     1.16237   0.0146156
         593     1.21743     1.16246   0.0145913
         594     1.21823     1.16255    0.014567
         595     1.21898     1.16265   0.0145428
         596      1.2197     1.16275   0.0145188
         597     1.22039     1.16284   0.0144948
         598     1.22104     1.16294   0.0144708
         599     1.22166     1.16304    0.014447
         600     1.22225     1.16314   0.0144233
         601     1.22282     1.16324   0.0143996
         602     1.22336     1.16334    0.014376
         603     1.22387     1.16344   0.0143526
         604     1.22436     1.16354   0.0143291
         605     1.22483     1.16364   0.0143058
         606     1.22527     1.16374   0.0142826
         607     1.22571     1.16384   0.0142594
         608     1.22612     1.16394   0.0142363
         609     1.22652     1.16405   0.0142133
         610     1.22691     1.16415   0.0141904
         611     1.22729     1.16425   0.0141675
         612     1.22765     1.16436   0.0141448
         613     1.22801     1.16446   0.0141221
         614     1.22836     1.16456   0.0140995
         615      1.2287     1.16467   0.0140769
         616     1.22904     1.16477   0.0140545
         617     1.22938     1.16488   0.0140321
         618     1.22972     1.16498   0.0140098
         619     1.23005     1.16509   0.0139875
         620     1.23039     1.16519   0.0139654
         621     1.23073      1.1653   0.0139433
         622     1.23107      1.1654   0.0139212
         623     1.23142     1.16551   0.0138993
         624     1.23177     1.16562   0.0138774
         625     1.23213     1.16572   0.0138556
         626     1.23249     1.16583   0.0138339
         627     1.23287     1.16594   0.0138123
         628     1.23326     1.16604   0.0137907
         629     1.23365     1.16615   0.0137692
         630     1.23406     1.16626   0.0137477
         631     1.23448     1.16637   0.0137264
         632     1.23492     1.16648   0.0137051
         633     1.23537     1.16658   0.0136839
         634     1.23583     1.16669   0.0136627
         635     1.23631      1.1668   0.0136417
         636      1.2368     1.16691   0.0136206
         637     1.23732     1.16702   0.0135997
         638     1.23784     1.16714   0.0135789
         639     1.23839     1.16725   0.0135581
         640     1.23895     1.16736   0.0135373
         641     1.23953     1.16747   0.0135167
         642     1.24013     1.16758   0.0134961
         643     1.24075      1.1677   0.0134756
         644     1.24138     1.16781   0.0134552
         645     1.24204     1.16793   0.0134348
         646     1.24271     1.16804   0.0134145
         647      1.2434     1.16816   0.0133943
         648     1.24411     1.16828   0.0133741
         649     1.24484      1.1684    0.013354
         650     1.24559     1.16851    0.013334
         651     1.24635     1.16863   0.0133141
         652     1.24713     1.16875   0.0132942
         653     1.24793     1.16888   0.0132744
         654     1.24874       1.169   0.0132546
         655     1.24957     1.16912    0.013235
         656     1.25041     1.16924   0.0132154
         657     1.25127     1.16937   0.0131959
         658     1.25214      1.1695   0.0131764
         659     1.25302     1.16962    0.013157
         660     1.25391     1.16975   0.0131377
         661     1.25482     1.16988   0.0131185
         662     1.25573     1.17001   0.0130993
         663     1.25665     1.17014   0.0130802
         664     1.25758     1.17027   0.0130611
         665     1.25851      1.1704   0.0130422
         666     1.25944     1.17054   0.0130233
         667     1.26037     1.17067   0.0130044
         668     1.26131     1.17081   0.0129857
         669     1.26225     1.17094    0.012967
         670     1.26318     1.17108   0.0129484
         671     1.26411     1.17122   0.0129298
         672     1.26503     1.17136   0.0129113
         673     1.26595      1.1715   0.0128929
         674     1.26686     1.17164   0.0128746
         675     1.26775     1.17178   0.0128563
         676     1.26864     1.17193    0.012838
         677     1.26951     1.17207   0.0128199
         678     1.27036     1.17222   0.0128018
         679      1.2712     1.17236   0.0127838
         680     1.27202     1.17251   0.0127658
         681     1.27282     1.17266   0.0127479
         682      1.2736      1.1728   0.0127301
         683     1.27436     1.17295   0.0127123
         684     1.27508      1.1731   0.0126946
