#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         519   0.0448112   0.0451555  6.6836e-06
         520   0.0448088   0.0451548 6.70394e-06
         521   0.0448068   0.0451542 6.72428e-06
         522   0.0448048   0.0451535 6.74463e-06
         523   0.0448028   0.0451528 6.76499e-06
         524   0.0448008   0.0451522 6.78536e-06
         525   0.0447985   0.0451515 6.80579e-06
         526   0.0447965   0.0451508 6.82623e-06
         527   0.0447947   0.0451501 6.84664e-06
         528   0.0447927   0.0451495 6.86706e-06
         529   0.0447907   0.0451488 6.88749e-06
         530   0.0447886   0.0451481 6.90794e-06
         531   0.0447866   0.0451474  6.9284e-06
         532   0.0447836   0.0451467 6.94905e-06
         533   0.0447813   0.0451461 6.96976e-06
         534   0.0447792   0.0451454 6.99048e-06
         535   0.0447772   0.0451447 7.01121e-06
         536   0.0447751    0.045144 7.03196e-06
         537    0.044773   0.0451433 7.05272e-06
         538   0.0447709   0.0451426  7.0735e-06
         539   0.0447688   0.0451419 7.09429e-06
         540   0.0447667   0.0451412 7.11509e-06
         541   0.0447646   0.0451405 7.13591e-06
         542   0.0447625   0.0451398 7.15675e-06
         543   0.0447602   0.0451391 7.17765e-06
         544    0.044758   0.0451384 7.19856e-06
         545   0.0447559   0.0451377 7.21949e-06
         546   0.0447538    0.045137 7.24044e-06
         547   0.0447516   0.0451363  7.2614e-06
         548   0.0447495   0.0451356 7.28238e-06
         549   0.0447473   0.0451349 7.30338e-06
         550   0.0447449   0.0451342 7.32444e-06
         551   0.0447425   0.0451335 7.34556e-06
         552   0.0447404   0.0451328  7.3667e-06
         553   0.0447382   0.0451321 7.38786e-06
         554    0.044736   0.0451313 7.40903e-06
         555   0.0447336   0.0451306 7.43027e-06
         556   0.0447311   0.0451299 7.45157e-06
         557   0.0447289   0.0451292 7.47289e-06
         558   0.0447269   0.0451285 7.49418e-06
         559   0.0447247   0.0451277  7.5155e-06
         560   0.0447225    0.045127 7.53683e-06
         561     0.04472   0.0451263 7.55823e-06
         562   0.0447173   0.0451256 7.57973e-06
         563   0.0447151   0.0451248 7.60126e-06
         564   0.0447128   0.0451241  7.6228e-06
         565   0.0447106   0.0451234 7.64436e-06
