#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
          61    0.970053    0.970018 2.06061e-06
          62    0.970055    0.970018 2.11193e-06
          63    0.970057    0.970019 2.16368e-06
          64    0.970058     0.97002 2.21584e-06
          65     0.97006     0.97002 2.26841e-06
          66    0.970062    0.970021 2.32139e-06
          67    0.970064    0.970022 2.37477e-06
          68    0.970066    0.970022 2.42856e-06
          69    0.970068    0.970023 2.48275e-06
          70     0.97007    0.970024 2.53733e-06
          71    0.970072    0.970024 2.59231e-06
          72    0.970074    0.970025 2.64768e-06
          73    0.970076    0.970026 2.70344e-06
          74    0.970078    0.970026 2.75958e-06
          75    0.970081    0.970027 2.81611e-06
          76    0.970083    0.970028 2.87302e-06
          77    0.970085    0.970029 2.93031e-06
          78    0.970087    0.970029 2.98797e-06
          79     0.97009     0.97003 3.04601e-06
          80    0.970092    0.970031 3.10442e-06
          81    0.970094    0.970032  3.1632e-06
          82    0.970097    0.970032 3.22235e-06
          83    0.970099    0.970033 3.28186e-06
          84    0.970101    0.970034 3.34174e-06
          85    0.970104    0.970035 3.40198e-06
          86    0.970106    0.970036 3.46258e-06
          87    0.970109    0.970037 3.52353e-06
          88    0.970111    0.970037 3.58484e-06
          89    0.970114    0.970038 3.64651e-06
          90    0.970117    0.970039 3.70852e-06
          91    0.970119     0.97004 3.77089e-06
          92    0.970122    0.970041  3.8336e-06
          93    0.970125    0.970042 3.89666e-06
          94    0.970127    0.970043 3.96007e-06
          95     0.97013    0.970044 4.02382e-06
          96    0.970133    0.970045 4.08791e-06
          97    0.970136    0.970045 4.15234e-06
          98    0.970139    0.970046 4.21711e-06
          99    0.970141    0.970047 4.28221e-06
         100    0.970144    0.970048 4.34766e-06
         101    0.970147    0.970049 4.41343e-06
         102     0.97015     0.97005 4.47954e-06
         103    0.970153    0.970051 4.54598e-06
         104    0.970156    0.970052 4.61274e-06
         105    0.970159    0.970053 4.67984e-06
         106    0.970162    0.970054 4.74726e-06
         107    0.970165    0.970055 4.81501e-06
         108    0.970169    0.970056 4.88309e-06
         109    0.970172    0.970058 4.95148e-06
         110    0.970175    0.970059  5.0202e-06
         111    0.970178     0.97006 5.08924e-06
         112    0.970181    0.970061  5.1586e-06
         113    0.970185    0.970062 5.22827e-06
         114    0.970188    0.970063 5.29827e-06
         115    0.970191    0.970064 5.36857e-06
         116    0.970195    0.970065  5.4392e-06
         117    0.970198    0.970066 5.51013e-06
         118    0.970202    0.970067 5.58138e-06
         119    0.970205    0.970069 5.65294e-06
         120    0.970209     0.97007 5.72482e-06
         121    0.970212    0.970071 5.79701e-06
         122    0.970216    0.970072 5.86951e-06
         123    0.970219    0.970073 5.94234e-06
         124    0.970223    0.970075 6.01548e-06
         125    0.970227    0.970076 6.08894e-06
         126     0.97023    0.970077 6.16272e-06
         127    0.970234    0.970078 6.23683e-06
         128    0.970238    0.970079 6.31125e-06
         129    0.970241    0.970081 6.38599e-06
         130    0.970245    0.970082 6.46105e-06
         131    0.970249    0.970083 6.53641e-06
         132    0.970253    0.970085 6.61209e-06
         133    0.970257    0.970086 6.68808e-06
         134    0.970261    0.970087 6.76438e-06
         135    0.970265    0.970088   6.841e-06
         136    0.970269     0.97009 6.91792e-06
         137    0.970273    0.970091 6.99515e-06
         138    0.970277    0.970093  7.0727e-06
         139    0.970281    0.970094 7.15056e-06
         140    0.970285    0.970095 7.22873e-06
         141    0.970289    0.970097 7.30721e-06
         142    0.970293    0.970098   7.386e-06
         143    0.970298    0.970099  7.4651e-06
         144    0.970302    0.970101  7.5445e-06
         145    0.970306    0.970102 7.62421e-06
         146     0.97031    0.970104 7.70423e-06
         147    0.970315    0.970105 7.78455e-06
         148    0.970319    0.970107 7.86517e-06
         149    0.970324    0.970108 7.94609e-06
         150    0.970328    0.970109  8.0273e-06
         151    0.970332    0.970111 8.10882e-06
         152    0.970337    0.970112 8.19063e-06
         153    0.970341    0.970114 8.27273e-06
         154    0.970346    0.970115 8.35514e-06
         155    0.970351    0.970117 8.43784e-06
         156    0.970355    0.970118 8.52084e-06
         157     0.97036     0.97012 8.60413e-06
         158    0.970364    0.970122 8.68773e-06
         159    0.970369    0.970123 8.77163e-06
         160    0.970374    0.970125 8.85583e-06
         161    0.970379    0.970126 8.94033e-06
         162    0.970384    0.970128 9.02512e-06
         163    0.970388    0.970129 9.11021e-06
         164    0.970393    0.970131  9.1956e-06
         165    0.970398    0.970133 9.28128e-06
         166    0.970403    0.970134 9.36727e-06
         167    0.970408    0.970136 9.45355e-06
         168    0.970413    0.970138 9.54013e-06
         169    0.970418    0.970139 9.62701e-06
         170    0.970423    0.970141 9.71418e-06
         171    0.970428    0.970143 9.80164e-06
         172    0.970433    0.970144  9.8894e-06
         173    0.970439    0.970146 9.97745e-06
         174    0.970444    0.970148 1.00658e-05
         175    0.970449    0.970149 1.01544e-05
         176    0.970454    0.970151 1.02433e-05
         177    0.970459    0.970153 1.03325e-05
         178    0.970465    0.970155  1.0422e-05
         179     0.97047    0.970156 1.05118e-05
         180    0.970476    0.970158 1.06019e-05
         181    0.970481     0.97016 1.06923e-05
         182    0.970486    0.970162 1.07829e-05
         183    0.970492    0.970164 1.08738e-05
         184    0.970497    0.970165 1.09651e-05
         185    0.970503    0.970167 1.10566e-05
         186    0.970509    0.970169 1.11484e-05
         187    0.970514    0.970171 1.12405e-05
         188     0.97052    0.970173 1.13329e-05
         189    0.970525    0.970175 1.14256e-05
         190    0.970531    0.970176 1.15186e-05
         191    0.970537    0.970178 1.16119e-05
         192    0.970543     0.97018 1.17055e-05
         193    0.970549    0.970182 1.17993e-05
         194    0.970554    0.970184 1.18935e-05
         195     0.97056    0.970186 1.19879e-05
         196    0.970566    0.970188 1.20827e-05
         197    0.970572     0.97019 1.21777e-05
         198    0.970578    0.970192  1.2273e-05
         199    0.970584    0.970194 1.23686e-05
         200     0.97059    0.970196 1.24645e-05
         201    0.970596    0.970198 1.25607e-05
         202    0.970602      0.9702 1.26572e-05
         203    0.970609    0.970202  1.2754e-05
         204    0.970615    0.970204  1.2851e-05
         205    0.970621    0.970206 1.29484e-05
         206    0.970627    0.970208  1.3046e-05
         207    0.970633     0.97021 1.31439e-05
         208     0.97064    0.970212 1.32421e-05
         209    0.970646    0.970214 1.33406e-05
         210    0.970652    0.970216 1.34394e-05
         211    0.970659    0.970218 1.35385e-05
         212    0.970665     0.97022 1.36378e-05
         213    0.970672    0.970223 1.37375e-05
         214    0.970678    0.970225 1.38374e-05
         215    0.970685    0.970227 1.39376e-05
         216    0.970691    0.970229 1.40381e-05
         217    0.970698    0.970231 1.41389e-05
         218    0.970705    0.970233 1.42399e-05
         219    0.970711    0.970235 1.43413e-05
         220    0.970718    0.970238 1.44429e-05
         221    0.970725     0.97024 1.45448e-05
         222    0.970732    0.970242  1.4647e-05
         223    0.970738    0.970244 1.47495e-05
         224    0.970745    0.970247 1.48523e-05
         225    0.970752    0.970249 1.49553e-05
         226    0.970759    0.970251 1.50587e-05
         227    0.970766    0.970253 1.51623e-05
         228    0.970773    0.970256 1.52662e-05
         229     0.97078    0.970258 1.53704e-05
         230    0.970787     0.97026 1.54749e-05
         231    0.970794    0.970263 1.55796e-05
         232    0.970801    0.970265 1.56847e-05
         233    0.970809    0.970267   1.579e-05
         234    0.970816     0.97027 1.58957e-05
         235    0.970823    0.970272 1.60016e-05
         236     0.97083    0.970274 1.61078e-05
         237    0.970838    0.970277 1.62143e-05
         238    0.970845    0.970279 1.63211e-05
         239    0.970852    0.970281 1.64282e-05
         240     0.97086    0.970284 1.65356e-05
         241    0.970867    0.970286 1.66433e-05
         242    0.970875    0.970289 1.67513e-05
         243    0.970882    0.970291 1.68596e-05
         244     0.97089    0.970294 1.69681e-05
         245    0.970897    0.970296  1.7077e-05
         246    0.970905    0.970298 1.71862e-05
         247    0.970913    0.970301 1.72956e-05
         248    0.970921    0.970303 1.74053e-05
         249    0.970928    0.970306 1.75154e-05
         250    0.970936    0.970309 1.76257e-05
         251    0.970944    0.970311 1.77363e-05
         252    0.970952    0.970314 1.78472e-05
         253     0.97096    0.970316 1.79584e-05
         254    0.970968    0.970319 1.80699e-05
         255    0.970976    0.970321 1.81817e-05
         256    0.970984    0.970324 1.82938e-05
         257    0.970992    0.970326 1.84062e-05
         258       0.971    0.970329 1.85188e-05
         259    0.971008    0.970332 1.86318e-05
         260    0.971016    0.970334 1.87451e-05
         261    0.971024    0.970337 1.88586e-05
         262    0.971032     0.97034 1.89724e-05
         263    0.971041    0.970342 1.90865e-05
         264    0.971049    0.970345 1.92009e-05
         265    0.971057    0.970348 1.93156e-05
         266    0.971066     0.97035 1.94306e-05
         267    0.971074    0.970353 1.95459e-05
         268    0.971082    0.970356 1.96615e-05
         269    0.971091    0.970359 1.97774e-05
         270    0.971099    0.970361 1.98935e-05
         271    0.971108    0.970364   2.001e-05
         272    0.971116    0.970367 2.01267e-05
         273    0.971125     0.97037 2.02438e-05
         274    0.971134    0.970372 2.03611e-05
         275    0.971142    0.970375 2.04787e-05
         276    0.971151    0.970378 2.05966e-05
         277     0.97116    0.970381 2.07148e-05
         278    0.971169    0.970384 2.08333e-05
         279    0.971178    0.970386  2.0952e-05
         280    0.971186    0.970389 2.10711e-05
         281    0.971195    0.970392 2.11905e-05
         282    0.971204    0.970395 2.13101e-05
         283    0.971213    0.970398 2.14301e-05
         284    0.971222    0.970401 2.15503e-05
         285    0.971231    0.970404 2.16708e-05
         286    0.971241    0.970407 2.17916e-05
         287     0.97125     0.97041 2.19128e-05
         288    0.971259    0.970413 2.20342e-05
         289    0.971268    0.970416 2.21559e-05
         290    0.971277    0.970419 2.22778e-05
         291    0.971287    0.970421 2.24001e-05
         292    0.971296    0.970424 2.25227e-05
         293    0.971305    0.970427 2.26455e-05
         294    0.971315    0.970431 2.27687e-05
         295    0.971324    0.970434 2.28921e-05
         296    0.971334    0.970437 2.30158e-05
         297    0.971343     0.97044 2.31398e-05
         298    0.971353    0.970443 2.32641e-05
         299    0.971362    0.970446 2.33887e-05
         300    0.971372    0.970449 2.35136e-05
         301    0.971382    0.970452 2.36387e-05
         302    0.971391    0.970455 2.37642e-05
         303    0.971401    0.970458 2.38899e-05
         304    0.971411    0.970461 2.40159e-05
         305    0.971421    0.970464 2.41423e-05
         306     0.97143    0.970468 2.42689e-05
         307     0.97144    0.970471 2.43958e-05
         308     0.97145    0.970474 2.45229e-05
         309     0.97146    0.970477 2.46504e-05
         310     0.97147     0.97048 2.47782e-05
         311     0.97148    0.970484 2.49062e-05
         312     0.97149    0.970487 2.50346e-05
         313    0.971501     0.97049 2.51632e-05
         314    0.971511    0.970493 2.52922e-05
         315    0.971521    0.970497 2.54214e-05
         316    0.971531      0.9705 2.55509e-05
         317    0.971541    0.970503 2.56808e-05
         318    0.971552    0.970506 2.58109e-05
         319    0.971562     0.97051 2.59413e-05
         320    0.971573    0.970513  2.6072e-05
         321    0.971583    0.970516  2.6203e-05
         322    0.971594     0.97052 2.63343e-05
         323    0.971604    0.970523 2.64659e-05
         324    0.971615    0.970526 2.65978e-05
         325    0.971625     0.97053 2.67299e-05
         326    0.971636    0.970533 2.68624e-05
         327    0.971647    0.970537 2.69952e-05
         328    0.971657     0.97054 2.71282e-05
         329    0.971668    0.970543 2.72616e-05
         330    0.971679    0.970547 2.73952e-05
         331     0.97169     0.97055 2.75292e-05
         332    0.971701    0.970554 2.76634e-05
         333    0.971712    0.970557 2.77979e-05
         334    0.971723    0.970561 2.79328e-05
         335    0.971734    0.970564 2.80679e-05
         336    0.971745    0.970568 2.82033e-05
         337    0.971756    0.970571  2.8339e-05
         338    0.971767    0.970575  2.8475e-05
         339    0.971778    0.970578 2.86113e-05
         340    0.971789    0.970582 2.87479e-05
         341      0.9718    0.970586 2.88848e-05
         342    0.971812    0.970589  2.9022e-05
         343    0.971823    0.970593 2.91595e-05
         344    0.971834    0.970596 2.92973e-05
         345    0.971846      0.9706 2.94354e-05
         346    0.971857    0.970604 2.95738e-05
         347    0.971869    0.970607 2.97124e-05
         348     0.97188    0.970611 2.98514e-05
         349    0.971892    0.970615 2.99907e-05
         350    0.971904    0.970618 3.01303e-05
         351    0.971915    0.970622 3.02701e-05
         352    0.971927    0.970626 3.04103e-05
         353    0.971939    0.970629 3.05508e-05
         354     0.97195    0.970633 3.06915e-05
         355    0.971962    0.970637 3.08326e-05
         356    0.971974    0.970641  3.0974e-05
         357    0.971986    0.970644 3.11157e-05
         358    0.971998    0.970648 3.12576e-05
         359     0.97201    0.970652 3.13999e-05
         360    0.972022    0.970656 3.15425e-05
         361    0.972034     0.97066 3.16854e-05
         362    0.972046    0.970663 3.18285e-05
         363    0.972058    0.970667  3.1972e-05
         364    0.972071    0.970671 3.21158e-05
         365    0.972083    0.970675 3.22599e-05
         366    0.972095    0.970679 3.24043e-05
         367    0.972108    0.970683  3.2549e-05
         368     0.97212    0.970687 3.26941e-05
         369    0.972132    0.970691 3.28394e-05
         370    0.972145    0.970695  3.2985e-05
         371    0.972157    0.970698 3.31309e-05
         372     0.97217    0.970702 3.32772e-05
         373    0.972183    0.970706 3.34237e-05
         374    0.972195     0.97071 3.35706e-05
         375    0.972208    0.970714 3.37177e-05
         376    0.972221    0.970718 3.38652e-05
         377    0.972233    0.970722 3.40129e-05
         378    0.972246    0.970726  3.4161e-05
         379    0.972259     0.97073 3.43094e-05
         380    0.972272    0.970735 3.44581e-05
         381    0.972285    0.970739 3.46071e-05
         382    0.972298    0.970743 3.47564e-05
         383    0.972311    0.970747  3.4906e-05
         384    0.972324    0.970751  3.5056e-05
         385    0.972337    0.970755 3.52062e-05
         386     0.97235    0.970759 3.53568e-05
         387    0.972364    0.970763 3.55076e-05
         388    0.972377    0.970767 3.56588e-05
         389     0.97239    0.970772 3.58103e-05
         390    0.972403    0.970776 3.59621e-05
         391    0.972417     0.97078 3.61143e-05
         392     0.97243    0.970784 3.62667e-05
         393    0.972444    0.970788 3.64195e-05
         394    0.972457    0.970793 3.65725e-05
         395    0.972471    0.970797 3.67259e-05
         396    0.972485    0.970801 3.68796e-05
         397    0.972498    0.970805 3.70336e-05
         398    0.972512     0.97081  3.7188e-05
         399    0.972526    0.970814 3.73426e-05
         400    0.972539    0.970818 3.74976e-05
         401    0.972553    0.970823 3.76528e-05
         402    0.972567    0.970827 3.78084e-05
         403    0.972581    0.970831 3.79643e-05
         404    0.972595    0.970836 3.81206e-05
         405    0.972609     0.97084 3.82771e-05
         406    0.972623    0.970844  3.8434e-05
         407    0.972637    0.970849 3.85912e-05
         408    0.972652    0.970853 3.87487e-05
         409    0.972666    0.970858 3.89065e-05
         410     0.97268    0.970862 3.90647e-05
         411    0.972694    0.970867 3.92231e-05
         412    0.972709    0.970871 3.93819e-05
         413    0.972723    0.970876  3.9541e-05
         414    0.972738     0.97088 3.97005e-05
         415    0.972752    0.970885 3.98602e-05
         416    0.972767    0.970889 4.00203e-05
         417    0.972781    0.970894 4.01807e-05
         418    0.972796    0.970898 4.03414e-05
         419     0.97281    0.970903 4.05025e-05
         420    0.972825    0.970907 4.06638e-05
         421     0.97284    0.970912 4.08255e-05
         422    0.972855    0.970917 4.09875e-05
         423     0.97287    0.970921 4.11499e-05
         424    0.972885    0.970926 4.13126e-05
         425      0.9729     0.97093 4.14756e-05
         426    0.972915    0.970935 4.16389e-05
         427     0.97293     0.97094 4.18026e-05
         428    0.972945    0.970944 4.19666e-05
         429     0.97296    0.970949 4.21309e-05
         430    0.972975    0.970954 4.22956e-05
         431     0.97299    0.970959 4.24605e-05
         432    0.973006    0.970963 4.26259e-05
         433    0.973021    0.970968 4.27915e-05
         434    0.973037    0.970973 4.29575e-05
         435    0.973052    0.970978 4.31238e-05
         436    0.973067    0.970982 4.32905e-05
         437    0.973083    0.970987 4.34575e-05
         438    0.973099    0.970992 4.36248e-05
         439    0.973114    0.970997 4.37925e-05
         440     0.97313    0.971002 4.39605e-05
         441    0.973146    0.971007 4.41288e-05
         442    0.973162    0.971011 4.42975e-05
         443    0.973177    0.971016 4.44665e-05
         444    0.973193    0.971021 4.46358e-05
         445    0.973209    0.971026 4.48055e-05
         446    0.973225    0.971031 4.49756e-05
         447    0.973241    0.971036  4.5146e-05
         448    0.973257    0.971041 4.53167e-05
         449    0.973274    0.971046 4.54877e-05
         450     0.97329    0.971051 4.56591e-05
         451    0.973306    0.971056 4.58309e-05
         452    0.973322    0.971061  4.6003e-05
         453    0.973339    0.971066 4.61754e-05
         454    0.973355    0.971071 4.63482e-05
         455    0.973372    0.971076 4.65213e-05
         456    0.973388    0.971081 4.66948e-05
         457    0.973405    0.971086 4.68686e-05
         458    0.973421    0.971091 4.70428e-05
         459    0.973438    0.971096 4.72173e-05
         460    0.973455    0.971102 4.73922e-05
         461    0.973472    0.971107 4.75674e-05
         462    0.973488    0.971112  4.7743e-05
         463    0.973505    0.971117 4.79189e-05
         464    0.973522    0.971122 4.80952e-05
         465    0.973539    0.971127 4.82718e-05
         466    0.973556    0.971133 4.84487e-05
         467    0.973573    0.971138 4.86261e-05
         468     0.97359    0.971143 4.88037e-05
         469    0.973608    0.971148 4.89818e-05
         470    0.973625    0.971154 4.91602e-05
         471    0.973642    0.971159 4.93389e-05
         472     0.97366    0.971164  4.9518e-05
         473    0.973677     0.97117 4.96975e-05
         474    0.973694    0.971175 4.98773e-05
         475    0.973712     0.97118 5.00575e-05
         476     0.97373    0.971186  5.0238e-05
         477    0.973747    0.971191 5.04189e-05
         478    0.973765    0.971196 5.06002e-05
         479    0.973783    0.971202 5.07818e-05
         480      0.9738    0.971207 5.09638e-05
         481    0.973818    0.971213 5.11461e-05
         482    0.973836    0.971218 5.13289e-05
         483    0.973854    0.971223 5.15119e-05
         484    0.973872    0.971229 5.16954e-05
         485     0.97389    0.971234 5.18792e-05
         486    0.973908     0.97124 5.20634e-05
         487    0.973927    0.971245  5.2248e-05
         488    0.973945    0.971251 5.24329e-05
         489    0.973963    0.971257 5.26182e-05
         490    0.973981    0.971262 5.28039e-05
         491       0.974    0.971268 5.29899e-05
         492    0.974018    0.971273 5.31763e-05
         493    0.974037    0.971279 5.33631e-05
         494    0.974055    0.971284 5.35503e-05
         495    0.974074     0.97129 5.37378e-05
         496    0.974093    0.971296 5.39258e-05
         497    0.974112    0.971301  5.4114e-05
         498     0.97413    0.971307 5.43027e-05
         499    0.974149    0.971313 5.44918e-05
         500    0.974168    0.971319 5.46812e-05
         501    0.974187    0.971324  5.4871e-05
         502    0.974206     0.97133 5.50611e-05
         503    0.974225    0.971336 5.52517e-05
         504    0.974244    0.971342 5.54426e-05
         505    0.974263    0.971347  5.5634e-05
         506    0.974283    0.971353 5.58257e-05
         507    0.974302    0.971359 5.60177e-05
         508    0.974321    0.971365 5.62102e-05
         509    0.974341    0.971371  5.6403e-05
         510     0.97436    0.971376 5.65963e-05
         511     0.97438    0.971382 5.67899e-05
         512      0.9744    0.971388 5.69839e-05
         513    0.974419    0.971394 5.71783e-05
         514    0.974439      0.9714 5.73731e-05
         515    0.974459    0.971406 5.75683e-05
         516    0.974479    0.971412 5.77638e-05
         517    0.974498    0.971418 5.79598e-05
         518    0.974518    0.971424 5.81561e-05
         519    0.974538     0.97143 5.83529e-05
         520    0.974559    0.971436   5.855e-05
         521    0.974579    0.971442 5.87475e-05
         522    0.974599    0.971448 5.89454e-05
         523    0.974619    0.971454 5.91438e-05
         524    0.974639     0.97146 5.93425e-05
         525     0.97466    0.971466 5.95416e-05
         526     0.97468    0.971472 5.97411e-05
         527    0.974701    0.971478  5.9941e-05
         528    0.974721    0.971485 6.01413e-05
         529    0.974742    0.971491  6.0342e-05
         530    0.974763    0.971497 6.05431e-05
         531    0.974783    0.971503 6.07446e-05
         532    0.974804    0.971509 6.09465e-05
         533    0.974825    0.971516 6.11488e-05
         534    0.974846    0.971522 6.13515e-05
         535    0.974867    0.971528 6.15546e-05
         536    0.974888    0.971534 6.17582e-05
         537    0.974909    0.971541 6.19621e-05
         538     0.97493    0.971547 6.21664e-05
         539    0.974952    0.971553 6.23712e-05
         540    0.974973     0.97156 6.25763e-05
         541    0.974994    0.971566 6.27819e-05
         542    0.975016    0.971572 6.29879e-05
         543    0.975037    0.971579 6.31943e-05
         544    0.975059    0.971585 6.34011e-05
         545     0.97508    0.971591 6.36083e-05
         546    0.975102    0.971598 6.38159e-05
         547    0.975124    0.971604  6.4024e-05
         548    0.975146    0.971611 6.42324e-05
         549    0.975167    0.971617 6.44413e-05
         550    0.975189    0.971624 6.46506e-05
         551    0.975211     0.97163 6.48603e-05
         552    0.975233    0.971637 6.50704e-05
         553    0.975256    0.971643  6.5281e-05
         554    0.975278     0.97165 6.54919e-05
         555      0.9753    0.971657 6.57033e-05
         556    0.975322    0.971663 6.59151e-05
         557    0.975345     0.97167 6.61274e-05
         558    0.975367    0.971676   6.634e-05
         559     0.97539    0.971683 6.65531e-05
         560    0.975412     0.97169 6.67666e-05
         561    0.975435    0.971696 6.69806e-05
         562    0.975458    0.971703 6.71949e-05
         563     0.97548     0.97171 6.74097e-05
         564    0.975503    0.971716  6.7625e-05
         565    0.975526    0.971723 6.78406e-05
         566    0.975549     0.97173 6.80567e-05
         567    0.975572    0.971737 6.82733e-05
         568    0.975595    0.971744 6.84902e-05
         569    0.975619     0.97175 6.87076e-05
         570    0.975642    0.971757 6.89254e-05
         571    0.975665    0.971764 6.91437e-05
         572    0.975689    0.971771 6.93624e-05
         573    0.975712    0.971778 6.95816e-05
         574    0.975736    0.971785 6.98012e-05
         575    0.975759    0.971792 7.00212e-05
         576    0.975783    0.971798 7.02417e-05
         577    0.975807    0.971805 7.04626e-05
         578     0.97583    0.971812 7.06839e-05
         579    0.975854    0.971819 7.09058e-05
         580    0.975878    0.971826  7.1128e-05
         581    0.975902    0.971833 7.13507e-05
         582    0.975926     0.97184 7.15739e-05
         583    0.975951    0.971847 7.17975e-05
         584    0.975975    0.971855 7.20215e-05
         585    0.975999    0.971862  7.2246e-05
         586    0.976023    0.971869  7.2471e-05
         587    0.976048    0.971876 7.26964e-05
         588    0.976072    0.971883 7.29223e-05
         589    0.976097     0.97189 7.31486e-05
         590    0.976122    0.971897 7.33754e-05
         591    0.976146    0.971904 7.36026e-05
         592    0.976171    0.971912 7.38303e-05
         593    0.976196    0.971919 7.40585e-05
         594    0.976221    0.971926 7.42871e-05
         595    0.976246    0.971933 7.45162e-05
         596    0.976271    0.971941 7.47457e-05
         597    0.976296    0.971948 7.49757e-05
         598    0.976322    0.971955 7.52062e-05
         599    0.976347    0.971963 7.54372e-05
         600    0.976372     0.97197 7.56686e-05
         601    0.976398    0.971977 7.59005e-05
         602    0.976423    0.971985 7.61328e-05
         603    0.976449    0.971992 7.63657e-05
         604    0.976474       0.972  7.6599e-05
         605      0.9765    0.972007 7.68327e-05
         606    0.976526    0.972014  7.7067e-05
         607    0.976552    0.972022 7.73017e-05
         608    0.976578    0.972029 7.75369e-05
         609    0.976604    0.972037 7.77726e-05
         610     0.97663    0.972044 7.80087e-05
         611    0.976656    0.972052 7.82453e-05
         612    0.976683     0.97206 7.84825e-05
         613    0.976709    0.972067   7.872e-05
         614    0.976735    0.972075 7.89581e-05
         615    0.976762    0.972082 7.91967e-05
         616    0.976788     0.97209 7.94357e-05
         617    0.976815    0.972098 7.96753e-05
         618    0.976842    0.972105 7.99153e-05
         619    0.976869    0.972113 8.01558e-05
         620    0.976895    0.972121 8.03968e-05
         621    0.976922    0.972129 8.06383e-05
         622    0.976949    0.972136 8.08803e-05
         623    0.976977    0.972144 8.11227e-05
         624    0.977004    0.972152 8.13657e-05
         625    0.977031     0.97216 8.16092e-05
         626    0.977058    0.972167 8.18531e-05
         627    0.977086    0.972175 8.20976e-05
         628    0.977113    0.972183 8.23425e-05
         629    0.977141    0.972191  8.2588e-05
         630    0.977169    0.972199  8.2834e-05
         631    0.977196    0.972207 8.30804e-05
         632    0.977224    0.972215 8.33274e-05
         633    0.977252    0.972223 8.35749e-05
         634     0.97728    0.972231 8.38228e-05
         635    0.977308    0.972239 8.40713e-05
         636    0.977336    0.972247 8.43203e-05
         637    0.977364    0.972255 8.45698e-05
         638    0.977393    0.972263 8.48199e-05
         639    0.977421    0.972271 8.50704e-05
         640     0.97745    0.972279 8.53214e-05
         641    0.977478    0.972287  8.5573e-05
         642    0.977507    0.972295 8.58251e-05
         643    0.977536    0.972303 8.60777e-05
         644    0.977564    0.972312 8.63308e-05
         645    0.977593     0.97232 8.65844e-05
         646    0.977622    0.972328 8.68386e-05
         647    0.977651    0.972336 8.70932e-05
         648     0.97768    0.972344 8.73484e-05
         649     0.97771    0.972353 8.76042e-05
         650    0.977739    0.972361 8.78604e-05
         651    0.977768    0.972369 8.81172e-05
         652    0.977798    0.972378 8.83745e-05
         653    0.977827    0.972386 8.86324e-05
         654    0.977857    0.972394 8.88907e-05
         655    0.977887    0.972403 8.91496e-05
         656    0.977916    0.972411 8.94091e-05
         657    0.977946     0.97242 8.96691e-05
         658    0.977976    0.972428 8.99296e-05
         659    0.978006    0.972436 9.01906e-05
         660    0.978036    0.972445 9.04522e-05
         661    0.978067    0.972453 9.07143e-05
         662    0.978097    0.972462  9.0977e-05
         663    0.978127    0.972471 9.12402e-05
         664    0.978158    0.972479  9.1504e-05
         665    0.978189    0.972488 9.17683e-05
