#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462224   -0.462224           0
           2   -0.461848   -0.462036 0.000132936
           3   -0.460544   -0.461539 0.000415629
           4     -0.4582   -0.460704 0.000787192
           5   -0.459576   -0.460478 0.000661291
           6   -0.464504   -0.461149   0.0008239
           7   -0.462896   -0.461399 0.000743025
           8     -0.4616   -0.461424 0.000650572
           9   -0.462128   -0.461502  0.00058297
          10   -0.464392   -0.461791 0.000591979
          11   -0.460912   -0.461711 0.000543532
          12    -0.46316   -0.461832 0.000511469
          13   -0.461416     -0.4618 0.000473126
          14   -0.462312   -0.461837 0.000440742
          15   -0.462024   -0.461849 0.000411536
          16   -0.461736   -0.461842 0.000385876
          17   -0.461872   -0.461844 0.000363181
          18   -0.461976   -0.461851 0.000343079
          19   -0.463784   -0.461953  0.00033977
          20   -0.459184   -0.461814 0.000349851
          21    -0.46024   -0.461739  0.00034113
          22   -0.461776   -0.461741 0.000325628
          23   -0.464848   -0.461876 0.000338331
          24   -0.463448   -0.461942 0.000330512
          25    -0.46456   -0.462046 0.000333473
          26   -0.464584   -0.462144 0.000334625
          27   -0.460144    -0.46207 0.000330329
          28   -0.460304   -0.462007 0.000324496
          29   -0.461992   -0.462006 0.000313307
          30    -0.46136   -0.461985 0.000303603
