#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.503352   -0.503352           0
           2   -0.506784   -0.505068   0.0012134
           3    -0.50456   -0.504899 0.000820661
           4    -0.49988   -0.503644  0.00124879
           5   -0.502712   -0.503458  0.00101285
           6      -0.505   -0.503715 0.000876055
           7   -0.507992   -0.504326 0.000940158
           8   -0.505768   -0.504506 0.000839746
           9   -0.504904    -0.50455 0.000747604
          10     -0.5042   -0.504515 0.000673664
          11   -0.503784   -0.504449 0.000615692
          12   -0.501672   -0.504217  0.00060631
          13   -0.505728   -0.504334 0.000570698
          14   -0.506392   -0.504481 0.000548547
          15   -0.505224    -0.50453 0.000514212
          16   -0.503888    -0.50449 0.000483637
          17   -0.505192   -0.504531 0.000456947
          18   -0.504784   -0.504545 0.000431777
          19   -0.506528    -0.50465 0.000421473
          20    -0.50116   -0.504475  0.00043502
          21   -0.504992     -0.5045    0.000415
          22   -0.503888   -0.504472 0.000397067
          23    -0.50408   -0.504455 0.000380169
          24    -0.50748   -0.504581 0.000384656
          25    -0.50568   -0.504625 0.000371773
          26   -0.501792   -0.504516   0.0003731
          27    -0.50452   -0.504516 0.000359281
          28     -0.5048   -0.504526 0.000346593
          29   -0.503264   -0.504483 0.000337363
          30   -0.504512   -0.504484 0.000326119
