#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.850576   -0.850576           0
           2   -0.848944    -0.84976 0.000576999
           3   -0.848864   -0.849461 0.000455451
           4   -0.845432   -0.848454 0.000936869
           5   -0.849336    -0.84863 0.000765922
           6   -0.847464   -0.848436  0.00066248
           7   -0.849528   -0.848592 0.000585919
           8    -0.85392   -0.849258 0.000806816
           9   -0.850784   -0.849428  0.00073477
          10   -0.850912   -0.849576 0.000676122
          11   -0.846768   -0.849321 0.000661092
          12    -0.85764   -0.850014 0.000898783
          13   -0.850248   -0.850032 0.000829826
          14   -0.849408   -0.849987 0.000771749
          15   -0.843624   -0.849563 0.000828736
          16   -0.851624   -0.849692 0.000786885
          17   -0.847392   -0.849557 0.000752139
          18    -0.84544   -0.849328 0.000744313
          19    -0.84968   -0.849347 0.000705369
          20   -0.847976   -0.849278 0.000673421
          21   -0.848272    -0.84923 0.000643055
          22   -0.852504   -0.849379  0.00063081
          23   -0.849272   -0.849374   0.0006034
          24   -0.845624   -0.849218  0.00059815
          25    -0.84908   -0.849212 0.000574249
          26   -0.849048   -0.849206 0.000552197
          27   -0.844328   -0.849025 0.000560524
          28    -0.84736   -0.848966 0.000543652
          29    -0.85012   -0.849006  0.00052636
          30   -0.845656   -0.848894 0.000520523
