#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.646296   -0.646296           0
           2   -0.648584    -0.64744  0.00080893
           3   -0.646544   -0.647141  0.00059186
           4   -0.642896    -0.64608  0.00102072
           5   -0.645608   -0.645986 0.000820928
           6   -0.646984   -0.646152 0.000700768
           7   -0.647976   -0.646413 0.000647293
           8   -0.646232    -0.64639 0.000566775
           9   -0.647032   -0.646461 0.000508269
          10   -0.646248    -0.64644 0.000457889
          11   -0.647144   -0.646504 0.000420712
          12   -0.645328   -0.646406 0.000396903
          13   -0.647896   -0.646521 0.000382563
          14   -0.649752   -0.646751 0.000419121
          15   -0.645152   -0.646645 0.000404516
          16    -0.64604   -0.646607 0.000380996
          17     -0.6468   -0.646618 0.000358754
          18   -0.643912   -0.646468 0.000368986
          19   -0.649896   -0.646648 0.000391197
          20   -0.642768   -0.646454 0.000416984
          21   -0.649456   -0.646597 0.000420913
          22   -0.645656   -0.646555  0.00040395
          23   -0.646232   -0.646541  0.00038663
          24   -0.646856   -0.646554 0.000370744
          25   -0.646896   -0.646567 0.000356167
          26   -0.646752   -0.646574 0.000342539
          27   -0.644552     -0.6465 0.000337943
          28   -0.646072   -0.646484 0.000326219
          29   -0.646352    -0.64648 0.000315002
          30   -0.646288   -0.646473 0.000304566
