#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.613432   -0.613432           0
           2   -0.614464   -0.613948 0.000364867
           3   -0.612064    -0.61332  0.00056753
           4   -0.610224   -0.612546  0.00079403
           5   -0.609992   -0.612035 0.000782459
           6    -0.61508   -0.612543 0.000799856
           7   -0.616944   -0.613171 0.000899388
           8   -0.615448   -0.613456 0.000830766
           9   -0.613464   -0.613457 0.000738459
          10   -0.609928   -0.613104 0.000744169
          11   -0.611744    -0.61298 0.000686711
          12   -0.614088   -0.613073 0.000635659
          13   -0.613072   -0.613073 0.000586762
          14   -0.612592   -0.613038 0.000545853
          15   -0.611704   -0.612949  0.00051666
          16   -0.611888   -0.612883 0.000488609
          17   -0.610952   -0.612769 0.000472886
          18   -0.612104   -0.612732 0.000448057
          19   -0.613552   -0.612776 0.000426546
          20    -0.61252   -0.612763  0.00040541
          21   -0.615136   -0.612876 0.000401547
          22   -0.610856   -0.612784 0.000393651
          23    -0.61372   -0.612825 0.000378633
          24   -0.613904    -0.61287 0.000365518
          25    -0.61316   -0.612881 0.000351081
          26    -0.61164   -0.612834 0.000340809
          27   -0.611616   -0.612788 0.000331156
          28   -0.613392    -0.61281  0.00032003
          29   -0.611208   -0.612755 0.000313726
          30   -0.611384   -0.612709 0.000306578
